"","album_uri","album_name","album_img","album_release_date","album_release_year","base_album_name","base_album","num_albums","num_base_albums","album_rank"
"339","2Tyx5dLhHYkx6zeAdVaTzN","GO:OD AM","https://i.scdn.co/image/af93e49425b91896bf83178a3560fc6b24ce0904","2015-09-18",2015-09-18,"go:od am",TRUE,1,1,7
"340","5UYLpgSkZQ35dkHdMCm8mt","Best Day Ever (5th Anniversary Remastered Edition)","https://i.scdn.co/image/e0e65f54b8eda12493bc8b74d6b019cd28d6de95","2016-06-03",2016-06-03,"best day ever",FALSE,1,0,8
"341","6f6tko6NWoH00cyFOl4VYQ","The Divine Feminine","https://i.scdn.co/image/ba53abe8e80c4127e5bc8bec23af81e5a6225093","2016-09-16",2016-09-16,"the divine feminine",TRUE,1,1,9
"342","5wtE5aLX5r7jOosmPhJhhk","Swimming","https://i.scdn.co/image/00f1b797cf233069db9eec18683cee4a47d95171","2018-08-03",2018-08-03,"swimming",TRUE,1,1,10
"343","01FCoGEQ3NFWF4fHJzdiax","Madvillainy","https://i.scdn.co/image/77eb7c17cafe55033c1bef1679aadb00b0c2ed95","2004-03-24",2004-03-24,"madvillainy",TRUE,1,1,1
"344","39qfFzn2Cii6N0AdAXdg9p","Four Tet Remixes","https://i.scdn.co/image/62a43ff7908cbb22b52184dfd696bcd551e00008","2005",2005-01-01,"four tet remixes",TRUE,1,1,2
"345","3giQKi73ayOnj7jxGevJwg","Madvillainy 2: The Madlib Remix","https://i.scdn.co/image/fafc9091c3abfe8bc41bbac253d3b170f6e5bce2","2008-09-30",2008-09-30,"madvillainy 2: the madlib remix",TRUE,1,1,3
"346","5xeG9ijS4cGYGmKXCycDYr","Flamers 2","https://i.scdn.co/image/b0e7c5bb3e0454aa6fef3978cfa81558aeaaf93a","2011-06-11",2011-06-11,"flamers 2",TRUE,1,1,1
"347","40SFz21xgwvkJn2Ea1z5iH","Dreamchasers","https://i.scdn.co/image/c3787e0601ab918adba5ea395ef1b5980332ab90","2011-08-11",2011-08-11,"dreamchasers",TRUE,1,1,2
"348","56HUlNrfccmLr9FqlT4kFI","The Real Me","https://i.scdn.co/image/3adf5f196f1440cc87584a6af83214bdff3ac2b1","2012-05-02",2012-05-02,"the real me",TRUE,1,1,3
"349","0kpslw9IHk7EsK40BGUbX9","Dreamchasers 2","https://i.scdn.co/image/307fa6f96d52351a7950050f11de0953863f98f3","2012-05-07",2012-05-07,"dreamchasers 2",TRUE,1,1,4
"350","4PFkUNIHlYs0KjWej3iBMR","Flamers (Mixed By DJ Difference)","https://i.scdn.co/image/cc923e41fac39a21a018456bb04c12038e755112","2012-07-02",2012-07-02,"flamers (mixed by dj difference)",TRUE,1,1,5
"351","4N18KBTt5H7OMBlLNfiqIF","Flamers 2 (Hottest in Tha City)","https://i.scdn.co/image/7fb737d947444ddbf054fa54142c409962f3a54c","2012-07-02",2012-07-02,"flamers 2 (hottest in tha city)",TRUE,1,1,6
"352","5sIwLcjRMKmFmNpzTyk4Km","The Freestyles (DJ Trigga & Grz Tapez Present)","https://i.scdn.co/image/328a1022d8de2804f8f51a50b86e71d87de2227c","2012-08-13",2012-08-13,"the freestyles (dj trigga & grz tapez present)",TRUE,1,1,7
"353","4iR6LofqGl4Il2K9E6wAlD","Im Mike Vickin It","https://i.scdn.co/image/07d7a8fc538f4fc17919f8b9b9fa58430c6b11a0","2012-08-20",2012-08-20,"im mike vickin it",TRUE,1,1,8
"354","2gCDECEHhsqNpqZtN5QtqA","Milladelphia","https://i.scdn.co/image/6c390e1561241db1b4a7960abc0237e46302f820","2012-08-20",2012-08-20,"milladelphia",TRUE,1,1,9
"355","61WG7UfXuREckYVyOgTStY","Dont Panic","https://i.scdn.co/image/f3ff2c38293041bf115107765aeca1ba9c776c1a","2012-10-02",2012-10-02,"dont panic",TRUE,1,1,10
"356","6h1S9asb6qPfuvP6NMfgbJ","Philadephia Eagles 4","https://i.scdn.co/image/edc0ef32959fd1464dd4cc604dd45076dd0e404f","2012-10-22",2012-10-22,"philadephia eagles 4",TRUE,1,1,11
"357","0zhZDmHEtDtok393SbZ3d7","Dreams and Nightmares (Deluxe Version)","https://i.scdn.co/image/8b3e7f859490a0cc0ce1bfef7bd4445f48a7ecaa","2012-10-26",2012-10-26,"dreams and nightmares",FALSE,1,0,12
"358","3hTCeJBd6Lvtlxn7varJ8t","Motivation","https://i.scdn.co/image/bc4caf5e4568bc756f55875c0046b4aff1e594ba","2012-11-19",2012-11-19,"motivation",TRUE,1,1,13
"359","4clCJBX0M4KWsCPqHo66QI","American Dreamer","https://i.scdn.co/image/7fa9040d2e50380e0d5924edb6d6db865e3f93a4","2012-12-10",2012-12-10,"american dreamer",TRUE,1,1,14
"360","36lriexMBNgcbU3YsgnUcc","Phillystyles","https://i.scdn.co/image/79b0e9f1bbc72c100b24ff8a92d6e881698101cd","2013-01-30",2013-01-30,"phillystyles",TRUE,1,1,15
"361","32hW2gSn4pEavsOnAWX6EO","Lion Hearted","https://i.scdn.co/image/1e7b83f3005c06cb5cad5528f511101d0bfbe94a","2013-05-01",2013-05-01,"lion hearted",TRUE,1,1,16
"362","2A6C6SKDgCtK3RIN6BUMwG","Lionhearted 3","https://i.scdn.co/image/fd72f4325fac20315e48cd03b310b8ffa9ccef1c","2013-06-15",2013-06-15,"lionhearted 3",TRUE,1,1,17
"363","18dyR4grtOwRMEqX99iiXZ","The Real Me Pt. 2","https://i.scdn.co/image/f65eda451e2560238dcc43369a4166d4ca92673e","2013-09-09",2013-09-09,"the real me pt. 2",TRUE,1,1,18
"364","5k21b6J72f19J3NmPXgPUu","Dreamchasers 3","https://i.scdn.co/image/8ab2a60ed58f1578bb2c8f5fb611fedc58c99440","2013-09-29",2013-09-29,"dreamchasers 3",TRUE,1,1,19
"365","5nVkuDVzC4WH0kJhT8ZHIO","Dream Chaser 3","https://i.scdn.co/image/da38cf453f5e6bdcc940edc92685d6d907d413d4","2013-10-14",2013-10-14,"dream chaser 3",TRUE,1,1,20
"366","6dgbk5Q0s7mmh723iKfmNb","Give Me the World","https://i.scdn.co/image/f5d01022eb381849f753f04e3df2919f9b5f72b4","2014-07-25",2014-07-25,"give me the world",TRUE,1,1,21
"367","3CjBOwf3HzW7fWxUGCU8NQ","Unreleased Killadelphia Muzik","https://i.scdn.co/image/94ac6943e84d96303247a1daca82f5d37524ac8f","2014-10-27",2014-10-27,"unreleased killadelphia muzik",TRUE,1,1,22
"368","6rLBLQHnasRYdv2kQG38nJ","Free You Till I See You","https://i.scdn.co/image/1ad9be9029670bb157caab60c5c94c3d1d4e2365","2014-11-09",2014-11-09,"free you till i see you",TRUE,1,1,23
"369","01tA5lORkfOO3N0kG44Oxo","Free You Till I See You, Vol. 2","https://i.scdn.co/image/f99650b409c0f1b24d4766a167175473d9b5ea86","2015-02-06",2015-02-06,"free you till i see you, vol. 2",TRUE,1,1,24
"370","1uLT8uuhGWdJI82RJ1AkV9","Dream Chaser 4","https://i.scdn.co/image/79fe9c7ad6a30cc06e1b319ad4e00a77fc9635ce","2015-06-15",2015-06-15,"dream chaser 4",TRUE,1,1,25
"371","2O3OKOYCub892PUGprsaQo","Dreams Worth More Than Money","https://i.scdn.co/image/bf60b560bc5dd85ed7412508bdb75f6f27731c73","2015-06-29",2015-06-29,"dreams worth more than money",TRUE,1,1,26
"372","31ZNLGjARu4skCvhGc1bfA","First Come First Serve","https://i.scdn.co/image/7a10aff407481b5c3a9060b41c0b68c99839cc25","2015-09-02",2015-09-02,"first come first serve",TRUE,1,1,27
"373","5YMlzVkGiuhoRH80Jfh9Li","Dream Chaser 2016","https://i.scdn.co/image/048040114686820dcc24db93fafa5202c9ce0e92","2016-10-21",2016-10-21,"dream chaser 2016",TRUE,1,1,28
"374","6sNbRwX0lZREkdmUSDsVzo","DC4","https://i.scdn.co/image/04d983667863b05517687f2bf0e4d3004dd7266c","2016-10-28",2016-10-28,"dc4",TRUE,1,1,29
"375","2SCQAZZ5pc90l9SPBsWCIQ","Wins & Losses","https://i.scdn.co/image/0355183a86acdab357925bf447dd2f26f99ab6d6","2017-07-21",2017-07-21,"wins & losses",TRUE,1,1,30
"376","4Zni60dy8tgWwxLrDjlNeq","Meekend","https://i.scdn.co/image/19d86eee036b38d615acb76dd94c37085e7acc8a","2017-10-27",2017-10-27,"meekend",TRUE,1,1,31
"377","6UYZEYjpN1DYRW0kqFy9ZE","Championships","https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101","2018-11-30",2018-11-30,"championships",TRUE,1,1,32
"378","6bPpXqJRpjwy0hLyUGtzYc","FATHER OF 4","https://i.scdn.co/image/04f9e903e1568661ec28010ba91c29b142b6fe69","2019-02-22",2019-02-22,"father of 4",TRUE,1,1,1
"379","5170B9wvcKvzWRWmTp5lCV","The Water (S)","https://i.scdn.co/image/0ddbcc9d3102d1aabc5d0eec6a727c50140e78f4","2014-08-12",2014-08-12,"the water (s)",TRUE,1,1,1
"380","302R4KlFy873Aq7YJNPHWr","Wave[s]","https://i.scdn.co/image/0e3192cd8751c318b0f3850e2494624da3801a9d","2015-08-21",2015-08-21,"wave[s]",TRUE,1,1,2
"381","1355FmCtrXQa0VeMd3eMzT","The Healing Component","https://i.scdn.co/image/954019d31c47a0d2e5c2f1d945fbe33960135b47","2016-09-23",2016-09-23,"the healing component",TRUE,1,1,3
"382","2oenkFNS8GLDubNAn2gxQH","Pieces of a Man","https://i.scdn.co/image/6253d66fa84d67af86603c056c3efe41fde6c131","2018-10-26",2018-10-26,"pieces of a man",TRUE,1,1,4
"383","4YmTZjHk8SmTFTiVMXBN1A","Young Rich N*ggas","https://i.scdn.co/image/d4f2b2950b8fec6fbb9591169a910dae36f4c2ce","2013-07-09",2013-07-09,"young rich n*ggas",TRUE,1,1,1
"384","7J6fSYFHb5Kgouc4Nr8SZg","No Label","https://i.scdn.co/image/1759f8bd583f4fe1df4390afcc06917fbd28714a","2013-07-30",2013-07-30,"no label",TRUE,1,1,2
"385","70HXQp5RAjM37JHBuvL8Dg","Juug Season",NA,"2013-07-30",2013-07-30,"juug season",TRUE,1,1,3
"386","56PJDByaunMWwCqs5rV3Nc","No Label II","https://i.scdn.co/image/38cefc8e876612c3372bf6d9e5ae3536e0a9390a","2014-06-03",2014-06-03,"no label ii",TRUE,1,1,4
"387","0ty5iwaiepWlGq8g0DKtEy","Rich Ni**a Timeline","https://i.scdn.co/image/73a1efb15b2374db18e4ce0c4d99db6fc8889b8d","2014-11-05",2014-11-05,"rich ni**a timeline",TRUE,1,1,5
"388","0sv4nM5FtA8Y3DrvG4CXH8","Yung Rich Nation","https://i.scdn.co/image/83c2861d30ded84858b4044c067446d717574d40","2015-07-31",2015-07-31,"yung rich nation",TRUE,1,1,6
"389","4R8gIy454OjbyRspuPu5A7","Currency","https://i.scdn.co/image/f9095dc499df32119755055c5d8d58f4f84efddd","2015-09-02",2015-09-02,"currency",TRUE,1,1,7
"390","7qLM7egb40QyDHa3CknQqs","Rich Shooters","https://i.scdn.co/image/2fbb396accaf9f73f1e5aa6c078d37fc746599c8","2015-11-01",2015-11-01,"rich shooters",TRUE,1,1,8
"391","4Rj8KShBw1IrBW3A7wsEmi","MigoThuggin","https://i.scdn.co/image/8fbf38937ab6faa1712d6018c68bb95fd9e97932","2016-03-18",2016-03-18,"migothuggin",TRUE,1,1,9
"392","7Hd1Gqx8xFRAnQOLHAZxn3","YRN 2 (Young Rich Niggas 2)","https://i.scdn.co/image/a7d334ef8b9eb7eaad68b2d19dad22dba261fb98","2016-10-14",2016-10-14,"yrn 2 (young rich niggas 2)",TRUE,1,1,10
"393","2AvupjUeMnSffKEV05x222","Culture","https://i.scdn.co/image/f56f23cbd3783f8594a4871ca0424ffb9de7a5cd","2017-01-27",2017-01-27,"culture",TRUE,1,1,11
"394","7fd7SEK25VS3gJAUgSwL6y","Culture II","https://i.scdn.co/image/79ef8fb6e772a47e3e045a747376dca7b900583e","2018-01-26",2018-01-26,"culture ii",TRUE,1,1,12
"395","6ZFEXSPprm6O0Lc5pOKFOf","Trap Lord","https://i.scdn.co/image/9150e3e099d1b94f00fd7368ac1a1756af420be0","2013-08-20",2013-08-20,"trap lord",TRUE,1,1,1
"396","2h5LDCGJCWUyaoEXQZHky6","ALWAYS STRIVE AND PROSPER","https://i.scdn.co/image/904e7da5790353e5fb3d664a60dce8544e094149","2016-06-22",2016-06-22,"always strive and prosper",TRUE,1,1,2
"397","0tQ7Iu6EicQTPyhYRNWjaT","Still Striving","https://i.scdn.co/image/e0d2d77ca43c5ea0f89b251655b4cf80033e4cf2","2017-08-18",2017-08-18,"still striving",TRUE,1,1,3
"398","2Y8JEb0HiAioGra55OwKhE","Juvenile Hell","https://i.scdn.co/image/01dde49a218f8a02b122893018c89d6789b6cf38","1993-01-01",1993-01-01,"juvenile hell",TRUE,1,1,1
"399","1cCAb1vN8uUsdfEylVmTLs","The Infamous","https://i.scdn.co/image/e06adbe0b500da7e55d7c0f598f3376d10e5540e","1995-04-25",1995-04-25,"the infamous",TRUE,1,1,2
"400","6BWf3fxsgSDhES4Cm4oyy5","Hell On Earth (Explicit)","https://i.scdn.co/image/c2d14d499f166b1265413127daf27790630b620b","1996-11-19",1996-11-19,"hell on earth (explicit)",TRUE,1,1,3
"401","4DrBvICbM0r3uOCymoFReu","Murda Muzik","https://i.scdn.co/image/b8c1094bcf063b0c754a0e045077bc443de7eb58","1999-04-27",1999-04-27,"murda muzik",TRUE,1,1,4
"402","4JWsxm9SfyzChjYUh8JWef","Mobb Muzik (Clean Version)","https://i.scdn.co/image/ed0c2b207482779e23121dc1468105f475f1a479","1999-04-27",1999-04-27,"mobb muzik",FALSE,1,0,5
"403","2hSnMHuLYfpp8hvdpZRjAk","Infamy","https://i.scdn.co/image/5b4a362fb5bf899dbe051ce75b5afa19e2a292e3","2001-12-11",2001-12-11,"infamy",TRUE,2,1,6
"404","6UDhYUew9ULQVtt4HWNRSL","Free Agents","https://i.scdn.co/image/06432089288e7aaa3d8549a1a277f0f7d79ce25b","2003",2003-01-01,"free agents",TRUE,1,1,7
"405","5lJebehZn4M2H8koaJHZ6q","Amerikaz Nightmare","https://i.scdn.co/image/eec776a93ed35362f634a59fe45c0759a4e27e89","2004-08-10",2004-08-10,"amerikaz nightmare",TRUE,1,1,8
"406","1pdQT9XcveeoI93Qwv80Mf","Blood Money","https://i.scdn.co/image/c53cb92cf8c6310ca2d4ef156a25b18e5b5ff5a1","2006-05-02",2006-05-02,"blood money",TRUE,1,1,9
"407","5gK2l2LgWY0BA4p9uy27z6","Black On Both Sides","https://i.scdn.co/image/c330decc90447288d36dc4f77d7ecb0f6e2592a3","1999-10-12",1999-10-12,"black on both sides",TRUE,1,1,1
"408","1fB3SvkZpfDjSqyLcRT75V","Mos Def - Live at Benaroya Hall","https://i.scdn.co/image/91b13a416d637ddf679fdc164146e0ae7553b09f","2004-01-01",2004-01-01,"mos def",FALSE,1,0,2
"409","43CXEu1OlEd9ZKsH8ZkZz7","The New Danger","https://i.scdn.co/image/e2eea7bb9283b33476698e373001265cbb93f775","2004-10-19",2004-10-19,"the new danger",TRUE,1,1,3
"410","4Rg0nvUI2jt96TNHtpmmpv","TRUE MAGIC","https://i.scdn.co/image/a5e3e0d9e6b2749b8f20374cf45e91052e26d5ab","2006-12-29",2006-12-29,"true magic",TRUE,1,1,4
"411","2x6s7ooABaADFz7ZTbuAMG","The Ecstatic","https://i.scdn.co/image/c1265bc2b0db31585f1c2b0317170deaeb67b69f","2009-06-09",2009-06-09,"the ecstatic",TRUE,1,1,5
"412","0Y7qkJVZ06tS2GUCDptzyW","Straight Outta Compton","https://i.scdn.co/image/31919fe1fe272ad1d1d90695635d440fd499ef4f","1988-08-08",1988-08-08,"straight outta compton",TRUE,2,1,1
"413","3OSID3YChn6nOjfUAlSXQZ","Efil4zaggin","https://i.scdn.co/image/acb4710b6372d3652f3fa4454a3fbb2db61084aa","1991-05-28",1991-05-28,"efil4zaggin",TRUE,1,1,2
"414","6oSHgr3TZJPCFshYUfBDqE","Illmatic XX","https://i.scdn.co/image/0e1dd10af8d8ce24a4309d1132491286a9bd685d","1994",1994-01-01,"illmatic xx",TRUE,1,1,1
"415","69C7wlBDl96476XcRmsPc6","iTunes Originals: Nas","https://i.scdn.co/image/88d0bf13d1c29d1aef67cbcb400525769850511c","1994",1994-01-01,"itunes originals: nas",TRUE,1,1,2
"416","3kEtdS2pH6hKcMU9Wioob1","Illmatic","https://i.scdn.co/image/8e9f89c4fb98d18ab77ddba5e40cb1ebe7886967","1994-04-19",1994-04-19,"illmatic",TRUE,1,1,3
"417","78Fgb88MY0ECc4GVMejqTg","It Was Written","https://i.scdn.co/image/063cc795acad294c97dc660b662e8977b3a55737","1996-07-02",1996-07-02,"it was written",TRUE,1,1,4
"418","4UhEjfIRx4tE1XRY21vwNa","I Am...","https://i.scdn.co/image/38d384a543961ab895db54327d3c73bf7f28a71d","1999-04-06",1999-04-06,"i am...",TRUE,1,1,5
"419","0yv3K62ndWgrZ0bbAEMzj5","Nastradamus","https://i.scdn.co/image/90e0108e117c0a155168e0971b6733f2885cd5a7","1999-11-23",1999-11-23,"nastradamus",TRUE,1,1,6
"420","1H1l1x4y10wp848cBq2Lig","Stillmatic","https://i.scdn.co/image/51ad581db00f27c72b1174e0e8178396a56181a2","2001-12-18",2001-12-18,"stillmatic",TRUE,1,1,7
"421","2mU2jRMwrsL1tG97xKoiav","The Lost Tapes","https://i.scdn.co/image/95264715cc6ea4d6d96ab0461532ec24bda9cf9c","2002",2002-01-01,"the lost tapes",TRUE,1,1,8
"422","3rV1aPkrWyMs6YTvTpSbIY","Gods Son","https://i.scdn.co/image/c76b4daffd641684897042e57e8106f5e8b88583","2002-12-13",2002-12-13,"gods son",TRUE,1,1,9
"423","586sDXSThASjmWwSYnHbqP","QB 2 Compton Ringtones","https://i.scdn.co/image/0939a2e669ab6ac3e959c3a1c6870c8dd4d23846","2003",2003-01-01,"qb 2 compton ringtones",TRUE,1,1,10
"424","0jghcWTsQzux5T9sAfZO13","Streets Disciple","https://i.scdn.co/image/e53f269ab2b732c2b374cec16ba806ea36959dc8","2004-11-30",2004-11-30,"streets disciple",TRUE,1,1,11
"425","2ogVzdMcoa1P38YIUCCyIW","Hip Hop Is Dead","https://i.scdn.co/image/f5b24457a6ef84776d3ac2dcb9c3d0bb9d87a784","2006-12-19",2006-12-19,"hip hop is dead",TRUE,2,1,12
"426","5sGyPalpUY2tzwsSdq0EMg","Hip Hop Is Dead (Bonus Tracks)","https://i.scdn.co/image/65bf3e34a9ef4f7d7339ac6a463304ef70ab345d","2006-12-19",2006-12-19,"hip hop is dead (bonus tracks)",TRUE,1,1,13
"427","7nqiA1aoiptlxVoB5lvZv8","Nas","https://i.scdn.co/image/eb38831f192c8f4ca63b7562154f615563874b1c","2008-01-01",2008-01-01,"nas",TRUE,2,1,14
"428","5dMmFu9NCxSjDk3ekggogc","Untitled","https://i.scdn.co/image/8637316395e12a79a1346607d9e91165fbe9d778","2008-01-01",2008-01-01,"untitled",TRUE,1,1,15
"429","0L7pnQpcwS6xHyNN8i38B0","Soul Ultimate experience Vol 1","https://i.scdn.co/image/e9a6cd2e07b83a853c92603e2d444b7a64cc851e","2011-02-15",2011-02-15,"soul ultimate experience vol 1",TRUE,1,1,16
"430","0ddTtajzPmxZ7UVW2VEAln","Life Is Good (Explicit Version)","https://i.scdn.co/image/2b75c52fa5e096f7f62bbbd855ccace1be51c644","2012-01-01",2012-01-01,"life is good",FALSE,2,0,17
"431","5HjU4lxhcdmn8cC7A2alB1","Life Is Good (Muve Sessions)","https://i.scdn.co/image/2b75c52fa5e096f7f62bbbd855ccace1be51c644","2012-01-01",2012-01-01,"life is good (muve sessions)",TRUE,1,1,18
"432","2mNdfvZuStJDVWGIOwyaCG","Coachella Nights (Live)","https://i.scdn.co/image/04daa64d7b4b2a762f985b66f31129da7acf56bc","2014-07-01",2014-07-01,"coachella nights",FALSE,1,0,19
"433","5BshPzymFjSwjiMspcyBpo","NAS: TIME IS ILLMATIC","https://i.scdn.co/image/e274bb21b2d34115256cb88c10fe57ba37b00955","2014-10-28",2014-10-28,"nas: time is illmatic",TRUE,1,1,20
"434","66EwBbt2kPgugo8Wz0SKAw","NASIR","https://i.scdn.co/image/16f3175ed80e61a060f2ff5a212407aedc496a9c","2018-06-15",2018-06-15,"nasir",TRUE,1,1,21
"435","18Scpsg5OV1iYNtSaCsjwz","Telefone","https://i.scdn.co/image/3d328b09b2fe920eb5f4811d48b83eaa64865f12","2016-08-12",2016-08-12,"telefone",TRUE,1,1,1
"436","7oHM3Sj0l2nXAzGAxW0KOt","Room 25","https://i.scdn.co/image/2de83faa6cf283cd56743451ff3f4d2e16342472","2018-09-14",2018-09-14,"room 25",TRUE,1,1,2
"437","5FrjDW96mCYw9ECc74c637","Metaphorical Music","https://i.scdn.co/image/8cff84f84ed9cc150361e0dd68a8b54786b2caf2","2003-08-21",2003-08-21,"metaphorical music",TRUE,1,1,1
"438","6nVACH6a27eOWiumAJhDWS","Modal Soul","https://i.scdn.co/image/da9464a34f7d094b650ca6b954f512508789259b","2005-11-11",2005-11-11,"modal soul",TRUE,1,1,2
"439","0gbBJq6yNqv3Y9CKrbjdIC","Impression Reissue","https://i.scdn.co/image/c6132253cb846489ae96c00b2dceb794bbc79212","2009",2009-01-01,"impression reissue",TRUE,1,1,3
"440","1JZHc4kOkTOM50MqPn91iX","Impression: Samurai Champloo OST","https://i.scdn.co/image/508508948cefb307651a048b3999fdc034181988","2009",2009-01-01,"impression: samurai champloo ost",TRUE,1,1,4
"441","724juUMeWRW82bDoyH91Vd","Spiritual State","https://i.scdn.co/image/7cdc63a0ec09fef582599f8e331eb6e8e9ba3cba","2011-12-03",2011-12-03,"spiritual state",TRUE,1,1,5
"442","4oT4YRVe43ESrT9rx2LKCM","Luv(sic) Hexalogy","https://i.scdn.co/image/b8c56b9e2306d74e8ec8de8ad8676f54802e998d","2015-12-09",2015-12-09,"luv(sic) hexalogy",TRUE,1,1,6
"443","5oMLrgmPNs35zhR38X6ET4","In Abundance","https://i.scdn.co/image/6052bf0f1c53b300bf146ff5225579f29bd980c3","2016-09-30",2016-09-30,"in abundance",TRUE,1,1,1
"444","4rJgzzfFHAVFhCSt2P4I3j","Playboi Carti","https://i.scdn.co/image/1c224244e6bc51ae458c8b924c28ba7e6e4f8150","2017-04-14",2017-04-14,"playboi carti",TRUE,1,1,2
"445","7dAm8ShwJLFm9SaJ6Yc58O","Die Lit","https://i.scdn.co/image/03d4fc7b3df5aa9dded70438699f250e4301bf62","2018-05-11",2018-05-11,"die lit",TRUE,1,1,3
"446","3zAcZrky4QNM28YS0tHSYQ","Stoney","https://i.scdn.co/image/6d4881dd0c8aca50307fa7497695e459f09964c6","2016-12-09",2016-12-09,"stoney",TRUE,2,1,1
"447","6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","https://i.scdn.co/image/77eb7c17cafe5503142eccafbd4305f6d4325832","2018-04-27",2018-04-27,"beerbongs & bentleys",TRUE,1,1,2
"448","0tS7jye0zKwGF0H4rqFGvz","Fear Of God II: Let Us Pray","https://i.scdn.co/image/822ab9f5bfb4576c6a27e63ffa28cd7da37d8656","2011-11-08",2011-11-08,"fear of god ii: let us pray",TRUE,1,1,1
"449","1BXlBg7Rc1qKMG06IJY9A4","Still Ya Pusha","https://i.scdn.co/image/bd9baa5ef991add00c7cfaefbfa566c117de3685","2013-03-16",2013-03-16,"still ya pusha",TRUE,1,1,2
"450","6EsmkkzfIEYJGFpNT052P2","The Animosity of Caine","https://i.scdn.co/image/7f03d659e9f59613f0c0a0826c9f8c1499e05a7f","2013-03-22",2013-03-22,"the animosity of caine",TRUE,1,1,3
"451","0LgwP5HQ7psvJAY2KSGPMH","My Name Is My Name","https://i.scdn.co/image/6d10d73bd4a3be19eeef280a14ba8337ca481159","2014-01-01",2014-01-01,"my name is my name",TRUE,1,1,4
"452","7e51fH5KpL87BCIVO068fh","Spotify Sessions","https://i.scdn.co/image/6a4352dbf62bfefbc589bcd8ddaaad9b6b90876d","2014-06-10",2014-06-10,"spotify sessions",TRUE,1,1,5
"453","1pHosDXkGsWTt1elzpDLzp","Wireless Live !","https://i.scdn.co/image/b88320b59c2031f3de3c7baf52eea4410ef5efbd","2015-09-04",2015-09-04,"wireless live !",TRUE,1,1,6
"454","4OoNqHBpbgDoqtN3u1IdiC","King Push – Darkest Before Dawn: The Prelude","https://i.scdn.co/image/6318de5a856a793163e217f23e6168450c57211d","2015-12-18",2015-12-18,"king push – darkest before dawn: the prelude",TRUE,1,1,7
"455","07bIdDDe3I3hhWpxU6tuBp","DAYTONA","https://i.scdn.co/image/a159c06b308a6fb14ef85e962ade81c30fd2a44a","2018-05-25",2018-05-25,"daytona",TRUE,1,1,8
"456","6eDx949ONWDCN0O22wFZf7","SremmLife","https://i.scdn.co/image/849fb6241e461b6326b355f02a28c082d763b032","2015-01-06",2015-01-06,"sremmlife",TRUE,1,1,1
"457","2KhzKZOq9MVNSCKkNkLtbp","SremmLife 2","https://i.scdn.co/image/6b743d95f5ea98fc26c1af746ca007ff30e7a954","2016-08-12",2016-08-12,"sremmlife 2",TRUE,2,1,2
"458","4vLYreWxd2ptOAzPwTyBI3","SR3MM","https://i.scdn.co/image/a6a430b102b8074707ca65039485afe71018c6c0","2018-05-04",2018-05-04,"sr3mm",TRUE,1,1,3
"459","3RaACfwYTY9uiDy3VSWLLc","Cozy Tapes: Vol. 1 Friends -","https://i.scdn.co/image/e3a58ff90033a7ead7b9a918b137eedc06da3f4b","2016-10-31",2016-10-31,"cozy tapes: vol. 1 friends -",TRUE,1,1,1
"460","0qr1Fvi1haEDWVbFtekZLb","Cozy Tapes Vol. 2: Too Cozy","https://i.scdn.co/image/74c69e97d78afed27b9bc22698038a34e9db2e02","2017-08-25",2017-08-25,"cozy tapes vol. 2: too cozy",TRUE,1,1,2
"461","7btiyhWzUfzxN3ijSiBpC8","Only Built 4 Cuban Linx","https://i.scdn.co/image/26961093a9884a32c319d69bbc76f02053c8bb62","1995",1995-01-01,"only built 4 cuban linx",TRUE,1,1,1
"462","2p85syCe4liWLr1PSNAxEG","Immobilarity","https://i.scdn.co/image/6e3e1d12646e0339ec7c998e470ef04828ca22c3","1999-11-16",1999-11-16,"immobilarity",TRUE,1,1,2
"463","1kMki3taQHmpptDNDDVSq4","The Lex Diamond Story","https://i.scdn.co/image/b62c7762df8ff7797ffae2c250598e81804f1809","2003-01-01",2003-01-01,"the lex diamond story",TRUE,1,1,3
"464","4i7N6dwHDmHtrJsWAjRYMc","Heroin Only","https://i.scdn.co/image/a84914e8d75df2f2a410d1860a0ed4351edba4e9","2006-11-10",2006-11-10,"heroin only",TRUE,1,1,4
"465","6ZCuEXxjVc3TgQUdZJVHBs","The Vatican Mixtape, Vol. 1","https://i.scdn.co/image/d5a8684274826b0dd52c7d8f99284b29395e365a","2007-02-27",2007-02-27,"the vatican mixtape, vol. 1",TRUE,1,1,5
"466","1WJST5QsA23XFgOVYGLlTt","The Vatican Mixtape, Vol. 3","https://i.scdn.co/image/b309af17a3dceec5aede2167d9d1f1ef260e18a3","2007-09-25",2007-09-25,"the vatican mixtape, vol. 3",TRUE,1,1,6
"467","5QpSt1QtT7MaCKZNQE82fv","Only Built 4 Cuban Linx 2","https://i.scdn.co/image/77eb7c17cafe550312428c553eac047c27f1df03","2009-01-01",2009-01-01,"only built 4 cuban linx 2",TRUE,1,1,7
"468","09CMsxWaO8Hald9q5NHkWb","The Babygrande Recordings","https://i.scdn.co/image/4e23ef46339d49e909451d6654db8f2b47a9682f","2009-09-01",2009-09-01,"the babygrande recordings",TRUE,1,1,8
