"","album_uri","album_name","album_img","album_release_date","album_release_year","base_album_name","base_album","num_albums","num_base_albums","album_rank"
"213","3zlzM62D7cMQS4TXL2GNj3","The King of Beats (Batch #4)","https://i.scdn.co/image/5792a613b94ebd9d398756fb43022cb7cd635c6b","2015-02-07",2015-02-07,"the king of beats (batch #4)",TRUE,1,1,15
"214","27xemdV6LEuA82QUa0wW6d","The King of Beats, Vol. 1","https://i.scdn.co/image/0afc54455b7f1edca3f547e64e712539ce23ecd3","2015-02-07",2015-02-07,"the king of beats, vol. 1",TRUE,1,1,16
"215","2uneuSwxM1Sk4Ku4YqpjEA","The Diary (Instrumentals)","https://i.scdn.co/image/31b7188a56c9b5a42c76ca345d26b63ddcd9b532","2015-07-08",2015-07-08,"the diary (instrumentals)",TRUE,1,1,17
"216","0Kh9j1Van0OshA6ogFPVA9","Dillatronic","https://i.scdn.co/image/c9fe914810843d30aaff538f5277fcc98029b94b","2015-10-30",2015-10-30,"dillatronic",TRUE,1,1,18
"217","5kTINh4kyYiCLhneXGtKDe","The King of Beats, Vol 2: Lost Scrolls","https://i.scdn.co/image/e30c9390de6dd93c90e579cd781ffa650c2d55d3","2016-02-19",2016-02-19,"the king of beats, vol 2: lost scrolls",TRUE,1,1,19
"218","572uuU7BBaHJpkz6XhveN7","The Diary","https://i.scdn.co/image/d1345ede373865622d7da4e1179c2b42159981e5","2016-04-15",2016-04-15,"the diary",TRUE,1,1,20
"219","4JdR81hQx8inLuuLIPqe5z","Jay Stay Paid","https://i.scdn.co/image/4d48b0de7c96ec7dc1e6ed251f9f476ce0f023c7","2016-05-22",2016-05-22,"jay stay paid",TRUE,1,1,21
"220","1JKqsdbwfOK1233EOT67ZM","Jay Love Japan","https://i.scdn.co/image/1084e5020c7711861512fa153e71287dedc1afb1","2016-06-06",2016-06-06,"jay love japan",TRUE,1,1,22
"221","2Gi3srZ86SA1dJZtR8fsi2","The Diary Of (Instrumental)","https://i.scdn.co/image/43f14bac686f6217cf9ec67b92d37b4bf4b913ff","2016-07-08",2016-07-08,"the diary of (instrumental)",TRUE,1,1,23
"222","13U6VMbPcQMgIswWcRUMnI","The Shining – the 10th Anniversary Collection","https://i.scdn.co/image/ac0e6cb989bddd181b0dc5026ff68932f6b04d6f","2016-08-19",2016-08-19,"the shining – the 10th anniversary collection",TRUE,1,1,24
"223","4Scp3UTzE630nkPDvkx246","Jay Dee a.k.a. King Dilla","https://i.scdn.co/image/31bebd3318afa8bdfd910b748123aae5cd1bd116","2016-10-17",2016-10-17,"jay dee a.k.a. king dilla",TRUE,1,1,25
"224","2reUkL4X7tp2bOqWIgU9Am","Jay Dees Ma Dukes Collection","https://i.scdn.co/image/875cef7fb9a593b87e1ad8df3e7baf0f2261eb1e","2016-12-23",2016-12-23,"jay dees ma dukes collection",TRUE,1,1,26
"225","0v9TomxoVagPyvVNGhDbyB","Motor City","https://i.scdn.co/image/744fa211bb4eb896a8dd9111a3a8868bb93e43ca","2017-04-21",2017-04-21,"motor city",TRUE,1,1,27
"226","1rkeTe6U87qi8yCRuaAjL7","J Dillas Delights, Vol. 1","https://i.scdn.co/image/785489a33e0e7de3c21b6be150953fe4c8ab7bfc","2017-06-16",2017-06-16,"j dillas delights, vol. 1",TRUE,1,1,28
"227","4MCPd6AmA6xfmmggVgtUmP","Ruff Draft (Dillas Mix)","https://i.scdn.co/image/788df7c8eb126b8cf6b8331625cdc0642b623f2a","2018-04-20",2018-04-20,"ruff draft (dillas mix)",TRUE,1,1,29
"228","12hpmbw6mQSdjQH0zsqtoz","Get Rich Or Die Tryin (Explicit UK Version)","https://i.scdn.co/image/e9217132923c8da9f8fb49e21312442d828bc4ab","2003-02-06",2003-02-06,"get rich or die tryin",FALSE,1,0,1
"229","2UpMdkZlJUuiJ2QYETOrSu","Rare","https://i.scdn.co/image/3445eb99e649b8547a6080b79d53a97f14d8327c","2003-10-15",2003-10-15,"rare",TRUE,1,1,2
"230","2eVeRZTU84r5D7m3uIczxe","The Massacre","https://i.scdn.co/image/590239cdbb9532e403605444b365366af04fb68c","2005-03-03",2005-03-03,"the massacre",TRUE,1,1,3
"231","4MtqyrWPHSzo4rzAnecqA0","Curtis","https://i.scdn.co/image/5b8a91ca7202b67eeab50290d60db3374a6373b7","2007-01-01",2007-01-01,"curtis",TRUE,1,1,4
"232","3AgCuejBHH780ROyGkKUvj","Bullet Proof","https://i.scdn.co/image/b657706d1ccfa9caf8668be46c8d80fab61e0353","2007-01-30",2007-01-30,"bullet proof",TRUE,1,1,5
"233","7eEjgXDzF8rNVUwuiXtB7Y","Before I Self-Destruct","https://i.scdn.co/image/47c09a9f6bbaa600ec028b5961678e8fd9950568","2009-01-01",2009-01-01,"before i self-destruct",TRUE,2,1,6
"234","5SGg2y6qyIqGg78XTmaYv4","Before I Self-Destruct - The Selects","https://i.scdn.co/image/daaaa467c79fc0c46338e590093ad4b67fa795d2","2009-01-01",2009-01-01,"before i self-destruct - the selects",TRUE,1,1,7
"235","0KmKhrRc4dFTA5dHMJlm5w","Animal Ambition: An Untamed Desire To Win","https://i.scdn.co/image/532a67e76ba673b20afb8e6156f932d13ecdfdcf","2014-06-03",2014-06-03,"animal ambition: an untamed desire to win",TRUE,1,1,8
"236","3Sbt1eefEMSN33HqdhOM3g","Best Of 50 Cent","https://i.scdn.co/image/414de94827cb0fe4f693f6947d903cff6c41da23","2017-03-31",2017-03-31,"best of 50 cent",TRUE,1,1,9
"237","0fhmJYVhW0e4i33pCLPA5i","Cole World: The Sideline Story","https://i.scdn.co/image/4a8fb01c13ff7b9ae00f4c5980ec4be5ecf34f3b","2011-09-27",2011-09-27,"cole world: the sideline story",TRUE,1,1,1
"238","4X6SnBFOFhX2zWtFzoBYzv","Born Sinner","https://i.scdn.co/image/06d102c7f3c90d3c315856aa8ab734c8dc342caf","2013-06-17",2013-06-17,"born sinner",TRUE,1,1,2
"239","1ptk2Jtcr40GKPYSnUl7l8","The Blow Up","https://i.scdn.co/image/a45dda8ee6fe96b3729b19d8084382597da7be12","2014-11-09",2014-11-09,"the blow up",TRUE,1,1,3
"240","7viNUmZZ8ztn2UB4XB3jIL","2014 Forest Hills Drive","https://i.scdn.co/image/9c5d0ed04c5d5ca1fb3027cdc860698c89da4942","2014-12-09",2014-12-09,"2014 forest hills drive",TRUE,1,1,4
"241","1yZC8xZwv4gsmCZ4p4JWdI","Forest Hills Drive: Live from Fayetteville, NC","https://i.scdn.co/image/c496454d41625f1a4502f510dc6a5c3d338617cd","2016-01-28",2016-01-28,"forest hills drive",FALSE,1,0,5
"242","3CCnGldVQ90c26aFATC1PW","4 Your Eyez Only","https://i.scdn.co/image/dcbcdcc8bf4dfd9842e3d844d7a943713f0e0585","2016-12-09",2016-12-09,"4 your eyez only",TRUE,1,1,6
"243","4Wv5UAieM1LDEYVq5WmqDd","KOD","https://i.scdn.co/image/12d81cd3b4920c9aae5b3e1d244850fceb5a647f","2018-04-20",2018-04-20,"kod",TRUE,1,1,7
"244","3MwxfLMaztuCkOnsrisxGn","From Hood Tales to the Cover of XXL","https://i.scdn.co/image/01f4d667109085737cb3eb4c76aaf5cf09b6eeb6","2010-07-20",2010-07-20,"from hood tales to the cover of xxl",TRUE,1,1,1
"245","6bPbKuFNW6Vausf1PExvd9","Follow Me Home","https://i.scdn.co/image/69ffe2c5b5119bd8721babf4e7e321fe5a2158cf","2014-11-10",2014-11-10,"follow me home",TRUE,1,1,2
"246","5z7uR4oR3caWT8In3ZwhxY","Watts Finest Vol. 1","https://i.scdn.co/image/33a0fb3d1ced7109610f976ba65967db7f1adfac","2015-05-18",2015-05-18,"watts finest vol. 1",TRUE,1,1,3
"247","1fsvlnonD95p6VTEdQ7zJn","90059","https://i.scdn.co/image/58c75b3ebfb272eca88635e5f3f0c5a260bd228c","2015-09-11",2015-09-11,"90059",TRUE,1,1,4
"248","4IAMLhL37kMrpByavj25Ne","Redemption","https://i.scdn.co/image/b09a4639180fb03288aa7c6a6bc5c77f930a4073","2018-06-15",2018-06-15,"redemption",TRUE,1,1,5
"249","5ra51AaWF3iVebyhlZ1aqq","1999","https://i.scdn.co/image/cadaa967956712a8d6382cf979882d452d3a5dec","2012-06-12",2012-06-12,"1999",TRUE,1,1,1
"250","4V5UppLGiuDvo4HpVsDc8U","Summer Knights","https://i.scdn.co/image/74f8120a8d2af9037d577568832f14f2864379fc","2013-10-29",2013-10-29,"summer knights",TRUE,1,1,2
"251","1rJXQEZ5DnUalRSPB3R0WO","B4.DA.$$","https://i.scdn.co/image/59aacc03bbea4c8fc5a3debb1d6a56ddcff6daf3","2015-01-20",2015-01-20,"b4.da.$$",TRUE,1,1,3
"252","6swV0WUnPygRIMgEKn6Ige","ALL-AMERIKKKAN BADA$$","https://i.scdn.co/image/f1c7856e2e9236385a1fcffc2fb274c4d33aaac5","2017-04-07",2017-04-07,"all-amerikkkan bada$$",TRUE,1,1,4
"253","5ZvLqwEbYbLFlAbmOElRNJ","Black Ben Carson","https://i.scdn.co/image/34fa7c5e0d74af9c2777f698545d56debe96ff86","2016-02-15",2016-02-15,"black ben carson",TRUE,1,1,1
"254","61sXnSNCCbojYkOjZpV70P","The 2nd Amendment","https://i.scdn.co/image/e89f4606eed2ceeb1e62aaec4d17e5104abae2f2","2016-06-18",2016-06-18,"the 2nd amendment",TRUE,1,1,2
"255","51WLEfPEEkzAWurvuY6Gco","Veteran","https://i.scdn.co/image/ebfedd05b1cbb3c829e1db445a73fe573a7029d5","2018-08-22",2018-08-22,"veteran",TRUE,1,1,3
"256","0bSrRp502dZKkpwZa9F1MY","The College Dropout (Edited)","https://i.scdn.co/image/8276bdf7c7b85a871fac633adf8ae57a75ee271f","2004-01-01",2004-01-01,"the college dropout (edited)",TRUE,1,1,1
"257","3ff2p3LnR6V7m6BinwhNaQ","The College Dropout","https://i.scdn.co/image/aa5b579c2da0dba06b5597127644d3d46f254cdb","2004-02-13",2004-02-13,"the college dropout",TRUE,1,1,2
"258","5ll74bqtkcXlKE7wwkMq4g","Late Registration","https://i.scdn.co/image/92db1dda6ed503723c89c3cf03369c908b1393a3","2005-09-30",2005-09-30,"late registration",TRUE,1,1,3
"259","0veuYKXCayS7oIfyqlibeR","Late Orchestration","https://i.scdn.co/image/10ae861c983c65b0a9fc86a81564621e25793501","2006-01-01",2006-01-01,"late orchestration",TRUE,1,1,4
"260","0EXLFY4NFNx4FlpAlFO7ly","Graduation (UK Version)","https://i.scdn.co/image/76b60fce50c9af8ec1aa4e8fb2cb4a7265ff2004","2007-01-01",2007-01-01,"graduation",FALSE,2,0,5
"261","0FnTw6TY6iB5AHATPzCYkd","Graduation (Alternative Business Partners)","https://i.scdn.co/image/d8080a533b4a7942a5f3143ef4e4deda92599fa4","2007-01-01",2007-01-01,"graduation (alternative business partners)",TRUE,1,1,6
"262","31SGkM7Y8ZnXL823nDVHNG","808s & Heartbreak (UK Version)","https://i.scdn.co/image/ff309a4e2920c338737f3d11996315ec47d3e920","2008-01-01",2008-01-01,"808s & heartbreak",FALSE,1,0,7
"263","5V3swZLEDfUwJ1HlZ6C2EW","808s & Heartbreak (Softpak)","https://i.scdn.co/image/fe02c52f0e3b3f22513eb04abef1617f380ba122","2008-11-24",2008-11-24,"808s & heartbreak (softpak)",TRUE,1,1,8
"264","20r762YmB5HeofjMCiPMLv","My Beautiful Dark Twisted Fantasy","https://i.scdn.co/image/cafd8763a050dabc4f6157172bb09a23d09abde3","2010-01-01",2010-01-01,"my beautiful dark twisted fantasy",TRUE,1,1,9
"265","0A3g19AGFd9Qe3rAIkP8e0","Kanye West Presents Good Music Cruel Summer","https://i.scdn.co/image/a905e57a1dcc157cd8c5ad77c9f264c45268c664","2012-01-01",2012-01-01,"kanye west presents good music cruel summer",TRUE,1,1,10
"266","7D2NdGvBHIavgLhmcwhluK","Yeezus","https://i.scdn.co/image/87982737e43f86e172dbf9897f6e437fde2d7caf","2013-01-01",2013-01-01,"yeezus",TRUE,1,1,11
"267","7gsWAHLeT0w7es6FofOXk1","The Life Of Pablo","https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9","2016-06-10",2016-06-10,"the life of pablo",TRUE,1,1,12
"268","2Ek1q2haOnxVqhvVKqMvJe","ye","https://i.scdn.co/image/05cf2f8b56e595bcbf50fccb894f5fb6c2427750","2018-06-01",2018-06-01,"ye",TRUE,1,1,13
"269","7MoLQ8vckhwBbQqEYQTYQC","Overly Dedicated","https://i.scdn.co/image/4cb12c6cfceadb2359c6c332fa09fbc67b7993b7","2010-09-14",2010-09-14,"overly dedicated",TRUE,1,1,1
"270","13WjgUEEAQp0d9JqojlWp1","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011-07-02,"section.80",TRUE,1,1,2
"271","2ioBMJIiOANfeCaXP9a7Zn","good kid, m.A.A.d city","https://i.scdn.co/image/edd28d7f2d0be040373b3d54f204d7ed72238192","2013-01-01",2013-01-01,"good kid, m.a.a.d city",TRUE,2,1,3
"272","76cek8jEdNsxH60aUu8Qtj","To Pimp A Butterfly","https://i.scdn.co/image/77eb7c17cafe55035d78516b21c1845a1fc3b2bb","2015-03-16",2015-03-16,"to pimp a butterfly",TRUE,1,1,4
"273","0kL3TYRsSXnu0iJvFO3rud","untitled unmastered.","https://i.scdn.co/image/319b28a2dff3125ed22e67b6f65056bb971d0259","2016-03-04",2016-03-04,"untitled unmastered.",TRUE,1,1,5
"274","4eLPsYPBmXABThSJ821sqY","DAMN.","https://i.scdn.co/image/4988546859334f9a5a3fa4acedc5aea275929026","2017-04-14",2017-04-14,"damn.",TRUE,1,1,6
"275","4alcGHjstaALJHHiljfy3H","DAMN. COLLECTORS EDITION.","https://i.scdn.co/image/818504d2bfa2eb9a5f3e1122573f1e407a2407cb","2017-12-08",2017-12-08,"damn. collectors edition.",TRUE,1,1,7
"276","3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","https://i.scdn.co/image/2bd50294b0b2874d3182fa31a6fb825784e6e395","2018-02-09",2018-02-09,"black panther the album music from and inspired by",TRUE,1,1,8
"277","2tVx9iCMyJRhtM6VUGGD2u","A Kid Named Cudi","https://i.scdn.co/image/6d8d53687a35704162d09ed8c2c1e268eb014bb6","2008",2008-01-01,"a kid named cudi",TRUE,1,1,1
"278","1OnCqi7IuzjnrOh2ZNvJHd","Man On The Moon: The End Of Day","https://i.scdn.co/image/2546e8657beff7fcaca4988f1138c39fcdaae0c9","2009-01-01",2009-01-01,"man on the moon: the end of day",TRUE,3,1,2
"279","2mr2NvdOc5fDTuYPQWNtUm","Day N Nite","https://i.scdn.co/image/5113f0887928f11ea72faf97c92064e40856446f","2009-03-13",2009-03-13,"day n nite",TRUE,1,1,3
"280","08eM9GRdr5BCCHNqS3Wwud","Man On The Moon II: The Legend Of Mr. Rager","https://i.scdn.co/image/be30e11a2884ef2ba56d108d15e70ee8493506cf","2010-01-01",2010-01-01,"man on the moon ii: the legend of mr. rager",TRUE,2,1,4
"281","262o5a05pMUDSV2uzo5EwQ","Indicud","https://i.scdn.co/image/94b074facdfdd8ea84977acfaf25de1f3583e6ba","2013-01-01",2013-01-01,"indicud",TRUE,1,1,5
"282","4u9kEyafQ7sW0Z1gpJrDxp","KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon","https://i.scdn.co/image/6d9c3b36e0ec3d7b600bbcb2f80f8ffe19cee1af","2014-01-01",2014-01-01,"kid cudi presents satellite flight: the journey to mother moon",TRUE,1,1,6
"283","6e8pwYKSF9iZjpPep1DVzx","Speedin Bullet 2 Heaven","https://i.scdn.co/image/23d81da92db76ee80469df42fab1953b5a816ada","2015-12-04",2015-12-04,"speedin bullet 2 heaven",TRUE,1,1,7
"284","5bCk3kWAy2JbbTfHqzZCII","Passion, Pain & Demon Slayin","https://i.scdn.co/image/477884e59cbdf2b7ff2cae31d57f0a7b2fde1b97","2016-12-16",2016-12-16,"passion, pain & demon slayin",TRUE,1,1,8
"285","105DKMawvJxl1imfGlmtiD","The Killer","https://i.scdn.co/image/59e9c5be8381573f1d79130aeeac7ae47a14147a","2005",2005-01-01,"the killer",TRUE,1,1,1
"286","1t6Ip5Meiu0qTSQJPCc6MZ","I Pledge Allegiance to the Grind II","https://i.scdn.co/image/2fbb1510a669195fe0fbd6e12163d27678da6d73","2008-07-08",2008-07-08,"i pledge allegiance to the grind ii",TRUE,1,1,2
"287","179YO0N2ks3rC6qWlKbMGl","Underground Atlanta","https://i.scdn.co/image/612733f345f5d79bf1026b1677e1b9828999828d","2009-09-01",2009-09-01,"underground atlanta",TRUE,1,1,3
"288","6NCXLwH6hMwUiU9d6qYAEc","Pl3dge","https://i.scdn.co/image/270b919ac5797745f356ead48d46b09d7e95b792","2011-04-19",2011-04-19,"pl3dge",TRUE,1,1,4
"289","26BmsM9kCoN20PS3R9VFPH","BANGx3","https://i.scdn.co/image/2e47897bee31e8ea6b5a48ecc5c5031d784210e1","2011-11-29",2011-11-29,"bangx3",TRUE,1,1,5
"290","5EAhUoAz1G3WTvIfGZvmrh","R.A.P. Music","https://i.scdn.co/image/67031ef4b798c8efa955f4445c327b38a5297c03","2012-05-15",2012-05-15,"r.a.p. music",TRUE,1,1,6
"291","1gvkFTPF1rKpNnbfzitx5T","R.A.P. Music [Instrumentals]","https://i.scdn.co/image/13c2efa86a27ce8d4899545dd57ba12d00842627","2012-09-18",2012-09-18,"r.a.p. music [instrumentals]",TRUE,1,1,7
"292","6FtqZFgeAT84TJDpN2qbGk","Killer Mike Chronicles","https://i.scdn.co/image/b969f7f54dc0020f5674846520a10e83a589ffc0","2015-03-31",2015-03-31,"killer mike chronicles",TRUE,1,1,8
"293","2VVvm4zJlUQm9XmBCvGN6z","Lil Pump","https://i.scdn.co/image/206bc9b61d06a2397741b60557f63949c0a2ce1d","2017-10-06",2017-10-06,"lil pump",TRUE,1,1,1
"294","3zGtADK8O9cFL3x6B2yvsB","Harverd Dropout","https://i.scdn.co/image/2067a65d5d232771797f709fd8c891a0f6b48436","2019-02-22",2019-02-22,"harverd dropout",TRUE,1,1,2
"295","6VNXIYzXocTyZMNDLG88Gb","Mista Thug Isolation","https://i.scdn.co/image/338908cb01db0af1ad3edb4f200d1f9c7f1493ef","2012-02-11",2012-02-11,"mista thug isolation",TRUE,1,1,1
"296","6mueTLPXfvXjl61ymHHwY8","Oblivion Access","https://i.scdn.co/image/be7aa0fb6a9933f708c5abd500a080c95c25d996","2015-12-18",2015-12-18,"oblivion access",TRUE,1,1,2
"297","3kV0i1qqudjf0PGawJ4jck","Peoples Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition)","https://i.scdn.co/image/7b2767577b576a32854a7400161caf364d6a42c5","1990-04-17",1990-04-17,"peoples instinctive travels and the paths of rhythm",FALSE,1,0,1
"298","1p12OAWwudgMqfMzjMvl2a","The Low End Theory","https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9","1991-09-24",1991-09-24,"the low end theory",TRUE,1,1,2
"299","4v5x3Oo3UjQ9YmF3hRAip5","Midnight Marauders","https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f","1993-11-09",1993-11-09,"midnight marauders",TRUE,1,1,3
"300","0EguP4tsJurU5I8ocCxdyb","Beats, Rhymes & Life","https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed","1996-07-30",1996-07-30,"beats, rhymes & life",TRUE,1,1,4
"301","0FH3WsTCWaDmfpEojJ4sN2","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998-09-29",1998-09-29,"the love movement",TRUE,1,1,5
"302","3WvQpufOsPzkZvcSuynCf3","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016-11-11,"we got it from here... thank you 4 your service",TRUE,1,1,6
"303","5WrbKW1nRN4vSsu70uizxX","Luv Is Rage","https://i.scdn.co/image/761a74c6f4324860280d1f6b34e1e32e9665d005","2015-12-18",2015-12-18,"luv is rage",TRUE,1,1,1
"304","7mgdTKTCdfnLoa1HXHvLYM","Lil Uzi Vert Vs. The World","https://i.scdn.co/image/4e3223c720e242f9d1a6675fc552f62e93bfe804","2016-05-27",2016-05-27,"lil uzi vert vs. the world",TRUE,1,1,2
"305","6LX75kNicFqjjiAOeZgN67","The Perfect LUV Tape","https://i.scdn.co/image/36487b43071aa21fc75e7868852da7f059e9a1e7","2016-08-10",2016-08-10,"the perfect luv tape",TRUE,1,1,3
"306","733e1ZfktLSwj96X5rsMeE","Luv Is Rage 2","https://i.scdn.co/image/0ea8577fe124691ddce00bccf9677b16166a21db","2017-08-25",2017-08-25,"luv is rage 2",TRUE,1,1,4
"307","1Do3y8IAcbYOToYQJnGwSO","Tha Carter III","https://i.scdn.co/image/248a6b34b7bfb7bbab81f6510054f71e7f4c21fe","2008-01-01",2008-01-01,"tha carter iii",TRUE,3,1,1
"308","7GNr4PXYVHMJyOWkCqZDVp","Tha Carter III [Edited (MTV Bonus Version)]","https://i.scdn.co/image/415dbd5478eb81307be41dc56af457c989edda47","2008-01-01",2008-01-01,"tha carter iii [edited]",FALSE,1,0,2
"309","2nOW4KIsrMnoL4hJZRODKl","Lights Out","https://i.scdn.co/image/8d3b5850807a4360610df611f402eade8a39f623","2009-01-01",2009-01-01,"lights out",TRUE,1,1,3
"310","2v3xdUz73rd6Nness5SSIh","Rebirth","https://i.scdn.co/image/f8510e4d45b268bed6318175f3d6b5125022046a","2009-01-01",2009-01-01,"rebirth",TRUE,2,1,4
"311","5vfnsOgLqsgmEb3vGyc2FO","I Am Not A Human Being","https://i.scdn.co/image/2a392168c6ce7ab71d148dcd3525b0b26188f721","2010-01-01",2010-01-01,"i am not a human being",TRUE,3,1,5
"312","3seLEYrsszham3IxskYwt7","Tear Drop Tune Part 3","https://i.scdn.co/image/186965f3ee0b73b81567f78015e219daceed7405","2010-02-28",2010-02-28,"tear drop tune part 3",TRUE,1,1,6
"313","1MGEMBqM3v8OUM2glv7MSx","Tha Carter IV","https://i.scdn.co/image/8d566f15b08f3550fa0c849c264ce168027688a8","2011-01-01",2011-01-01,"tha carter iv",TRUE,5,1,7
"314","4nbRpshGpfPgAu7wumKqe1","I Am Not A Human Being II (Japan Version)","https://i.scdn.co/image/e4a1fb697b220c7a62ee67cc2ef0afc14086a7b9","2013-01-01",2013-01-01,"i am not a human being ii",FALSE,2,0,8
"315","1MROip7w49w3Rlokn2gmXJ","Loosing Myself","https://i.scdn.co/image/dbf7d1567bb15403a75595de8fc1608d27805552","2015-01-18",2015-01-18,"loosing myself",TRUE,1,1,9
"316","5wYgsQRpjIoYHGdGvpbsBf","Sorry 4 the Wait 2","https://i.scdn.co/image/5bbd9fcd4e62f9183c715eb27431210cb89c6426","2015-02-17",2015-02-17,"sorry 4 the wait 2",TRUE,1,1,10
"317","6FZ0Q7sIo4itjsjn4WYw2C","Heres to the Roc","https://i.scdn.co/image/ba52876e0e0a562d872ca2a2ce9f5478dd09b450","2015-07-08",2015-07-08,"heres to the roc",TRUE,1,1,11
"318","50yFYgKdwJANZ5O9MIbMkg","Tha Carter V","https://i.scdn.co/image/15f95fb58aab0ef346f5241283f8ae955ff1226e","2018-09-28",2018-09-28,"tha carter v",TRUE,1,1,12
"319","0rNnEH6cCO4T0F4lTEnHK2","After Da Boat","https://i.scdn.co/image/c65e40b63e70018b0db849641867d52bd95e76bf","2016-06-10",2016-06-10,"after da boat",TRUE,1,1,1
"320","4bJqW1SBOvsfcEzZwsjdjx","Lil Boat","https://i.scdn.co/image/2efd9e46b06f2ee0eaa4eaf26aba9f6a06039841","2016-07-05",2016-07-05,"lil boat",TRUE,1,1,2
"321","1Ea4UfFW7K1UzbjkDVaPri","Summer Songs 2","https://i.scdn.co/image/f65cc9f70234e599017043201f4291bca3ebfd42","2016-07-29",2016-07-29,"summer songs 2",TRUE,1,1,3
"322","6upTR3RFKR7K20OnHRXDkL","Teenage Emotions","https://i.scdn.co/image/24be242be5749c720923de82cc61f2a6fd72e25f","2017-05-26",2017-05-26,"teenage emotions",TRUE,1,1,4
"323","4nHOF3neSo6Y7OG5OAflkC","Lil Boat 2","https://i.scdn.co/image/61ee9a142d5b0a84de501e02f69e40677429937b","2018-03-09",2018-03-09,"lil boat 2",TRUE,1,1,5
"324","4qplno3lbet8WvuTGdDG3T","Nuthin 2 Prove","https://i.scdn.co/image/558a1b07dcd6684003d56b508aeb9537362840b2","2018-10-19",2018-10-19,"nuthin 2 prove",TRUE,1,1,6
"325","0TDJRkEr2SrhWTetdkEzED","Lupe Fiascos Food & Liquor","https://i.scdn.co/image/1f2a72dd578543fa148aa6c89fcb1b5f5b6636df","2006-06-27",2006-06-27,"lupe fiascos food & liquor",TRUE,3,1,1
"326","0MihD70HInk2rDaChdAdEy","Lupe Fiascos The Cool","https://i.scdn.co/image/80d4ce3f70072ed03b72ba4b17d2a72d2d0cfe31","2007-01-01",2007-01-01,"lupe fiascos the cool",TRUE,1,1,2
"327","4DP4IfbpAvbm9HyPnSboiX","Lasers (Deluxe)","https://i.scdn.co/image/b59d3c22506845e92e80abf7c37bf13972617501","2011-03-04",2011-03-04,"lasers",FALSE,1,0,3
"328","5rCCCernTo6IwFwEZM4H53","Food & Liquor II: The Great American Rap Album Pt. 1","https://i.scdn.co/image/e0c2e6170301b64c41685dd06fbd509b192c0221","2012-09-25",2012-09-25,"food & liquor ii: the great american rap album pt. 1",TRUE,1,1,4
"329","7F58zK8t8whSFjX5X09d28","Tetsuo & Youth","https://i.scdn.co/image/c880910494841c63160a20b4327c926448c8ed45","2015-01-20",2015-01-20,"tetsuo & youth",TRUE,1,1,5
"330","5URLytQmeXTIT7B4U1Tynd","DROGAS Light","https://i.scdn.co/image/6f71e72045da2dac7167f11f1eed785322ab3a68","2017-02-10",2017-02-10,"drogas light",TRUE,1,1,6
"331","7w4KDcKXJ5qDERK0cGq1Yv","Drogas","https://i.scdn.co/image/e2e94f6fcb3317e9fe785386f7d9d1a13e95d11f","2017-09-08",2017-09-08,"drogas",TRUE,1,1,7
"332","2liBYuCYfW37CmNkub2BaH","DROGAS WAVE","https://i.scdn.co/image/5ef79b7e69090f528e5a2b04b8a5201b9caf1ac8","2018-09-21",2018-09-21,"drogas wave",TRUE,1,1,8
"333","6VhDYmsjHqRxKXd0z7hmXI","Blue Slide Park","https://i.scdn.co/image/87e3d546b938c0dcd22ae74b51cad4f3763248df","2011-11-15",2011-11-15,"blue slide park",TRUE,3,1,1
"334","7nVdkG4gZZxB1I1RLN27fJ","Macadelic (Remastered Edition)","https://i.scdn.co/image/f291759269ef5db5d3aa32f8f752b708ad1a2e7f","2012-03-23",2012-03-23,"macadelic",FALSE,1,0,2
"335","0LdaWkTotOqOcUxwEPBF6N","Mac Miller : Live From London (With The Internet)","https://i.scdn.co/image/c72d5aae6feeeeca09cd7a0a37e5fc30ef78db8d","2013-01-01",2013-01-01,"mac miller ",FALSE,1,0,3
"336","3ZNMAkjR6M4T0r6Of6jC08","Watching Movies with the Sound Off","https://i.scdn.co/image/a3b51b825c3a0dffe427a90b1d25e2be07891845","2013-06-18",2013-06-18,"watching movies with the sound off",TRUE,2,1,4
"337","0oPKygNJATeXkPWre0R0Nr","Live From Space","https://i.scdn.co/image/8f064e22bedf4df2928513d8b81d2bfbee43ddb2","2013-12-17",2013-12-17,"live from space",TRUE,1,1,5
"338","07RagZtMuBbLBnaWJbD52h","Mac Miller","https://i.scdn.co/image/e09527145a81a2bbe401192a5586e2110de87343","2014-08-19",2014-08-19,"mac miller",TRUE,1,1,6
