artist_name,artist_uri,genres,artist_followers,remove,notes
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"hip hop, pop rap, rap, southern hip hop, trap",1662859,,
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap",3043913,,
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,trap,560106,,
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"atl hip hop, hip hop, melodic rap, pop rap, rap, trap",1739191,,
WizKid,3tVQdUvClmAT7URs9V3rsp,"afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop",341436,,
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"latin, reggaeton",17266458,,
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,"florida rap, hip hop, melodic rap, miami hip hop, pop rap, rap, southern hip hop, trap",5461860,,
Quavo,0VRj0yCOv2FXJNP47XQnx5,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",3607074,,
Key Glock,0RESbWvOMyua0yuyVrztJ5,"rap, southern hip hop, trap",436211,,
ILOVEMAKONNEN,3aGFCoR8xGN6DKwvdzeSja,"atl hip hop, lgbtq+ hip hop, trap, underground hip hop",305739,,
ManMan Savage,5lwGLTTHEe9o4eUmiS8M5l,atl trap,2104,,
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"hip pop, neo soul, pop, r&b, urban contemporary",7065170,,
Miguel,360IAlyVv4PCEVjgyMZrxK,"dance pop, pop, pop rap, r&b, urban contemporary",2621431,,
Normani,2cWZOOzeOm4WmBJRnD5R7I,"dance pop, pop, pop rap, post-teen pop, r&b",702227,,
Jhene Aiko,5ZS223C6JyBfXasXxrRqOk,"alternative r&b, pop, pop rap, r&b, urban contemporary",2770261,,Fixed artist_name
Summer Walker,57LYzLEk2LcFghVwuWbcuS,"pop, pop rap",844255,,
SahBabii,7GuUYiGZOzQwq4L6gAfy1T,"melodic rap, rap, trap, underground hip hop, vapor trap",333279,,
BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,"pop rap, rap, southern hip hop, trap, vapor trap",991546,,
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,"east coast hip hop, hip hop, pop rap, rap, trap",6411585,,
London On Da Track,5Nf5yishRW9Ye174sJISkg,atl hip hop,46725,,
Dead Prez,2UBt0GWBuPVXlPisRvWzlD,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",101862,,
Outlawz,2jp3Fk52x0HbymU0lNYbSC,gangster rap,99385,,
Kurupt,6NyJIFHAePjHR1pFxwisqz,"g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap, west coast trap",316658,,
Butch Cassidy,3uISNNuONokIh21KiNharS,"g funk, west coast rap",3601,,
Dwele,7u6LfVyYpEzMpHLL7jTyvU,"neo soul, r&b, urban contemporary",172811,1,pop
Styles P,2x8KDZdSONA3872CnhaAlX,"battle rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, trap",338373,,
Krayzie Bone,53B8dEQzmtefvkdCAkO0YR,"dirty south rap, gangster rap",162153,,
T.I.,4OBJLual30L7gRl5UkeRcT,"atl hip hop, dance pop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3120055,,
Ashanti,5rkVyNGXEgeUqKkB5ccK83,"dance pop, hip hop, hip pop, pop, r&b, rap, southern hip hop, urban contemporary",1695275,,
Hussein Fatal,320OQx68FlvfJiPGSx5mxW,new jersey rap,8583,,
Papoose,0mbgkaYR8KNUb5s3s1yYHG,"battle rap, hardcore hip hop",181398,,
Carl Thomas,6I6t21SFbxZ7RbQgD5dN7U,"dance pop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",358174,1,pop
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,"dance pop, deep pop r&b, hip pop, neo soul, pop, pop rap, r&b, rap, urban contemporary",1901926,,
Young Buck,4pr7J7wzgObkE3DD3Izi7q,"crunk, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",550201,,
Chamillionaire,6vdMPayKk8YJxxeNP5oMCb,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",463295,,
Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1266967,,
Lil Scrappy,5einkgXXrjhfYCyac1FANB,"atl hip hop, crunk, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap, wrestling",407084,,
Stormzy,2SrSdSvpminqmStGELCSNd,"grime, uk hip hop",1340870,,
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,"atl hip hop, dance pop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap",1748464,,
Big Syke,5J32qSlWzKCdcL31B8wglv,"g funk, west coast rap",19445,,
Yung Gravy,2YOYua8FpudSEiB9s88IgQ,"meme rap, minnesota hip hop, pop rap",704801,,
40 Cal.,5q0rjReMjmAaHzn048NtB1,"harlem hip hop, nyc rap",18675,,
Sasha Sloan,4xnihxcoXWK3UqryOSnbw5,"electropop, indie poptimism, pop",349367,1,pop
Paul Wall,0k7Xl1pqI3tu8sSEjo5oEg,"crunk, dirty south rap, gangster rap, hip hop, houston rap, pop rap, rap, southern hip hop, trap",427948,,
K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,"dance pop, hip pop, new jack swing, quiet storm, r&b, urban contemporary",816753,,
Tha Dogg Pound,5UtQf6Eqewo02lVCo3lImQ,"g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap",415365,,
Nate Dogg,1Oa0bMld0A3u5OTYfMzp5h,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",767415,,
Daz Dillinger,5Jz9kKRnCRLTodCH58MyB4,"g funk, gangster rap, hip hop, rap, west coast rap, west coast trap",125815,,
Method Man,4VmEWwd8y9MCLwexFMdpwt,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop",1053358,,
Redman,7xTKLpo7UCzXSnlH7fOIoM,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, new jersey rap, rap, southern hip hop, wu fam",578213,,
KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,"disco, funk, motown, soft rock",484857,1,disco
JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary",1478266,,
Rappin' 4-Tay,4tzxCsdhR0IIUNyzwrag4C,"g funk, gangster rap, hyphy",70937,,
C-Bo,1zrMGaRSRvx67vF4xzvUcu,"g funk, gangster rap, hyphy, west coast rap, west coast trap",85801,,
Stormzy,2SrSdSvpminqmStGELCSNd,"grime, uk hip hop",1340870,,
Roger,3GMoVpWJy4smKuxFuFTwXC,"funk, post-disco",66003,1,disco
Jewelle Blackman,4TBsKdA7190eaHM5E2HQI9,"broadway, hollywood, show tunes",112,1,other
Lloyd Banks,3vDUJHQtqT3jFRZ2ECXDTi,"gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap",670549,,
Jadakiss,5pnbUBPifNnlusY8kTBivi,"battle rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap, trap",570466,,
Obie Trice,2XnnxQzxFZG8qEPjakokPM,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop",442840,,
Ronald Isley,6W9RUw7xnNRYtgh8dimg7L,"quiet storm, urban contemporary",82120,1,sample
Sleepy Brown,7Dnu2NmddNymEI2LMZVH5v,atl hip hop,13308,,
Thug Life,76fO70b6BK2xt3UVOe4BIZ,"gangster rap, hardcore hip hop, hip hop, rap",400570,,
Digital Underground,7jocoSCuCtpCxCI6IbP8ye,"conscious hip hop, funk, gangster rap, hardcore hip hop, hip hop, hip house, rap, west coast rap",249132,,
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,"dirty south rap, gangster rap, hip hop, memphis hip hop, pop rap, rap, southern hip hop, trap",2718739,,
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,"dance pop, pop, r&b, southern hip hop, trap, urban contemporary",4750659,,
Kidd Kidd,2zJoKYyLmhvsq3ORbXE7xF,new orleans rap,11690,,
Mr. Probz,33W1pnW9zScZtYTnAoWnOT,"dutch hip hop, tropical house",288210,,
Guordan Banks,4lwPGsAG5qnfn1JOtESnYZ,"alternative r&b, deep pop r&b",24468,,
Prodigy,1GwxXgEc6oxCKQ5wykWXFs,"boom bap, hardcore hip hop, queens hip hop",74704,,
Ne-Yo,21E3waRsmPlU7jZsS13rcj,"dance pop, pop, pop rap, r&b, urban contemporary",5013278,,
DJ Whoo Kid,75rSoy9VvZ5fhmAE2O4KL5,nyc rap,25486,,
Akon,0z4gvV4rjIZ9wHck67ucSV,"dance pop, pop",2169336,,
Justin Timberlake,31TPClRtHm23RisEBtV3X7,"dance pop, pop",8632750,1,pop
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,"dance pop, hip hop, hip pop, pop, pop rap, r&b, urban contemporary",1540758,,
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,"dance pop, hip pop, neo soul, pop, r&b, urban contemporary",1512266,1,pop
Nicole Scherzinger,40xbWSB4JPdOkRyuTDy1oP,"dance pop, electropop, europop, pop, pop rap, post-teen pop",1347191,1,pop
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,"dance pop, hip hop, hip pop, neo soul, pop, pop rap, r&b, urban contemporary",2121462,,
Tony Yayo,50UMTib697JJ44le8DO2Va,"hip hop, pop rap, queens hip hop, southern hip hop",158824,,
Diddy,59wfkuBoNyhDMQGCljbUbA,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap",907937,,
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"east coast hip hop, hip hop, pop rap, rap, southern hip hop",5106240,,
Brooklyn Duo,6wBOZ9D65AcqUlfKUqsQ7R,classify,95181,1,other
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,"pop, post-teen pop",44126,1,pop
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, southern hip hop, urban contemporary",607876,,
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,"melodic rap, pop rap, rap, trap",3928829,,
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"pop, uk pop",57957959,1,other
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,"east coast hip hop, hardcore hip hop, hip hop, hip pop, pop rap, rap",1355063,,
Spanky & Our Gang,12V5Y0dEdRroUCBr95IXO9,"brill building pop, bubblegum pop, folk rock, merseybeat, sunshine pop",22864,1,sample
N.O.R.E.,4GMgdB3vwbBOc42hbXEi9p,"gangster rap, hardcore hip hop, hip hop, hip pop, queens hip hop, rap, southern hip hop",191064,,
Punchline,1CK7niAEBeKXci8KtBvxbG,"emo, pittsburgh rock, pop punk",10420,1,emo
Wordsworth,6de0XwbJtLyirUZUqte7aD,underground rap,5203,,
Faith Evans,5NDMothbpdpq2xHqSjrrWn,"dance pop, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",743319,,
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,atl hip hop,389305,,
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,"hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",2248880,,
MadeinTYO,5SyGEPymt1G2uto47tVWvZ,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap",908513,,
Asian Doll,4guK7U9J36z76E1tWecJ0J,"deep pop r&b, dfw rap, escape room, trap queen",206459,,
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,"hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul",3112998,,
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"alternative r&b, dmv rap, rap, trap soul",443884,,
Salaam Remi,0rlS0SzVFk8BoiAW0fGBbN,hip hop,13555,,
Camron,7iMvwE8qANp3aIfAGKEAwS,"battle rap, east coast hip hop, gangster rap, hardcore hip hop, harlem hip hop, hip hop, hip pop, pop rap, rap, southern hip hop, trap",362405,,Fixed artist_name
Dave East,7e10JUMF7MJmmwYpnTSMI5,"gangster rap, harlem hip hop, hip hop, nyc rap, pop rap, rap, southern hip hop, trap",420758,,
NAV,7rkW85dBwwrJtlHRDkJDAC,"canadian hip hop, melodic rap, pop rap, rap, toronto rap, trap",1777787,,
Famous Dex,0WOxhx4hikIsyF3CRPLC8W,"chicago rap, drill, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap",1790785,,
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",1950256,,
French Montana,6vXTefBL93Dj5IqAWq6OTv,"hip hop, pop rap, rap, southern hip hop, trap",3277734,,
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3738256,,
Skrillex,5he5w2lnU9x7JFhnwcekXX,"brostep, complextro, edm, electro",7428179,1,edm
Crystal Caines,5QNT3OFrqUABwC5aSJkKPd,deep underground hip hop,1722,,
Missy Elliott,2wIVse2owClT7go1WT98tk,"dance pop, hip hop, hip pop, pop, pop rap, r&b, urban contemporary",1230257,,
A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,"hip hop, rap, southern hip hop, trap, vapor trap",1275974,,
Marty Baller,4nSYIgxsbFMsqavEcK8lkk,harlem hip hop,14319,,
Chuck D,1JfH8gevkDviqs50A5NO0L,"conscious hip hop, east coast hip hop, old school hip hop",8966,,
Big Sean,0c173mlxpT3dSFRgMO8XPh,"detroit hip hop, hip hop, pop rap, rap, southern hip hop, trap",6993304,,
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"dance pop, pop, pop rap, r&b, rap",10427820,,
Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,"gangster rap, hip hop, pop rap, rap, southern hip hop",1370341,,
Trinidad James,0I5HubncQ8E1MFZOlPDY4J,"atl hip hop, rap, southern hip hop, trap",229079,,
Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1778359,,
B-Real,2LiWxiQzuD9nmWQ6NCA8Gd,"chicano rap, west coast rap",48580,,
Onyx,10Khz9BDdDT2mzm3330Cvu,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",233391,,
A$Ton Matthews,7snh2WqTPB2EKt01qHtOER,underground hip hop,4748,,
NGHTMRE,76M2Ekj8bG8W7X2nbx2CpF,"bass trap, brostep, edm, electro house, electronic trap, vapor twitch",342835,1,edm
Justin Jay,5k5eiijuHxrGwXp2Pz37GZ,"bass house, deep disco house",25918,1,edm
Hit-Boy,6q3p11nP1p80Ey6LrOOSed,cali rap,18163,,
Crankdat,5lCekoJW9jNq01B1wiqdAb,"brostep, catstep, edm, electro house, electronic trap, pop edm, zapstep",38848,1,edm
Effin,6l0u1oM2imxw0isrGcXpmH,"brostep, zapstep",5346,1,edm
Holy Goof,2gNmFyBanPG1slh2pHnCtU,"bass house, deep groove house",30715,1,edm
City Girls,37hAfseJWi0G3Scife12Il,"pop, pop rap, trap queen",622829,,
A$AP Twelvyy,0tPjSrb43a58uznKru1k2P,"hip hop, underground hip hop",174097,,
Jaden,0xOeVMOz2fVg5BJY3N6akT,"hip hop, pop rap, rap",1007728,,
Key Glock,0RESbWvOMyua0yuyVrztJ5,"rap, southern hip hop, trap",436211,,
A$AP ANT,45m1IiS45uD1HcPlYkNWKj,"baltimore hip hop, drill, underground hip hop, vapor trap",114598,,
Smooky MarGielaa,2HO2kO7O5gEnM91dhobllP,"melodic rap, nyc rap, trap, vapor trap",114142,,
A$AP Twelvyy,0tPjSrb43a58uznKru1k2P,"hip hop, underground hip hop",174097,,
A$AP TyY,3XRvpMCFnLf5pF3uiiuLfY,nyc rap,19383,,
Zack Fox,1UH80jhsYsFztK0anu2FNS,social media pop,36748,,
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",1595559,,
Kirk Knight,1nSpOxq3pcgomrfpXudQuq,underground hip hop,94516,,
Nyck Caution,1ZyUXvaBXUsIZ3JD6jYGkt,underground hip hop,46929,,
Juicy J,5gCRApTajqwbnHHPbr2Fpi,"crunk, dirty south rap, gangster rap, hip hop, memphis hip hop, pop rap, rap, southern hip hop, trap",2025090,,
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",8728527,,
BJ The Chicago Kid,07d5etnpjriczFBB8pxmRe,"alternative r&b, chicago rap, deep pop r&b, hip hop, indie r&b, indie soul, neo soul, rap, southern hip hop, underground hip hop",271597,,
Buddy,6PDLwWvgYNMfBRLqC1h5cJ,"alternative r&b, cali rap, hip hop, rap, trap soul, underground hip hop",101881,,
Skepta,2p1fiYHYiXz9qi0JJyxBzN,"birmingham grime, grime, instrumental grime, rap",689350,,
Yung Gleesh,2TD63ASEB2JcYY3C4KWJjz,"dmv rap, underground hip hop, vapor trap",33674,,
Moby,3OsRAKCvk37zwYcnzRf5XF,"downtempo, electronica",1110914,1,dad rock
FKA twigs,6nB0iY1cjSY1KyhYyuIIKH,"alternative r&b, art pop, dance pop, electropop, escape room, indie r&b, pop, trip hop",613088,,
Joe Fox,2Dbnk0YRTPpKu46XzMf9nu,uk hip hop,8622,1,other
BONES,5v2WhpA59TJSdPh7LCx1lN,"dark trap, emo rap, underground hip hop",338654,,
M.I.A.,0QJIPDAEDILuo8AIq3pMuU,"alternative dance, art pop, dance pop, escape room, new rave",864104,,
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,"adult standards, mellow gold, soft rock",1802966,1,dad rock
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,"dance pop, pop",754590,,
Santigold,6Jrxnp0JgqmeUX1veU591p,"alternative dance, art pop, dance-punk, electropop, escape room, indie pop, indie rock, indietronica, new rave",522969,1,dance
OverDoz.,5I81SUgzZ0g7dWkWKDc4QY,"soul flow, underground hip hop",21421,,
2 Chainz,17lzZA2AlOHwCwFALHttmp,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",5217521,,
Birdy Nam Nam,4e7qJTThm5uI3CplqZObfT,"electro house, electronica, filter house, turntablism",98568,,
Yelawolf,68DWke2VjdDmA75aJX5C57,"alabama rap, hip hop, pop rap, rap, southern hip hop",1240645,,
Action Bronson,7BMccF0hQFBpP6417k1OtQ,"alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop, rap, southern hip hop, underground hip hop",518736,,
Gunplay,7cvtOrIEaUrqbGmYA9Kj34,"gangster rap, miami hip hop, trap",71987,,
Florence Welch,0IROOdQ2fQUcoaEPqt1Isg,uk pop,18933,1,indie
Bun B,45a6gCQWq61lIUDmr1tKuO,"dirty south rap, gangster rap, hip hop, houston rap, pop rap, rap, southern hip hop, trap",494214,,
Killa Kyleon,0uzlfGNw35ha8bszBDhKy7,"deep southern trap, dirty south rap, gangster rap, houston rap, southern hip hop, trap",44924,,
BURNS,5eKqhPrKad0J9xGAtq3rW7,la pop,24483,1,pop
Sabrina Claudio,30DhU7BDmF4PH0JVhu8ZRg,"alternative r&b, indie r&b, pop",741394,1,pop
Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,"deep groove house, deep house, disco house, house, uk dance",62506,1,dance
Illyus & Barrientos,6n5ccknvteaKfN4WA2qf3C,"circuit, deep groove house, deep house, disco house, funky tech house, house, uk house, vocal house",17185,1,dance
KRS-One,2gINJ8xw86xawPyGvx1bla,"bronx hip hop, conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap, turntablism",348751,,
Govi,72RlKNzcCZkmb20K5dDwOB,"flamenco, flamenco guitar, new age, rumba",15568,1,sample
Alan Walker,7vk5e3vY1uw9plTHJAMwjN,electro house,17744927,1,edm
Comethazine,1iJdyDcY98X3GMnUesl7tf,"trap, underground hip hop, vapor trap",816400,,
Zacari,3qBKjEOanahMxlRojwCzhI,gqom,48868,,
Bas,70gP6Ry4Uo0Yx6uzPIdaiJ,"hip hop, pop rap, queens hip hop, rap, sudanese pop, underground hip hop",282628,,
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,"melodic rap, pop rap, rap, trap",3928829,,
Kokane,7tZrWfaCLVG6ijO3C2ocbQ,"g funk, gangster rap, hyphy, west coast rap, west coast trap",58613,,
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,pop,23507884,,
Teedra Moses,6vfR5QRc3xca0KvpG8KZBE,"alternative r&b, hip pop, neo soul, r&b, urban contemporary",101137,,
Punch,2FgZrgTMX6Sk0VNcOsEPmm,"k-pop, korean pop",65574,1,other
Rapsody,6NL31G53xThQXkFs7lDpL5,"alternative hip hop, alternative r&b, escape room, hip hop, nc hip hop, southern hip hop, trap queen, underground hip hop",136261,,
JMSN,6HCkJzbswOIc7Qc5TJ1n5l,"alternative r&b, indie r&b, indie soul, neo r&b",145826,,
Anna Wise,0N41KJ4H6bkPAm2tx7VS8C,"alternative r&b, art pop, escape room, indie r&b, indie soul",41685,,
Black Hippy,7a9KRWdaSZktpGGnWndzbC,"soul flow, underground hip hop",168547,,
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,escape room,1308115,,
Andre 3000,74V3dE1a51skRkdII8y2C6,"atl hip hop, dirty south rap, southern hip hop",145685,,Fixed artist_name
Smokey Robinson,0h9smro0z3HqUbD94jotU8,"classic soul, disco, funk, motown, quiet storm, soul, southern soul",581899,1,sample
Lalah Hathaway,0uNEy4544VZq2KOl7BsLuo,"neo r&b, neo soul, quiet storm, r&b, soul, urban contemporary",230180,,
Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,"alternative r&b, dance pop, deep pop r&b, hip pop, neo soul, pop, pop rap, r&b, urban contemporary",958171,,
Sonyae,57SI9O6izEzHGTpvJ6auv8,deep pop r&b,4848,1,pop
Brandy,05oH07COxkXKIMt6mIPRee,"dance pop, deep pop r&b, hip hop, hip pop, neo soul, new jack swing, pop, pop rap, r&b, urban contemporary",1518007,,
Kadhja Bonet,6sqZoZxe9BQwk7Zxh6STfF,"alternative r&b, indie jazz, indie soul",48617,,
The Last Artful Dodgr,6jpOOrGFSWdHx6leHfU54n,portland hip hop,6929,,
Q-Tip,3ZotbHeyVQKxQCPDJuQ4SU,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, neo soul, queens hip hop, southern hip hop",356906,,
NxWorries,6PEMFpe3PTOksdV4ZXUpbE,"hip hop, indie soul",149840,,
Knxwledge,17Zu03OgBVxgLxWmRUyNOJ,"abstract beats, alternative hip hop, chillhop, underground hip hop, wonky",85805,,
Talib Kweli,0lEssBAxQl2In4RpaB1C2Y,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, southern hip hop",363907,,
SiR,3QTDHixorJelOLxoxcjqGx,"alternative r&b, hip hop, indie r&b, la pop, rap",248814,,
Saweetie,6cK3NBO6uP7hh0oyuVELFl,"cali rap, pop, pop rap, trap queen",514855,,
Rico Love,2GEcMpeGIad5O23WxDRFMn,deep pop r&b,90507,,
Yella Beezy,7kwCkEJ384PWm0UQW3hxjS,"dfw rap, rap, southern hip hop, trap",517576,,
Baby Rose,6Z4JcgqrqgysyHIPRtDIHo,"alternative r&b, indie r&b",14742,,
Camper Van Beethoven,1JXB7XQ9hjLB5pnr1eowKR,"alternative pop, alternative rock, gbvfi, jangle pop, power pop",22648,1,pop
Lloyd,1Xfmvd48oOhEWkscWyEbh9,"dance pop, deep pop r&b, hip pop, pop, pop rap, r&b, southern hip hop, trap, urban contemporary",1279416,,
Pimp C,7v9bFXCdSMA2o3gS4nvp0F,"baton rouge rap, crunk, deep southern trap, dirty south rap, gangster rap, houston rap, rap, southern hip hop, trap",521042,,
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,"chicago rap, melodic rap",7551832,,
Jill Scott,6AVLthptCPhfrxlHadOBJD,"funk, hip hop, hip pop, neo soul, quiet storm, r&b, soul, urban contemporary",1000463,1,soul
Keyon Harrold,4JG781pl96pL2h0AoERgOA,"indie jazz, jazz trumpet",6803,1,sample
Jeff Buckley,3nnQpaTvKb5jCQabZefACI,"alternative rock, chamber pop, melancholia, permanent wave, rock, singer-songwriter",604376,1,dad rock
Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo,"funk, hip hop, indie soul, neo soul, r&b, soul, urban contemporary",349040,,
E-40,3crnzLy8R4lVwaigKEOz7V,"cali rap, gangster rap, hip hop, hyphy, pop rap, rap, southern hip hop, trap, west coast rap",471899,,
Devin The Dude,0OMJR0LjjKv21qNvICTgbi,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",207604,,
8Ball & MJG,7iUhmKPNkkPPS6FCQxqtNq,"dirty south rap, gangster rap, memphis hip hop, southern hip hop, trap",172546,,
Anthony Hamilton,2DzRMyWgjuMbYvt5BLbpCo,"neo soul, new jack swing, quiet storm, r&b, soul, urban contemporary",905148,,
Melanie Fiona,4O2YL4ygn6eTBC0w1hyWUM,"canadian pop, dance pop, deep pop r&b, hip pop, neo soul, r&b, urban contemporary",497383,,
B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"blues, blues rock, classic rock, electric blues, jazz blues, soul blues, traditional blues",1733534,1,blues
Lil Keke,1grI9x4Uzos1Asx8JmRW6T,"crunk, deep southern trap, dirty south rap, gangster rap, houston rap, southern hip hop, trap",187956,,
Slim Thug,0st5vgzw9XkH5ALJiUM1lE,"crunk, dirty south rap, gangster rap, hip hop, houston rap, pop rap, rap, southern hip hop, trap",480669,,
Weldon Irvine,05BX9gTvlalkzuFVg3CqyL,"indie jazz, jazz funk, soul jazz",10901,1,jazz
Wordsplayed,0AKzJfX9rdEu8WOqeBLEaO,"christian hip hop, christian trap",26837,,
BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,"boy band, hip hop, pop, rap",1186410,,
Chance the Rapper,1anyVhU62p31KFi8MEzkbf,"chicago rap, conscious hip hop, hip hop, pop rap, rap",4601994,,
John Legend,5y2Xq6xcjJb2jVM54GHK3t,"neo mellow, neo soul, pop, r&b, urban contemporary",4818425,,
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,"indie pop, indie rock, modern rock, pop rock, washington indie",1108233,1,indie
Smino,1ybINI1qPiFbwDXamRtwxD,"alternative r&b, hip hop, rap, underground hip hop",311660,,
DaBaby,4r63FhuTkUYltbVAg5TQnk,"nc hip hop, rap",1886561,,
En Vogue,5fikk4h5qbEebqK2Fc6e48,"dance pop, girl group, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",654939,1,pop
Ari Lennox,1vaQ6v3pOFxAIrFoPrAcom,"alternative r&b, dmv rap, pop, r&b",242585,,
Kierra Sheard,4x3CdMQ3YjnPn4Evhyni5y,"gospel, gospel r&b",151881,1,gospel
Taylor Bennett,6CqjoQyGZlnhnq5gAUz92c,"chicago rap, drill, lgbtq+ hip hop, underground hip hop",94610,,
CocoRosie,05fo024EFotg9songSENOZ,"art pop, chamber pop, folktronica, freak folk, new weird america",259652,1,pop
Francis and the Lights,23EA28263XvtIrXuySX6oI,alternative r&b,116947,1,pop
Knox Fortune,49O0SPoCoTiK2Nn2tOaHyU,chicago indie,16053,1,indie
