artist_name,artist_uri,genres,artist_followers,remove,notes
Da-P,4PKHlnz8cQ79kQ6kd3GufJ,vapor twitch,2671,1,other
Zac Flewids,6RPLfI95V4juSTtpBumiWk,canadian hip hop,16419,,
Arlo Parks,4kIwETcbpuFgRukE8o7Opx,"alternative r&b, indie r&b, indie soul, uk contemporary r&b",29567,1,soul
LUCKI,5tQMB0cuNXdCtzovGt55uD,"underground hip hop, vapor trap",41727,,
Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,"new jersey rap, pop rap, rap, southern hip hop, trap",3601248,,
Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2053567,,
Scooby,5hPR4hVEcnsIv4A2OAhNAd,trap brasileiro,3167,1,other
Shaggy,5EvFsr3kj42KNv97ZEnqij,"dance pop, reggae fusion",1273810,1,pop
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1181567,,
Little Mix,3e7awlrlDSwF3iM0WBjGMp,"dance pop, girl group, pop, post-teen pop, talent show, uk pop",6886576,1,pop
NOTD,5jAMCwdNHWr7JThxtMuEyy,"dance pop, edm, electro house, electropop, pop, pop edm, post-teen pop, tropical house",98830,1,pop
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,"melodic rap, rap, rap conscient, trap, vapor trap",1476657,,
Infamous Mobb,5XFkCzmSOiU2Mh13XxbrcD,queens hip hop,7544,,
112,7urq0VfqxEYEEiZUkebXT4,"atl hip hop, boy band, dance pop, gangster rap, hip pop, new jack swing, pop rap, r&b, rap, southern hip hop, urban contemporary",626488,,
Big Noyd,4bwxkkA3AAwyymVwXjxz0F,queens hip hop,22961,,
Cormega,4vQLu6vYK0hp8k0fsAzsU8,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, queens hip hop",64888,,
Lil' Cease,6V4zyNV40Zyu5MGlhD0i8g,nyc rap,8772,,
8Ball,6B16XZWuJ9VERn7pXxCIda,"crunk, deep southern trap, dirty south rap, gangster rap, memphis hip hop, southern hip hop, trap",224633,,
Lil' Kim,5tth2a3v0sWwV1C7bApBdX,"dance pop, east coast hip hop, escape room, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",847943,,
Ty Nitty,1kyDI05lYZzpa3jr7ZorlJ,queens hip hop,1916,,
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,"atl hip hop, hip hop, pop rap, rap",5843537,,
Lord Digga,2dqNwauc4KgdSei6yQTYiA,deep east coast hip hop,694,,
Ski Beatz,4icNl0ZgMFsvyMb7D0wlAF,nc hip hop,7047,,
Cassidy,3WilJWdCNLSU7fpYjiKb7v,"battle rap, hip pop, philly rap, pop rap, rap, southern hip hop, trap",322802,,
Al Jarreau,3YR92OLKlvkK5oKNekSqXe,"adult standards, jazz funk, quiet storm, smooth jazz, soft rock, vocal jazz, yacht rock",210817,1,dad rock
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,"alternative r&b, indie r&b, new jersey rap, trap soul, underground hip hop",137161,,
Tony Williams,1TW90GjShgkjySrxBxcwQe,"avant-garde jazz, bebop, contemporary post-bop, free jazz, jazz, jazz drums, jazz funk, jazz fusion",22731,1,jazz
Large Professor,01nVIuD8YZsnFH6x6Cc9rX,"alternative hip hop, boom bap, east coast hip hop, hardcore hip hop, hip hop, queens hip hop, turntablism",47864,,
Amy Winehouse,6Q192DXotxtaysaqNPy5yR,"british soul, neo soul",6130969,1,pop
Damian Marley,3QJzdZJYIAcoET1GcfpNGi,"reggae, reggae fusion",1030505,1,reggae
K'NAAN,7pGyQZx9thVa8GxMBeXscB,reggae fusion,141254,1,reggae
Stephen Marley,0CIwCGmQMqHqiblnZlFia1,"modern reggae, reggae, roots reggae",410225,1,reggae
Dennis Brown,0UmBaQJflaHddKtf1lrA6F,"dub, lovers rock, old school dancehall, reggae, rock steady, roots reggae, ska",132022,1,dancehall
Joss Stone,7bvcQXJHkFiN1ppIN3q4fi,"british soul, neo soul, pop rock",780766,1,pop
Myke Towers,7iK8PXO48WeuP03g8YR51W,"latin, trap latino",924970,,
Kelis,0IF46mUS8NXjgHabxk2MCM,"dance pop, electropop, hip pop, neo soul, pop rap, r&b, urban contemporary",310633,1,pop
Chrisette Michele,3YJMzGjAm245zwJooY7PEj,"hip pop, neo soul, quiet storm, r&b, urban contemporary",336817,1,pop
Scarlett Johansson,2KAaJOwfu8n93byx6YPRPa,nyc pop,90646,1,pop
Quando Rondo,4IprNlQiJZUUJhDl0fL2SL,"melodic rap, southern hip hop, trap",793023,,
Emily Warren,1oKdM70mJD8VvDOTKeS8t1,nyc pop,41297,1,pop
Doug E. Fresh,7xN8vFwslE67EC3DhgB9Ip,"beatboxing, east coast hip hop, electro, harlem hip hop, old school hip hop, rap",138791,,
YAWNS,7v2lRIAhCsWVstXkyATQHD,emo rap,3703,,
Shing02,0FB6beTn4vescDdnHeCUm9,ambeat,30008,1,other
LASTorder,1KFunG8ZbdYRjXs9cgH7L6,japanese electronic,281,1,other
Uyama Hiroto,6AE5XsUcbWE2XrQccVVJyd,"ambeat, jazztronica",34099,1,other
Ta-ku,13Kd75NSHSp9lB4CaqPMOV,"alternative r&b, ambeat, indie soul, vapor soul, vapor twitch",199438,1,other
Pase Rock,7DziQHfQYLS6Iv018KLOVo,ambeat,1485,1,other
Substantial,5FmThJ74ycmeBdQnu4Cfcw,ambeat,12204,1,other
haruka nakamura,52R2tXlJMDDDYcpBSnn3k4,"ambeat, j-ambient",23956,1,other
Terry Callier,5cHmjJA9Lo0ga8s8QdxEzs,jazz funk,30505,1,jazz
Shing02,0FB6beTn4vescDdnHeCUm9,ambeat,30008,1,other
OutKast,1G9G7WwrXka3Z1r7aIDjI7,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop",1258070,,
Janelle Monae,6ueGR6SWhUJfvEhqkvMsVs,"alternative r&b, atl hip hop, dance pop, electropop, escape room, neo soul, pop, pop rap, r&b",810354,,Fixed artist_name
Jazze Pha,1QkusyyiLCVP97x3TADKV9,atl hip hop,3075,,
Big Gipp,7e36DF0IaZI4JXfIf95ppT,atl hip hop,9423,,
Gangsta Boo,3ppZNqihWOzuH4A0f4KmeP,"dirty south rap, gangster rap, hip pop, memphis hip hop, southern hip hop, trap",85658,,
Eco,53B8p4TVFXCtarwosey71M,"progressive uplifting trance, uplifting trance",5324,1,edm
Backbone,2zkto0g1GbzlSAINp3UiLh,boston hardcore,1882,1,hardcore
Southside,23DYJsw4uSCguIqiTIDtcN,vapor trap,20774,,
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"canadian hip hop, melodic rap, pop rap, rap, toronto rap, trap",2693039,,
Goodie Mob,3F2Y683ovlWT53WKCeq0oj,"alternative hip hop, atl hip hop, conscious hip hop, dirty south rap, gangster rap, hardcore hip hop, hip hop, southern hip hop",130424,,
Pierre Bourne,3x3jSlhyv5CiCZDZlaTq0M,"melodic rap, rap, trap, underground hip hop, vapor trap",147853,,Fixed artist_name
Leven Kali,5YZ5AExR68U3ZblH6HcO6B,"alternative r&b, indie r&b, indie soul",67098,,
SAFE,3bnpcWBcvlfq4hPFJjNPbz,"canadian hip hop, trap soul",139706,,
DRAM,5M0lbkGluOPXLeFjApw8r8,"pop rap, rap, trap",750469,,
Halsey,26VFTg2z8YR0cCuwLzESi2,"dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop",9225648,1,pop
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,"album rock, birmingham metal, hard rock, metal, rock",2630579,1,dad rock
G-Eazy,02kJSzxNuaWGqwubyUba0Z,"hip hop, indie pop rap, pop rap, rap",4244561,,
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"latin, latin hip hop, reggaeton, tropical",10621823,1,reggaeton
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,"latin, puerto rican pop, reggaeton, trap latino",21279600,1,reggaeton
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,"atl hip hop, dance pop, deep pop r&b, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary",2102973,,
Nicholas Britell,18oYqNtcLUHrqO7LfX7qni,soundtrack,14894,1,other
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,"conscious hip hop, dance pop, hip pop, neo soul, new jersey rap, pop, r&b, urban contemporary",1379655,,
Kash Doll,3u579Gdap91lMptBSdXTpf,"deep pop r&b, detroit hip hop, hip pop, pop rap, trap queen",399763,,
Valee,4hRL2QmahOYxXNmNKtG1AI,"chicago rap, trap, underground hip hop, vapor trap",102909,,
Slim Jxmmi,7EEiVZvj6RCEtVX2F2pyxu,trap,80554,,
Andra Day,1c4rxrxy8eDLvMVL1DTiBe,r&b,261328,,
Agent Sasco (Assassin),0CiLVKp7LJTm0c8jdUmQNy,"dancehall, french hip hop, riddim",12930,1,reggae
Fashawn,6sDyTDjzGxcvyhLn5x9RyY,"alternative hip hop, soul flow",36454,,
Dion,15FyiY3ChN0QRspHIQYq0W,"adult standards, brill building pop, doo-wop, lounge, rock-and-roll, rockabilly",100444,1,dad rock
Hi-Tek,2S3kEShbYaNGvSyJdd7sJg,alternative hip hop,38061,,
Lord Jamar,2WSnJlJ0uGTjye4jGSN1GG,east coast hip hop,2493,,
Remy Ma,39mHYiNmLR7p8PXNG8Wll6,"bronx hip hop, hip pop, r&b, trap queen",422878,,
Lyfe Jennings,33C3ByGk9NCrjTIXr6npqf,"deep pop r&b, hip pop, neo soul, new jack swing, r&b, southern hip hop, urban contemporary",655004,,
ILL Bill,1mMjwoytmHP5dTJbIQxN4V,"conscious hip hop, hardcore hip hop, underground rap",64787,,
Fat Joe,3ScY9CQxNLQei8Umvpx5g6,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap, trap",736096,,
Polite Fiction,5YLvl4d4PEc4ls2xHf2EtR,indie rockism,3433,1,indie
Prince Po,1rpgRF0ch5otJ2Cu7NwwX4,alternative hip hop,2370,,
Ice Water Slaughter,2QzI4uV90jIPyAxl3hWsgl,dirty texas rap,1139,,
Havoc,6UnvX7Zx85VNjOpLdaq49W,"alternative hip hop, boom bap, hardcore hip hop",47998,,
Tekitha,6MkzvK9huIhVIgvTZeVFBH,wu fam,1859,,
American Cream Team,53kDI3KVrY4ZVj1yPLxy8U,wu fam,155,,
Big Bub,3CgFQVOvg4sK8vaGtXPIJ4,"new jack swing, southern soul blues",10022,1,sample
One Little Plane,5uDexE85yLvbNx07i8vI9V,folktronica,1363,1,indie
Klik & Frik,56P5wn7V6w46OyYV9vS5jC,"ethnotronica, latintronica",2250,1,other
Mystikal,3LIJJJkO7R5RasRwt7xIn5,"crunk, dirty south rap, gangster rap, new orleans rap",320463,,
Ace Hood,31HjiqargV4NAw4GZqUale,"dirty south rap, gangster rap, hip hop, miami hip hop, pop rap, rap, southern hip hop, trap",1140515,,
Bow Wow,7352aRY2mqSxBZwzUb6LmA,"dance pop, hip hop, hip pop, pop, pop rap, r&b, rap, southern hip hop, urban contemporary",711170,,
Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,"alternative metal, funk metal, nu metal, post-grunge, rap metal, wrestling",2983403,1,rock
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"dance pop, edm, miami hip hop, pop, pop rap",7427747,,
Caskey,7nVgP0ISalazUzugR7D8zk,deep underground hip hop,67557,,
Stevie Joe,3m0C6rR5vqwFw9c44eM1Fr,"bay area hip hop, cali rap, hyphy, west coast trap",15881,,
Rocko,0T5OJgMVjKIX3b3W3ekqOl,"atl hip hop, atl trap, deep southern trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap",305318,,
Bootsy Collins,5K0rbdBrs2tNXe5LeWMATT,"funk, p funk, quiet storm, soul",193937,1,funk
Kamasi Washington,6HQYnRM4OzToCYPpVBInuU,"contemporary jazz, indie jazz, indie soul, jazz saxophone",271332,,
Lil Baby,5f7VJjfbwm532GiveGC0ZK,"atl hip hop, atl trap, pop rap, rap, trap",3311676,,
Maceo Plex,3TXQ1ddouwQAI78hV4hXDj,"deep disco house, deep house, deep melodic euro house, electronica, house, latin tech house, microhouse, minimal tech house, minimal techno, tech house",226103,1,dance
Zola Jesus,78OKNrjc3BvniYTqvpOp6P,"art pop, experimental pop, grave wave, metropopolis, neo-synthpop, noise pop, witch house",94062,1,pop
Nick Hook,4ICbI408d4uYagVEL3xf7S,jersey club,2336,1,other
Dan The Automator,4fv5w0LJib9OMbXQegqZ01,turntablism,27808,,
Travis Barker,4exLIFE8sISLr28sqG1qNX,rap rock,207665,1,rock
Diane Coffee,3NTbCfTrDL2WFob27hdLTe,baroque pop,14886,1,pop
Until The Ribbon Breaks,0PFM64sKw3GG4Sk8kqNIcp,vapor pop,32264,1,indie
DJ Qbert,5MxgS8Fg1h5k4ccyioVcT0,"bboy, scratch, turntablism",19774,,
Justine Skye,0jUQSUOcM7lxVn5eVGTkzQ,"alternative r&b, deep pop r&b, indie r&b, pop, post-teen pop, r&b",296478,1,pop
Traffic,1CD77o9fbdyQFrHnUPUEsF,"album rock, art rock, blues rock, british blues, classic rock, country rock, electric blues, folk, folk rock, hard rock, jam band, mellow gold, progressive rock, psychedelic rock, rock, roots rock, soft rock, symphonic rock",284353,1,dad rock
Suga Free,7AjokpCIqf0gHMZJlodw2k,"g funk, gangster rap, hip hop, hyphy, rap, west coast rap, west coast trap",182656,,
The Currency,3TsvknwZ2yaXwtNEJbpX98,celtic punk,1098,1,rock
Eearz,1gM6j9hjPg1Mfkq0yPNRP3,atl trap,5312,,
Mustard,0YinUQ50QDB7ZxSCLyQ40k,"cali rap, pop rap, rap, southern hip hop, trap",548705,,
Tdot illdude,4gcBXAL1iwHPIrf1LdVsKg,"deep underground hip hop, new jersey rap, trap soul",9902,,
Rick Rock,7hPPjATqnrrougPWT3VvJn,west coast trap,951,,
Lil Duval,6YiHht3u7FFszle72kpbdQ,hip hop,55569,,
Anitta,7FNnA9vBm6EKceENgCGRMb,"baile pop, funk carioca, funk das antigas",8618337,1,pop
K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,"dance pop, hip pop, new jack swing, quiet storm, r&b, urban contemporary",816753,,
John P. Kee,3WVgChZY3rEyeHd3aljzNl,gospel,118608,1,gospel
October London,1eNO1DUCOtZgCzlwtjtb1t,neo r&b,7288,,
Kim Burrell,0fW7wYpfi0yzlc8JPP12jA,gospel,72778,1,gospel
The Clark Sisters,6VUdDU44uo3KwSHc9lAEFE,gospel,88101,1,gospel
B.Slade,03lJ2xTQTFzBknVjb0FJUt,praise,2450,1,gospel
Mali Music,4S4kD5NBlgaq4YLBQSEMyY,gospel,117434,1,gospel
Tye Tribbett,1xy9x7h2jKEg8iG22Sml32,"gospel, praise",196843,1,gospel
Marvin Sapp,5r0KYGxdIZEHZ6z6XbkVbo,gospel,327799,1,gospel
Mary Mary,12Kgt2eahvxNWhD5PnSUde,"gospel, gospel r&b, r&b, urban contemporary",309107,1,gospel
Isaac Carree,2bTfKyEM0bSDqmDcZybqzH,"gospel, gospel r&b",60136,1,gospel
Soopafly,1fGNdi2u7XLBVYaq6fJUaT,"g funk, west coast rap",22337,,
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,"atl hip hop, deep pop r&b, pop, pop rap, r&b, rap, trap, urban contemporary",1465103,,
Goldie Loc,6kEwu0twnfzngQt3Gy8taP,"g funk, west coast rap",7648,,
LunchMoney Lewis,2iUbk5KhZYZt4CRvWbwb7S,miami hip hop,77014,,
O.T. Genasis,1Zatb2YN4erBOoSivOXc0o,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, viral trap",708208,,
K CAMP,5bgfj5zUoWpyeVatGDjn6H,"atl hip hop, deep pop r&b, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, viral trap",1046386,,
Nef The Pharaoh,3DiSC0nSNNWpPy5ZK3mcrz,"cali rap, hyphy, west coast trap",94605,,
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,"escape room, indie soul, lgbtq+ hip hop",595881,,
KRS-One,2gINJ8xw86xawPyGvx1bla,"bronx hip hop, conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap, turntablism",348751,,
Teena Marie,61UT1Zj9dFgPAjZfwnsqsb,"classic soul, disco, funk, motown, neo soul, new jack swing, post-disco, quiet storm, r&b, soul, urban contemporary",307996,1,sample
Trick Trick,7tT5h21rKj9yFfQuqBYLqT,detroit hip hop,97088,,
Dam-Funk,1AEcpjnSCmm53IBZQo3g9z,"popping, wonky",36488,1,Fixed artist_name
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"dance pop, europop, hip pop, pop, pop rock, post-teen pop",3584137,1,pop
Steve Arrington,030gEPJwNJnBcyra7CB9vM,"funk, post-disco",9922,1,dance
Bootsy Collins,5K0rbdBrs2tNXe5LeWMATT,"funk, p funk, quiet storm, soul",193937,1,funk
Denaun,4NhyK1Uoo8ScQOSl8x0jqI,detroit hip hop,3792,,
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,"modern rock, rock",15967888,1,rock
Daz Dillinger,5Jz9kKRnCRLTodCH58MyB4,"g funk, gangster rap, hip hop, rap, west coast rap, west coast trap",125815,,
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,"alternative hip hop, art pop",5121146,,
Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,"classic country pop, country, country rock, nashville sound, outlaw country, singer-songwriter, texas country",1018460,1,country
Calvin Harris,7CajNmpbOovFoOoasH2HaY,"dance pop, edm, electro house, house, pop, progressive house, tropical house, uk dance",19410780,1,dnce
tobi lou,4T8NIfZmVY6TJFqVzN6X49,alternative r&b,132679,,
Red Cafe,4BWn7qje7L2bGp79bupn3B,southern hip hop,94099,,
Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,"classic rock, classic soul, disco, folk rock, funk, funk rock, mellow gold, motown, psychedelic rock, rock, roots rock, soul, southern soul",506513,1,funk
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"dance pop, pop, pop rap, post-teen pop, urban contemporary",7318112,1,pop
Lorine Chia,6NnWCx7mer62qXytwEKZm9,alternative r&b,39386,,
Avicii,1vCWHaC5f2uS3yhpwWbIA6,"big room, edm, pop",16670850,1,edm
Adele,4dpARuHxo51G3z768sgnrY,"british soul, pop, uk pop",19504388,1,pop
Micah Tyler,04XtgzagYQRpeZt1sJThKi,"anthem worship, ccm, christian pop",52943,1,gospel
DeJ Loaf,7kFfY4UjNdNyaeUgLIEbIF,"deep pop r&b, detroit hip hop, pop rap, rap, trap, trap queen",1107845,,
Sha Sha,0jUNGuEa2n7yyld7KjsVVT,"afro house, kwaito house, south african pop",7439,1,other
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,"conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap",3373582,,
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,"country rap, redneck",253587,1,other
Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,"dance pop, deep pop r&b, pop, pop rap, r&b, rap, urban contemporary",530263,1,pop
Fergie,3r17AfJCCUqC9Lf0OAc73G,"dance pop, hip pop, pop, post-teen pop, r&b, urban contemporary",3518981,1,pop
Asia,1bdytLV3FPjyhfrb6BhMej,"album rock, art rock, hard rock, mellow gold, progressive rock, rock, soft rock, symphonic rock",288717,1,dad rock
Deion Reverie,7s5VTQxNmyThzeyP5YO9rD,charlotte nc indie,1010,1,indie
DJ Quik,0b2XeWDPeBiLeskT6RFqMb,"g funk, gangster rap, hardcore hip hop, hip hop, hyphy, popping, rap, southern hip hop, west coast rap, west coast trap",454767,,
Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,"alternative r&b, dance pop, deep pop r&b, hip pop, indie r&b, pop, pop rap, r&b, rap, trap queen, urban contemporary",754826,,
Skeme,6TlLdicGl92pqnySP64n2g,"soul flow, west coast trap",35501,,
Joe Moses,54QA4zjZDOyaLN8bVthBjP,"cali rap, trap, west coast trap",55229,,
RJMrLA,6kQWPGBItT0oMCHZy3M9DN,"cali rap, west coast trap",60937,,
Jay 305,2l2o6ibYa7h1w4HwaS1uZV,west coast trap,11903,,
JT Music,5qvrAlKjc0Sqrqz6v2wBGk,"antiviral pop, comic, otacore, social media pop",249242,1,pop
Jon Conner,1aamQjLNqJiJ4gDLcvOgk2,soul flow,388,,
Big Pun,2Xu7q46Hf02xOoEIm4E1Qs,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, rap, southern hip hop",602689,,
Cheri Dennis,15U1prrFKwSBJamlMNuVW5,"hip pop, r&b, urban contemporary",37974,,
Bobby V.,4HgF4KnohByNElYid7iCNb,"dance pop, deep pop r&b, hip pop, new jack swing, pop rap, r&b, southern hip hop, urban contemporary",513798,,
Nelly,2gBjLmx6zQnFGQJCAQpRgw,"dance pop, hip hop, pop, pop rap, rap, southern hip hop, urban contemporary",1413464,,
Jagged Edge,7Aq8lpLMSt1Zxu56pe9bmp,"atl hip hop, dance pop, hip hop, hip pop, neo soul, new jack swing, pop rap, quiet storm, r&b, southern hip hop, urban contemporary",1116362,,
Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,"gangster rap, harlem hip hop, hip hop, nyc rap, pop rap, rap, trap",417847,,
Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,reggae,7710415,1,reggae
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"canadian contemporary r&b, canadian pop, pop",18427965,,
Hot Boys,0ecnb1WPePfrHg4yfQfmqN,"deep southern trap, dirty south rap, new orleans rap",59743,,
Junior M.A.F.I.A.,3r0OeTcOw37N9juMYyyw39,"east coast hip hop, hardcore hip hop, hip hop, hip pop, rap",156079,,
Sadat X,7fDLDq2weBagiAFD2j17Al,"boom bap, bronx hip hop, east coast hip hop, hardcore hip hop, turntablism",27548,,
G. Dep,7x7pxJtOTFkTSStKmrRyRp,nyc rap,33146,,
Craig Mack,4akj4uteQQrrGxhX9Rjuyf,"gangster rap, hardcore hip hop, hip hop, hip pop, rap",116534,,
Black Rob,1QPZhx0asYTBxD5RDqfU49,"hardcore hip hop, harlem hip hop, hip hop, hip pop",90398,,
JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary",1478266,,
The Lox,0A7g2YbCA9FlyZvAG6VmKP,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, rap, southern hip hop",237709,,
Angela Winbush,1EIgKOrzyOQRB3l43EfymN,"funk, new jack swing, post-disco, quiet storm, urban contemporary",119469,1,funk
Matoma,4YXycRbyyAE0wozTk7QMEq,"dance pop, deep tropical house, edm, electro house, electropop, pop, pop edm, tropical house",575402,1,pop
Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",945689,,
Ralph Tresvant,6MLDcHrNh4OqxDZAjMt5pt,"new jack swing, quiet storm, r&b, urban contemporary",193758,1,pop
MJG,6pDFdYZARPitpkfm44UsOQ,"dirty south rap, gangster rap, memphis hip hop, southern hip hop, trap",165516,,
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,"destroy techno, electro house",304884,1,other
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"electro, filter house",5945718,1,pop
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"art pop, pop",9783778,1,indie
Labrinth,2feDdbD5araYcm6JhFHHw7,pop,1033049,1,edm
Kygo,23fqKkggKUBHNkbKtXEls4,"edm, pop, tropical house",5960784,1,pop
ROSALIA,7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,2389875,,Fixed artist_name
JACKBOYS,7A8S43ryYdbWpJKeHRZRcq,"rap, trap",94801,,
Sheck Wes,2RDOrhPqAM4jzTRCEb19qX,"rap, trap, underground hip hop, vapor trap",757438,,
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,trap,100295,,
Huncho Jack,6extd4B6hl8VTmnlhpl2bY,"hip hop, melodic rap, pop rap, rap, southern hip hop, trap",579684,,
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,"atl hip hop, pop rap, rap, southern hip hop, trap",696181,,
Kacy Hill,4dYQmk5ma04mZ1KJ9KkAQK,"electropop, indie electropop, la pop, vapor soul",55021,1,pop
Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,"alternative dance, art pop, chillwave, indie pop, indie r&b, indie soul, indietronica, new rave, nu gaze",467931,1,indie
Major Lazer,738wLrAtLtCtFOLvQBXOXp,"dance pop, edm, electro house, moombahton, pop, tropical house",5907674,1,edm
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,"dance pop, pop, post-teen pop",14420186,1,pop
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"latin, reggaeton, trap latino",18085734,1,reggaeton
Afrojack,4D75GcNG95ebPtNvoNVXhz,"big room, dance pop, deep big room, dutch house, edm, electro house, pop, progressive electro house, progressive house, tropical house",3264276,1,dance
SLANDER,20DZAfCuP1TKZl5KcY7z3Q,"brostep, edm, electro house, electronic trap, pop edm",188517,1,edm
Laibert,1oH366tKCWDnpu9L0RwAzn,deep tropical house,812,1,dance
DJ Zinc,1cwlYsgHBYvLzT4C24AliQ,"bass house, bassline, deep groove house, drum and bass, house, jump up, jungle, uk dance",31157,1,gospel
BROHUG,3IHsD0sttucHrX8b32Vcab,"bass house, big room, brostep, deep big room, edm, electro house, house, progressive house",41849,1,gospel
SUPER CRUEL,3WT4nncSPNyszovdgHl5P6,aussietronica,1754,1,gospel
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,"bedroom pop, indie r&b, pop",1737724,1,pop
Anna of the North,1mSJCvDX0W7Dn7S9C6vmvI,"dance pop, electropop, indie electropop, indie pop, indie poptimism, indietronica, norwegian pop, pop, vapor pop, vapor soul",110437,1,pop
Steve Lacy,57vWImR43h4CaDao012Ofp,rap,302865,,
Roy Ayers,6R9Mv0bgGE4Tqxna1q5Mrj,"acid jazz, disco, funk, indie jazz, jazz funk, jazz vibraphone, quiet storm, soul, soul jazz",113542,1,jazz
Coco O.,4cc6PmIfhsUCGJUU9QsxEy,scandinavian r&b,4913,1,other
Alice Smith,4srikj7R58tanh2S0FpoVw,neo soul,35454,1,soul
Leon Ware,3DwcX6M6GF3KGWbVmfNp8G,"classic soul, jazz funk, post-disco",16421,1,soul
Hodgy,4sXi6Uq6IzBaLfFi8wlb3I,underground hip hop,57458,,
Mike G,1QdjL34EAib5zndNoqA2ly,underground hip hop,52661,,
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,"big room, deep big room, edm, electro house, house, pop, progressive electro house, tropical house",296868,1,dance
Ryan Beatty,60NNvDqsif0u40CXMV6jDQ,"bedroom soul, indie pop, indie r&b",77487,1,indie
Jerry Paper,2gzxBoK71ohENPlxlshHV7,"experimental pop, indie garage rock",37572,1,indie
Ace Deuce,0pVz0spRGUy3GQi7LjQZ7O,dirty texas rap,2274,,
PSK-13,31fdxsfcJFrOpgvwtQf5mv,dirty texas rap,6360,,
X Mob,7GI893bxIYOQgw6ZCBHNei,deep southern trap,829,,
Point Blank,5Nz0G9zAjZVmIgqtGfHham,"dirty texas rap, southern rock",5754,,
Born 2Wice,1gDNi8gcQmaIP1v7zfnOEL,dirty texas rap,189,,
Boosie Badazz,6z7xFFHxYkE9t8bwIF0Bvg,"baton rouge rap, dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1072452,,
