album_uri,album_name,artist,release_date,album_type,remove,notes
2owsJCZ8OoEkNbfBp1My4r,Trials & Tribulations (Deluxe),Ace Hood,1/1/13,album,,
7tYppUxXRwhc23Sox9pXWm,Trust the Process,Ace Hood,8/21/17,album,,
7f5WIkHMRgBYvkZd9Qd0V2,Trust the Process II: Undefeated,Ace Hood,5/11/18,album,,
0N3HnJ7Jw1VrfO5TnbNWEA,Blue Chips 7000,Action Bronson,8/25/17,album,,
0SNj4yfmsonNltL2wv7KNq,Descendant Of The Stars (Traveling The Stars Theme),Action Bronson,9/2/16,album,,
22nyt8Q7MnrKtFLJrBagLu,Durag vs. Headband (feat. Big Body Bes),Action Bronson,10/21/16,album,,
6sugF8dXXtTqkmziAPrbOp,Hot Shots Part Deux,Action Bronson,5/19/12,album,,
3O0wbAmSzG0Hz5vqo40RRS,Let Me Breathe,Action Bronson,6/14/17,album,,
7ijgeLAW3W3vZ9jf6tozFq,Mr. Wonderful,Action Bronson,3/23/15,album,,
3sUrQoaXZxKlksDLSU287P,Muslim Wedding - Single,Action Bronson,11/12/11,album,,
4DkWUkRbixvt2Ut4PVYNax,Prince Charming,Action Bronson,10/19/18,album,,
3BClCxsYrpmoL7U1gVFvWa,SAAAB Stories produced by Harry Fraud,Action Bronson,6/11/13,album,,
59VElAuhphpm93sBv82ZvW,Strictly 4 My Jeeps,Action Bronson,5/14/13,album,,
1RpE0cvRLrWxtaGeUjWqgV,White Bronco,Action Bronson,11/1/18,album,,
68xGagYxKhVijZTPRk56BT,Grammy,"Action Bronson, Jody HiGHROLLER",1/29/14,album,,
1hNdA7lmK8KNVq99faGmbM,Well Done,"Action Bronson, Statik Selektah",11/22/11,album,,
3BPX4x5EQOd9vzpPC2rMrm,Lamb Over Rice,"Action Bronson, The Alchemist",11/22/19,album,,
7aD2YWahoj1BnhLKAIRuYR,Bruce Lee,"AD, AzChike, Sorry Jaynari",4/25/19,album,2,
66Ri0VEBS3BFFsG1VCfWKn,Mind,"AD, O.T. Genasis, Sorry Jaynari",6/28/19,album,2,
7b9hzKJvQyAM2h62iY2GrC,Bazooka Tooth,Aesop Rock,9/23/03,album,,
6VzGx5oL2WlX06kpjjJ3jp,Bushwick (Original Motion Picture Soundtrack),Aesop Rock,8/11/17,album,,
6a5f8Ox6TV6wLjUfbIMauo,Daylight,Aesop Rock,2/5/02,album,,
1uRuLJQtC0iP0H8uix3TKB,"Fast Cars, Danger, Fire and Knives",Aesop Rock,2/22/05,album,,
09wuncmkzKognlB3HQbjjm,Hot Dogs,Aesop Rock,11/1/17,album,,
0wPD04mBsHDLuMSIxKYnDz,Klutz,Aesop Rock,5/18/18,album,,
1EozNWj9YemnvgrpvqHpca,Labor Days,Aesop Rock,9/18/01,album,,
7mB5yhTfOUdtLdjRAsPY4t,None Shall Pass,Aesop Rock,8/28/07,album,1,duplicate
1kZj0bKp9tzT5fSGItgzSB,None Shall Pass - Instrumentals And Accapellas,Aesop Rock,5/5/09,album,1,duplicate
2m2ilugjopzt2Tq6zEfqkg,None Shall Pass (Bonus Edition),Aesop Rock,8/28/07,album,,
16Zo7yb2lPAL1Q2MdSUGmY,Rogue Wave,Aesop Rock,1/31/20,album,,
2qEWs070O7BysPeVOWJZ1a,Skelethon,Aesop Rock,7/10/12,album,1,duplicate
1ospGKjZezat2STJw0AusM,Skelethon (Instrumental Version),Aesop Rock,7/10/12,album,1,duplicate
7iUK0YF0sRXqnPhY0cSKnw,Skelethon [Deluxe Version],Aesop Rock,7/10/12,album,,
1An1m0S3ZdQy9Uuo476D12,The Impossible Kid,Aesop Rock,4/29/16,album,,
2pfG39PMUa3su3zM6lgOIU,The Impossible Kid (Instrumental Version),Aesop Rock,4/29/16,album,1,duplicate
60UJJjVigH7S2eb2PUtn7A,Saudiwest,"African Trap Movement, Saudi",11/3/19,album,2,
3WbMpGAcq55kv9ZZsaoOJN,Fine Wine & Hennessy,"Afro B, Slim Jxmmi",10/3/19,album,2,
7tsELfxpVG0HE0fMYcEfZC,69 - Single,Agallah,9/8/16,album,,
4MH2Ek01lWYJlaXOiKarPu,Ag Season - Single,Agallah,3/1/16,album,,
3bsGAU7XaMiIzDa0OnNUtS,Agalito's Way,Agallah,5/5/15,album,,
1whqKCZ6UfOa3XTAIPSHJ6,Bo: The Legend of the Water Dragon,Agallah,2/18/16,album,,
1ghTCMypNDWQYdpMAFkHpW,Brooklyn Emcee Murderes (feat. Sean Price & Ike Eyes) - Single,Agallah,2/11/16,album,,
4vtJT3jsSSOq6zzKRUe5rJ,Brownsvillain,Agallah,5/3/19,album,,
7azuLX9OVNBrgNPS8fkNls,"Club Hoppin' (12"")",Agallah,12/21/10,album,,
1YRAIwNX60SYPP6ztk6qjG,Coke Fixtion 2,Agallah,12/25/19,album,,
6Z6ahEgnk0d01RrsPsZKio,G.H.U.L ( God's Honor Universal Laws),Agallah,3/1/19,album,,
0nsQQshMnePP9bM49gF8rL,Hatred (feat. Soul King & Philieano) - Single,Agallah,5/2/16,album,,
5A64dFCxc0y7bxdqbJGbkl,Hercules - Single,Agallah,9/8/16,album,,
72UcjDGFOf4Qo7pLN0pmeB,Piece (feat. Action Figure) - Single,Agallah,10/9/15,album,,
3Dse3wPh1eQKbvoNnckF2r,T.R.O.P. (They Reminisce Over P) - Single,Agallah,9/4/15,album,,
1y0B0OebhaiE9bgYixQI5k,The Heist (feat. Self Jupiter) - Single,Agallah,4/26/16,album,,
6MwWuQZKyyhXkH5JCLbPyF,The Red V,Agallah,10/1/13,album,,
3OsmBzGpqaunp0iBaIoOtv,You Already Know,Agallah,8/22/06,album,,
6EVDPWXLI5q2PX75J2DWvd,Playing With Danger,"Agallah, Yatzee Yates",10/25/19,album,,
76kdnYXyp5o1WroJ6SdcvF,Overdose (feat. Chris Brown & Juicy J) [TSD Remix],"AGNEZ MO, Chris Brown, Juicy J",12/14/18,album,2,
0uLgKpaRN3L75XheIUJIkt,Taste (Make It Shake) (Remix feat. Stefflon Don & Fenix Flexin (Shoreline Mafia)),"Aitch, Stefflon Don, Fenix Flexin",8/30/19,album,2,
7oOreIVPzTMN1vKH8UsEbe,Kiss and Tell,"AJ Tracey, Skepta",10/31/19,album,2,
2AdYWiMAoIVGBGn0OKAqRi,Akinyele Live At The Barbecue - Unreleases Hit's,Akinyele,4/22/04,album,,
6Wqglh6BW0p6VudsdSUX69,Aktapuss,Akinyele,11/23/99,album,,
6aQCSkAxnpHcfBhivwc1Hd,Aktapuss (The Soundtrack),Akinyele,11/23/99,album,1,duplicate
1kPTkzGFNblLCDJLZRyEw1,Benny Ill,Akinyele,7/10/01,album,,
7vL0p9cpy0kgWY4ISrYO93,Put It In Your Mouth,Akinyele,9/2/96,album,,
4yn440my0xbQEb1ueTBVB8,Put It In Your Mouth (EP),Akinyele,8/13/96,album,1,duplicate
1aaXxMl2pdwF8PjHh25yrV,Akonda,Akon,10/25/19,album,,
5ab18n4CGysgcJDv3BJa1Z,El Negreeto,Akon,10/4/19,album,,
7EZP6OSbWvMZTrEmlBt1HX,Freedom,Akon,1/1/08,album,,
3ZpfQDwafNdaEUnbWVHIlM,Koncrete Vol. 1,Akon,12/17/13,album,,
7BuPO7yqJYGScpH2Qq6ZSu,KonKrete Jungle,Akon,2/4/14,album,,
2OP86R0cJJhDjW3fP9Ee2d,Konkrete Jungle,Akon,12/17/13,album,1,duplicate
5OxggY6YGvJiYWskRN5T7W,Konvict Allstars,Akon,12/16/13,album,,
6uvmhw2fKvUn1qKKoe0egk,Konvicted,Akon,1/1/07,album,,
6X7HEjHrNHimc0buMQpNya,Trouble,Akon,1/1/06,album,1,duplicate
77eKpEVxmSr1RhqMlirlTF,Trouble Deluxe Edition,Akon,1/1/05,album,,
185L4oFZbNR8B1fKUucCD2,Angel Eyes,AKTHESAVIOR,2/20/19,album,,
4DHVcC3LxT53HMYYfYPPUC,Another Reflection Freestyle,AKTHESAVIOR,2/8/19,album,,
4SAdM6o4jVHevuPfTql4i1,Blessings In The Grey 2,AKTHESAVIOR,11/11/16,album,,
4NeSLPXf0IstOitXbK3okD,Melting Amethyst,AKTHESAVIOR,12/5/17,album,,
37qstKljkC51T6qZ6U0Rsp,The Art of Reading Omens,AKTHESAVIOR,2/22/19,album,,
7dfkMtySlFCBpS6CeRghOR,These Days,AKTHESAVIOR,2/20/19,album,,
0nFP0S4EoUkHiBbBRWA1xo,Zorro,"Aktual, Mike G",2/8/16,album,2,
0xbx248mLDFqNhn84TAm4h,Power Moves,"Al B Street, Stevie Joe",9/21/18,album,2,
7eIzTSpFN6bs8gbFZLL8UZ,Live Fast (PUBGM),"Alan Walker, A$AP Rocky",7/25/19,album,2,
6myTXTZzTMwv9f4KDnhlPb,I Been On,"Alex Smalls, Lil Twist, Fooly Faime",1/12/18,album,2,
6i1A8GgVuex1AV9GIo4yXX,Club Wiley,Alex Wiley,6/4/13,album,,
7voeKH39rLlFNBtzfGLBsh,Feel Like Smoke,Alex Wiley,9/6/19,album,,
1dMSMn5RExI2NpbkNNCw3c,Hands Clean,Alex Wiley,6/2/17,album,,
2ajn8LDh0syyPu9WDqDuzJ,Tangerine Dream,Alex Wiley,6/12/16,album,,
2k7KdzwuIZazC9wfbCHaxS,Tangerine Dream II,Alex Wiley,2/22/19,album,,
2X2OtRNCS8ecTF8OCjWOXy,Very Close,Alex Wiley,2/8/19,album,,
0OAEcCCFcgnmFT589l581B,Village Party,Alex Wiley,2014,album,,
4e4E3cruorwsk3QnRwML84,Village Party 2: Heaven's Gate,Alex Wiley,11/20/15,album,,
4gI4rj1eG7m2v4LYtFfT3u,Weight Off My Mind,Alex Wiley,12/20/19,album,,
5fo2BX17iOrIQa0686NTcH,Candle Light,"Alex Wiley, Burd Hauz, Mxngrel",1/17/20,album,,
6odJHGObpCPy6GAIhUSe5B,Pressure,"Alex Wiley, CRSN, Low Gravity",5/25/17,album,,
4jRPbkVxXKJvX8DPWS5JJv,Real Things,"Alex Wiley, Hippie Sabotage",4/27/18,album,,
2wihnCSWxxB03713TI7qFz,F.Y.I,"Alex Wiley, Mick Jenkins",6/21/19,album,,
1GG3Q31mnJaSaoBU5BJl4L,Like MacGyver,"Alex Wiley, Mick Jenkins, Azizi Gibson",12/1/17,album,,
1RxFRuiEbZxkpALv1n4q3e,MYO Freestyle,"Alex Wiley, Mike Gao",5/10/19,album,,
0xVj1VqRwSCH7pbQWJ1Q2o,Synthia Part 1: Dial Tone,"Alex Wiley, Mike Gao",9/21/17,album,,
6QTJYYuZIcPbStSV3XMUZj,Village Party III: Stoner Symphony,"Alex Wiley, Mike Gao",1/18/17,album,,
6iU8JPnD0ogEMQh6vbVk4r,Visions,"Alex Wiley, Mike Gao",8/13/17,album,,
0bEFpQcSRFJ46hkzECnhO7,Really Don't (Freestyle),"Alex Wiley, Mulatto Beats",8/3/17,album,,
26RuGI34Hlu2xxbZUKJpnj,She Average (Remix),"Ali Profit, Sauce Walka",8/4/19,album,,
2JimBGRjtQcmMriFKlNaf9,Alicia Keys - VH1 Storytellers,Alicia Keys,6/23/13,album,1,live
6KlxyxhXEDo1LdheFulN7h,As I Am (Expanded Edition),Alicia Keys,11/9/07,album,,
3qqhNVbjLFNdLviBFrFwCa,Girl On Fire,Alicia Keys,11/26/12,album,,
66RQAPD5x5nQgQzOa0X3sz,HERE,Alicia Keys,11/4/16,album,,
1N0iT0PwcXXV1zUXNICAgP,Raise A Man,Alicia Keys,2/11/19,album,,
1SLgJeTdzDAJLcDyQqoWnu,Songs In A Minor (Expanded Edition),Alicia Keys,6/26/01,album,,
5AS789PRyPv5B6l17kLfAW,Spotify Singles,Alicia Keys,12/4/19,album,1,spotify singles
7gqZqmM5X8j5lEFGsEUX5H,The Christmas Song,Alicia Keys,12/13/19,album,,
6TqRKHLjDu5QZuC8u5Woij,The Diary Of Alicia Keys,Alicia Keys,12/2/03,album,1,duplicate
2U1Z2tzNEdQpw48QmgmPzB,The Diary Of Alicia Keys (Expanded Edition),Alicia Keys,12/2/03,album,,
0Rxab8t0y7GlaTJTHX2wEN,The Element Of Freedom,Alicia Keys,12/15/09,album,,
6AyIocBD7P3K6vjTK6Vg0b,Time Machine,Alicia Keys,11/20/19,album,,
3oIWDsvnC45pxXeJk3cRhZ,Time Machine (Remixes),Alicia Keys,1/31/20,album,1,remix
01aNLzRaKJogmxt3hDeII2,Underdog,Alicia Keys,1/9/20,album,,
4KCe4KPxUSyKPLu5a6mDVg,Unplugged,Alicia Keys,10/11/05,album,1,live
3SUrSBw1oY5yX0Zlpiux7M,Show Me Love (feat. 21 Savage & Miguel),"Alicia Keys, 21 Savage",10/30/19,album,,
0iHBfyXdfH9Fpeh8BPsVJP,Show Me Love,"Alicia Keys, Miguel",9/17/19,album,,
7x7HvIQ75EfP2bS6awckGj,AlmightyChike,"Almighty Suspect, AzChike",2/1/19,album,,
7xfpXfwN3bC3OgtU8dR2Xm,Put You On,"Amber Mark, DRAM",9/7/18,album,,
7vJ4cLdo4B4G3jAlBROURR,Choppa Go Blocka Blocka,Ambjaay,5/3/19,album,,
35m4V6j9Fuz47JgjMUTfrS,Ice Cream,Ambjaay,8/16/19,album,,
19VXCD4bNQA1WBu5yTGF8W,It Cost to Live Like This,Ambjaay,2/14/19,album,,
7mgSFowjMLNNTCSUWDZg0d,Uno,Ambjaay,5/10/19,album,1,duplicate
4a7iURHcQKNzPAMWKudL9e,Uno (Remix),"Ambjaay, Tyga, Lil Pump",10/4/19,album,,
11PHAeQGH8o1F44XhdAWT7,Jumpy (Remix),"Ambush Buzzworl, Skepta, Chip",7/20/18,album,,
5iGgzWyCtUGX1dSofRfgj9,Aey Dilbar Jhani,"Ameena, Shareefa",2000,album,2,
7Acg5eCCN9vznEHGvNWO26,Nadie Como Tu,"Amenazzy, G-Eazy",12/6/19,album,2,
6qbdHcwBMNS6mcgHanuuwn,Love Em Leave Em (feat. Kari Faux),"Amindi, Kari Faux",1/8/20,album,2,
586x7OWEOaZYtiIa5bbbqG,Cycle (feat. SAFE),"Amun, SAFE",9/19/19,album,2,
7z4UqvGprXWpQ0wo8ldLDA,'Til It's Over,Anderson .Paak,4/6/18,album,,
6N1y1a5qnqN8pBkizOdMvk,Bubblin,Anderson .Paak,5/17/18,album,,
4VFG1DOuTeDMBjBLZT7hCK,Malibu,Anderson .Paak,1/15/16,album,,
3rqqwtJE89WoWvMyPTvbZc,Oxnard,Anderson .Paak,11/16/18,album,,
5nA6MO0zRVvdPSrIV7GCod,Spotify Singles - Christmas,Anderson .Paak,11/14/18,album,1,spotify singles
2MdTsQBOs71AZuqETMyLY2,Tints (feat. Kendrick Lamar),Anderson .Paak,10/4/18,album,,
2DOiha5oI19Dmw5M9ryHD8,Venice,Anderson .Paak,10/28/14,album,,
0YF8PfcGbsKg5IaFyPnlyY,Ventura,Anderson .Paak,4/12/19,album,,
6Ml78jvSDFzJhLnXKyU30z,Who R U?,Anderson .Paak,11/9/18,album,,
6wVaHOp0tNrsmuuotjUtcW,Bubblin (feat. Busta Rhymes) [Remix],"Anderson .Paak, Busta Rhymes",7/13/18,album,,
2aYzIYTF7x5LP6hOupxnWi,All Together Now,Andre 3000,6/18/10,album,,
0wzpbnWHPC8VXyXRJjwsl3,Andre 3000's Style Soundtrack,Andre 3000,4/26/12,album,,
6Blubl1glavmervPJa3QVs,Cheers To The Fall,Andra Day,8/28/15,album,1,
1C8UuxizlroudabU2mS5Vz,"I Wish I Knew How It Would Feel to Be Free (From Tyler Perry's ""Acrimony"")",Andra Day,3/30/18,album,1,
3RqB9JuiNZwQmt9qXhvxnT,Merry Christmas from Andra Day,Andra Day,10/28/16,album,1,
2KyQ1qrwSxWWCgIx63wtCd,Mississippi Goddam,Andra Day,7/20/15,album,1,
0yppNbkPPyEjI9C602m2kz,Rise Up (MSTR ROGERS Remix),Andra Day,12/9/16,album,1,
1X5UxEFIFdJUm2m9fwerDH,Stand Up for Something (feat. Common),Andra Day,8/25/17,album,1,
0aSijzNyf9dM0u3VFcQHwr,The Light That Never Fails,Andra Day,8/27/15,album,1,
1UWnyvQH5emXfdSlXQcslc,The Only Way Out,Andra Day,7/29/16,album,1,
4Av4N885GJMTaUgYE66MZ3,What the World Needs Now Is Love,Andra Day,2/26/17,album,1,
2osaP8edSKG8bVFKBoWIcV,Coming In Hot,"Andy Mineo, Lecrae",7/20/18,album,,
0861I7iBqbNr6WWCr5mfBE,Andy Mineo and Wordsplayed Present Magic & Bird,"Andy Mineo, Wordsplayed",8/4/17,album,,
32OcU7qglkqEpS2iwJv3Wa,Real Life Fantasy,"Anita Louise, Ja Rule",12/13/11,album,2,
1QEZvG5xBWWQq7hlaXqGpf,Abracadabra,Anna Wise,9/20/19,album,2,
1N0M6NcjwI8CNXv8yGuBvZ,As If It Were Forever,Anna Wise,10/18/19,album,2,
0DZauNVaBYbz3Tg0o1T4LI,BitchSlut,Anna Wise,3/7/16,album,2,
0bvmvYaMAqzAZavfwDQBRL,Coconuts,Anna Wise,2/2/17,album,2,
4RMZPitDrxizbbZiBX0XO8,Go,Anna Wise,10/21/16,album,2,
12yXTVtPJeE68UWAQC4Y4q,Nerve,Anna Wise,8/16/19,album,2,
22VLPhGEd18HrourS4hW88,Precious Possession,Anna Wise,2/3/16,album,2,
2fssfHCA03HwOeO1uFX4tM,Real Thang,Anna Wise,9/21/18,album,2,
1jukIkQM5Ic9WsU8gDRHBs,The Feminine: Act I,Anna Wise,4/27/16,album,2,
37vNxGqVuUBQfdhMDEy4Ro,The Feminine: Act II,Anna Wise,2/17/17,album,2,
3iPRokySFSF2xIEF9Y8yTN,Whats Up With You?,Anna Wise,7/19/19,album,2,
1spOA11bsiIRkRXYcOE5ik,geovariance,"Anna Wise, Jon Bap",6/27/18,album,2,
4retgk6zd3wTB3gnLIWPqx,Easy,"Anna Wise, Xavier Omar",8/17/18,album,2,
2VCU4VclvyP1d3vWRZMaYI,Yuck!,"Anoyd, Statik Selektah",6/21/19,album,,
1ZOVzllZpyEXqyJqKjJm3i,4 Letter Word,Ant Clemons,10/1/19,album,,
0LWaPfhjA9H2DmG14Lsq4v,Beep,Ant Clemons,1/15/20,album,,
7AnGF7p32IpTeDpbkc8uKJ,Ain't Nobody Worryin',Anthony Hamilton,12/13/05,album,2,
1u6u8T1G2gmjLGXXznljra,Amen,Anthony Hamilton,1/22/16,album,2,
545a3sdz0JkH85iYFZPiR4,Back To Love (Deluxe Version),Anthony Hamilton,12/13/11,album,2,
0RHrqeXiJ5PNTO8tgEVGsG,Back To Love (Track by Track version),Anthony Hamilton,12/13/11,album,1,duplicate
4X4ipRW9J6wXsVwcyczT22,Bonus Audio (Comin' From Where I'm From Live & More DVD),Anthony Hamilton,4/12/05,album,1,duplicate
2jcddtVbpRsab40ECV0MvX,Can't Let Go (Main Version),Anthony Hamilton,9/27/05,album,2,
0qN4uk3SGen6vUOjImJ6em,Comin' From Where I'm From,Anthony Hamilton,7/15/03,album,2,
1QgQH82V4A1nIcET6R2mBF,Cool,Anthony Hamilton,9/16/08,album,2,
11LVR6WGcJ8zbXkni8o040,Home For The Holidays,Anthony Hamilton,10/17/14,album,2,
7FzCb8eouiJFnOc3eGLl34,I'm Cool (No Rap Version),Anthony Hamilton,9/17/08,album,2,
1JCPW39pSJcAVByWpFEMCp,Love Conquers All,Anthony Hamilton,11/2/18,album,2,
32Tn0ke88SBTmNqg4qUPyx,Save Me,Anthony Hamilton,3/4/16,album,2,
4byDUClf1gxNIhyIHMeZ3Q,Southern Comfort,Anthony Hamilton,4/3/07,album,2,
1xTRYZDc7AwA7alqkUSgnP,The Point Of It All,Anthony Hamilton,12/16/08,album,2,
5MZKupLJLcvIlCMumgwb9k,What I'm Feelin',Anthony Hamilton,3/25/16,album,2,
4hQGvzhG03VEMmYV3AVV4o,Woo,Anthony Hamilton,10/14/11,album,2,
43RMUmGHLZiCUeNL57zH77,Have It (feat. Flo Rida),"AP3, Flo Rida",4/6/18,album,2,
6P2gTKczOMXWRn2hVUXHlH,Evaporate (Maxi-Single),"Apathy, C-Rayz Walz, Celph Titled",2/20/01,album,,
5BTVtGYK6UkaVECoeHIviO,The Order - Single,"Apathy, DJ Premier",2/12/18,album,,
6XIPbTjy7pQnbLJevULSoz,Clouds,Apollo Brown,3/1/11,album,,
5q8sGkC15mXamhYkQfmJzf,Dominance,Apollo Brown,10/16/19,album,,
54RnKLO0fFzIRHDqANLSYo,God Help Me,Apollo Brown,9/12/19,album,,
1rQ0bpuCfKnrK1xuRvVVSU,Grandeur,Apollo Brown,9/25/15,album,,
1jAowJ8NjIRzKH6YkfUBKv,"Sincerely, Detroit",Apollo Brown,10/29/19,album,,
1YxZcxHlr5TfnPPQmQ766e,The Backbone,Apollo Brown,10/1/19,album,,
0ZNZn8osTaTVHyzCCL0D3L,The Reset,Apollo Brown,5/25/10,album,,
4pBQ3klQD9e64PzVc5ukxF,The Reset Instrumentals,Apollo Brown,8/24/10,album,1,duplicate
6Ik7COKcRC1lVPRVGpmQOt,Thirty Eight,Apollo Brown,4/29/14,album,,
4W9P5P5yVhfTQQYYWW6Yjq,Daily Bread,"Apollo Brown, Hassaan Mackey",7/26/11,album,,
25Lia0Q4UWkAqIBF30QVJE,Mona Lisa,"Apollo Brown, Joell Ortiz",10/26/18,album,,
4wm203z2Hc5gpfxzJwSCqw,No Question,"Apollo Brown, Locksmith",6/15/18,album,,
7fiqvH6O6lAed1gIZWLydx,Trophies,"Apollo Brown, OC",5/1/12,album,,
5ED6vvPrAYAdM3bHDaNvKC,Anchovies,"Apollo Brown, Planet Asia",8/25/17,album,,
6PE70pAgp4DeMmv1SdI5Aa,Blasphemy,"Apollo Brown, Ras Kass",10/27/14,album,,
6DdjqZPAwnMJ7Mt1CcEvcJ,The Easy Truth,"Apollo Brown, Skyzoo",9/30/16,album,,
6K8akCaxHlpM3O3xFGh4gs,Memoria Rota,"Arcangel, Myke Towers",10/25/19,album,,
4zhCLobdIkDD9JbuRZvEAT,40 Shades of Choke,Ari Lennox,11/9/18,album,,
5E7PTNQIGLyIhcW8mWcaT9,Bound,Ari Lennox,6/15/14,album,,
1Awi1KtNoZ4ApSSb3Rh8A4,Grampa,Ari Lennox,11/9/18,album,,
5RHGz9vnR9CwKe0qfiZFHa,No One,Ari Lennox,11/13/18,album,,
3RKdtH2LKTaayLJOaFZUn2,Pedigree,Ari Lennox,11/13/18,album,,
1x6E0JYj6wKFHfZQFQCpnU,PHO,Ari Lennox,10/21/16,album,,
3hejjJbFsinMBc1KBqF71w,Shea Butter Baby,Ari Lennox,5/7/19,album,,
5ONQ9vU556JjK3i4pHvl3z,Kick in the Door,"Ari Stylez, Lil Reese",11/8/19,album,,
0MbXjBEw6FrGtcglqEDHpb,MONOPOLY,"Ariana Grande, Victoria Monet",4/1/19,album,2,
2XK4uYs7hinvxeKyz84IvG,Communication (feat. DRAM),Arin Ray,1/26/18,album,,
1xQBgrUtBGd8TpNycNzW3P,Phases - EP,Arin Ray,7/1/16,album,,
6VIjrQlk9cTrufxWJX8pi1,Phases II - EP,Arin Ray,12/13/19,album,,
4urnugBptJMguVYLRgOKqM,Platinum Fire,Arin Ray,3/9/18,album,1,duplicate
0e8ZsVbYFyzRhHYKNOgthl,Platinum Fire (Deluxe),Arin Ray,12/14/18,album,,
0wUrWEO0xIDivjoCRQOXb6,Stressin,Arin Ray,11/24/17,album,,
5eZexn6YySbdFY9nTa7DwY,We Ain't Homies,Arin Ray,7/28/17,album,1,duplicate
2tpsr93GINWEbUAMDejyrB,We Ain't Homies (feat. YG),Arin Ray,12/7/17,album,,
2oO97tYOS5LmK0klvLSvFw,Another You,"Armin van Buuren, Mr. Probz",4/21/15,album,2,
1rybcNrkXCWyuBW6TVaCxs,Unlove You (Club Mix),"Armin van Buuren, Ne-Yo",12/6/19,album,1,duplicate
4qYgqHiW8pvh8bLgLbceMt,Unlove You (KOLIDESCOPES Remix),"Armin van Buuren, Ne-Yo, KOLIDESCOPES",2/7/20,album,2,
3tsXNHsYyzPRneHlebjQtk,Arturo Sandoval,"Arturo Sandoval, Pharrell Williams",5/4/18,album,2,
1fq5g178qfMUqw8QIh7hTZ,A Wonderful Christmas With Ashanti (Deluxe),Ashanti,10/28/14,album,1,holiday
5d3NsRiyUBxEwvNRK55r9F,Ashanti,Ashanti,1/1/03,album,,
2cCgsczHC4dG2TSSPSxzL5,Ashanti's Christmas,Ashanti,1/1/03,album,1,holiday
3owfb8CT6L9QpVLYCRCInt,Braveheart,Ashanti,3/4/14,album,,
4vjeaWsf9UH2ecdKXAZaq2,Chapter II,Ashanti,1/1/03,album,,
4QAuSt9sLyCwa7lAX6Vp6I,Collectables By Ashanti,Ashanti,1/1/05,album,1,compilation
3oL0vq8diYrPLGWVgjJBPD,Concrete Rose,Ashanti,1/1/04,album,,
02JhLpxLG18o2Ahk9wGpQC,Floating,Ashanti,6/28/19,album,,
23d3EfXK0OEtfOB61bBz9d,The Declaration,Ashanti,1/1/08,album,,
4EerWJngQfW8tA1Ymt5Q6b,The Vault,Ashanti,10/14/08,album,,
1IGKkQNoAGCMX65iBcGrGO,Pretty Little Thing (feat. Afro B),"Ashanti, Afro B",8/9/19,album,,
0x3rngeveWP3z5t1YrPsI3,Cravin,Asian Doll,10/30/19,album,,
6EESvuqiKpAQb0viSwEIPD,Doll Szn,Asian Doll,5/4/18,album,,
5I00OsPSjRYnx9tZl9Dj08,Drippin in Glo,Asian Doll,6/26/16,album,,
2m6CkZS0OkQReydGwjIgef,Fight Night,Asian Doll,11/13/19,album,,
1n4caHCZpJ3GRmtnSYUhUq,Fleek,Asian Doll,9/27/19,album,,
41l3fGEsqcUtXJMQRTP9Vb,Grandson,Asian Doll,1/25/19,album,,
1Ng6eipX6mRXpBxGjPiMcd,"Kill Bill, Vol. 1",Asian Doll,8/8/17,album,,
7mSM5ngI6Bk3SfnDniLI0Y,Murda,Asian Doll,2/26/18,album,,
1D7T7n2iwKoEwWUEOSm4ti,Outtaspace,Asian Doll,3/24/17,album,,
1ckPdd6rHHcSpSH2M5LFRd,Project Princess,Asian Doll,9/16/16,album,,
3MBsHP8xXMIr3VKmsy2jqy,Queen of Nightmares,Asian Doll,2/16/18,album,,
6gqeL6XeDL44TXQQR2LQz2,Rise of Barbie Doll Gang,Asian Doll,12/16/15,album,,
16KWauDKCJ5la7mpba3myN,Road Runner,Asian Doll,1/22/18,album,,
0C3Ab2AVLhhQZR9GEH2lIR,Savage Barbie,Asian Doll,1/8/18,album,,
3Auk6Wl8cYEGo8LkTA3Z6W,So Icy Princess,Asian Doll,10/17/18,album,,
0RIk2OtOehHcqkSQu5oYy0,Stank Walk,Asian Doll,11/6/19,album,,
2r2PYFAqu5DVUQwSjEXDaO,Another Day,"Astro Blacksmith, Roc Marciano",2/10/20,album,,
6GzEABuLT1vwNzrXRVw1b8,Work,"ATL_July, Fred the Godson, Fasscoupe",4/10/19,album,2,
5oY2IweQdhYrgPkaZkqZBA,Foundations,"Aura Da Prophet, AKTHESAVIOR, Leo Dynasty",11/24/18,album,,
6GNudd5nM9RCUhJkFaWbLj,VICE,"Autumn In June, MIKNNA",8/2/18,album,2,
3nL08IAVdeLVwweRlA5N8f,Hairline Fracture,"Avernian, Strick",7/22/19,album,2,
5LyiKwltJ9LQ0Sf4IcPrSm,Fallen Angels,Ayo & Teo,8/3/18,album,,
5RTlnMeJq58bO2gzd91Jkx,Fly N Ghetto,Ayo & Teo,12/6/19,album,,
0o1YDf0BVavle12vjoUq3R,Hold My Sauce,Ayo & Teo,4/3/18,album,,
3jwxuFg4UuQGwteKfh2dNz,In Reverse,Ayo & Teo,11/23/16,album,,
61MktaJtuyHaB824D2Dygb,Like Us,Ayo & Teo,12/22/17,album,,
