album_uri,album_name,artist,release_date,album_type,remove,notes,index_to_split,groups_to_split
1vmi2Y3dKaiHVJ4El2CdiK,New Waves (Bonus Track Edtion),Bone Thugs-N-Harmony,6/23/17,album,0,NA,766,2
5gCPZPO5jkQx1aPjMaY0po,Nothing But The Hits,Bone Thugs-N-Harmony,6/16/15,album,0,NA,767,2
4iXkOqmH7192V5Hc7EDwMw,Still Creepin on ah Come Up & Bone Brothers 2 (Deluxe Edition),Bone Thugs-N-Harmony,5/19/15,album,0,NA,768,2
5gtsTZcJlfzCpYYg0DO20i,Thug Brothers 2,"Bone Thugs-N-Harmony, Outlawz",7/28/17,album,0,NA,769,2
77SLL2DvkJENoLyrL9w3fW,Thug Brothers 3,"Bone Thugs-N-Harmony, Outlawz",10/6/17,album,0,NA,770,2
43ukNOKWxGFDWuOjeeggbr,Augmented,BONES,5/1/18,album,0,NA,771,2
366HjOOaExTQkLxFcR5i3P,Banshee,BONES,8/23/15,album,0,NA,772,2
3CHtm02RZNEPICeuXbnnyK,CARCASS,BONES,1/3/18,album,0,NA,773,2
3F8pXzvjJxrxyZT6a6oQcu,Disgrace,BONES,1/11/17,album,0,NA,774,2
6yVtOfmzJfSNJkExTlbfm8,FAILURE,BONES,10/2/17,album,0,NA,775,2
0NCT1mXTEN60x15QPApUP6,Frayed,BONES,9/26/15,album,0,NA,776,2
0cAZBun4pvvGHCi5OJqbzD,GoodForNothing,BONES,10/16/16,album,0,NA,777,2
24fhISLtFFKW8uknOM3Jtr,HermitOFEastGrandRiver,BONES,11/29/15,album,0,NA,778,2
1vurSXXQeO0h4sy1BBDYrt,IFeelLikeDirt,BONES,11/29/19,album,0,NA,779,2
1t7l4pB3c2oDWrzO6gGce9,KickingTheBucket,BONES,8/30/19,album,0,NA,780,2
3Y50YQX0hGY1k3xR2RiJYM,LivingSucks,BONES,8/16/18,album,0,NA,781,2
1hlFht5cBS8MEeLvNGTN1W,NoRedeemingQualities,BONES,6/16/17,album,0,NA,782,2
3sLfs0vKItAey8AzqYEWVX,paidprogramming2,BONES,7/24/16,album,0,NA,783,2
6Bo3OT9r2iJ5Exkw7gnk9E,Powder,BONES,4/10/15,album,0,NA,784,2
2WhGsTJnaUYVlhHbf8AULP,SoftwareUpdate1.0,BONES,4/11/16,album,0,NA,785,2
5Yy55RRSGp3BGGeU5VWRcr,TheManInTheRadiator,BONES,11/1/18,album,0,NA,786,2
1H9j7RDcI6mLtbnRbJX23F,UnderTheWillowTree,BONES,5/3/19,album,0,NA,787,2
1ruD75w1cl4fQBzAQDtrWI,UNRENDERED,BONES,4/21/17,album,0,NA,788,2
5e2JtLvCzmrRAfLcMhP85n,Useless,BONES,2/7/16,album,0,NA,789,2
20oQgr7H4q6wiLDYhRpKZ8,SparrowsCreek,"BONES, Eddy Baker",2/11/19,album,0,NA,790,2
2FWkNHruodgN0zxDiWhHL6,Bitter Raps,Boogie,6/24/14,album,0,NA,791,2
7f22HnE6AmI4cFtPu1PmHj,Came Up,Boogie,12/13/17,album,0,NA,792,2
7f4dXD78C8Jh6tJQA1BINZ,Deja Vu,Boogie,8/29/18,album,0,NA,793,2
14drLk9rMpA7GPk1MRvRE5,Everythings For Sale,Boogie,1/25/19,album,0,NA,794,2
4c0nZDOy3moSHHa9dLZWV1,The Reach,Boogie,6/24/15,album,0,NA,795,2
51jPQOevWDUn4INtOQMGoM,Thirst 48,Boogie,6/24/14,album,0,NA,796,2
5mvSDnz2P0FOn19jMvlr5q,Thirst 48 Part II,Boogie,10/14/16,album,0,NA,797,2
2ZpJbn1tbFHOdiBqkYCcA7,Violence (feat. Masego),Boogie,12/13/17,album,0,NA,798,2
0UY0CEd91NCnOrVt4OIyNm,Badazz 3.5,Boosie Badazz,3/29/19,album,0,NA,799,2
4UopWMtWbQR9PgrVP2o0Ov,Bleek Mode (Thug In Peace Lil Bleek),Boosie Badazz,5/11/16,album,0,NA,800,2
6ccdj4bNPK7GoYwBoVjXXD,BooPac,Boosie Badazz,12/15/17,album,0,NA,801,2
2uXdbLHucmlbeARdtsmmXg,Boosie Blues Cafe,Boosie Badazz,11/22/18,album,0,NA,802,2
75MNE1FmEqWxGbDM5ZFn3t,Goat Talk,Boosie Badazz,12/20/19,album,0,NA,803,2
60AFowLOMYM24GFjRgJkL4,In My Feelings. (Goin' Thru It),Boosie Badazz,1/1/16,album,0,NA,804,2
7G5Cg4nAimsMFdMXIfvLBD,Out My Feelings In My Past,Boosie Badazz,2/5/16,album,0,NA,805,2
6NlQVzXZxtnJICXAFUAzJy,Savage Holidays,Boosie Badazz,2/5/19,album,0,NA,806,2
5Rg3PkXOd0gJ1089TF8mIa,Talk Dat Shit,Boosie Badazz,11/14/19,album,0,NA,807,2
0ZYmGhjuPBL2vwVChEPjZn,"Thrilla, Vol. 1",Boosie Badazz,10/30/15,album,0,NA,808,2
7wsDyoUhh1dYl25ZK27Wgg,Thug Talk,Boosie Badazz,3/16/16,album,0,NA,809,2
4PFdUhjoovWYjdukIAZaIl,Penitentiary Chances (Deluxe Edition),"Boosie Badazz, C-Murder",4/15/16,album,0,NA,810,2
06MhlwSCYAiB51GR9VjAej,My Favorite Mixtape,"Boosie Badazz, Hurricane",12/23/17,album,0,NA,811,2
4fTxvi0lJhdsXJlFP5DPLZ,Bad Azz Entertainment,"Boosie Badazz, J Day",12/10/16,album,0,NA,812,2
3v1WQ8vc0zb2PKwF5V990r,God Wants Me To Ball (feat. London Jae),"Boosie Badazz, London Jae",11/17/17,album,0,NA,813,2
7f2FmIgcpU4p0R2or5fx2x,Gangsta Musik (Chopped & Screwed),"Boosie Badazz, Webbie",8/2/05,album,0,NA,814,2
5ZXga0efPuZJr2KIvN1xZg,Survival Of The Fittest,"Boosie Badazz, Webbie",5/15/07,album,0,NA,815,2
6ZzdLknUVYRVZIznVnPfRT,Gangsta Musik,"Boosie Badazz, Webbie, Bun B",5/17/05,album,0,NA,816,2
24LCIn4jaCf2uDgPAYbBTP,Bad Azz Zay,"Boosie Badazz, Zaytoven",9/20/19,album,0,NA,817,2
3ArAMnKHDii0hzopOaoK2x,Big Bad Boston and The Boss,"Boston George, Slim Thug",2/8/19,album,0,NA,818,2
5KATmrEcK3H89geDdPBzLO,Beware Of Dog,Bow Wow,9/26/00,album,0,NA,819,2
12jjTilAyOHRA8BFEQCFXM,Broken Heart,Bow Wow,10/2/18,album,0,NA,820,2
4vVpNNIqYQNdKlfFmkfUJu,Do It for Da Gram,Bow Wow,5/9/19,album,0,NA,821,2
5U5JM0Y4QPoci7j4e6EMWu,Made U,Bow Wow,1/11/18,album,0,NA,822,2
53RLYOUQomoPUJyvMHPAk1,New Jack City II,Bow Wow,3/30/09,album,0,NA,823,2
2ikOaLft6EicFn75gs6WAA,Outta My System,Bow Wow,2/6/07,album,0,NA,824,2
1Ma4ewDCA8cZjwgRxYomD1,Pussy Talk,Bow Wow,7/26/18,album,0,NA,825,2
1Dt7wPQxjnJJBiV6fczCpS,The Price Of Fame,Bow Wow,12/15/06,album,0,NA,826,2
14IkNK1nbs6yc5HophUajR,They Think I'm Crazy,Bow Wow,8/13/18,album,0,NA,827,2
3PvNKl8aDlmSjZIEqB553J,Unleashed,Bow Wow,8/19/03,album,0,NA,828,2
65G0BpV00GmLi5WUCeWdvT,Wanted,Bow Wow,2005,album,0,NA,829,2
7rIt63J2rG8VvNH1ddxckJ,Yeaahh,Bow Wow,2/22/18,album,0,NA,830,2
2vLGz1q6Ra5u25yLDLQY46,Face Off,"Bow Wow, Omarion",12/11/07,album,0,NA,831,2
0TBkOhBNDAooz45OxNZSle,Afrodisiac,Brandy,2004,album,0,NA,832,2
0o9hMGuNAGvzsoKD9xVaRh,Beggin & Pleadin,Brandy,1/21/16,album,0,NA,833,2
2yHJoGH0mIqYVAHUFKJcZ6,Brandy,Brandy,1994,album,0,NA,834,2
5yK7v9cHza2xr079MbaOCR,Freedom Rings,Brandy,9/27/19,album,0,NA,835,2
7721xmJK5tmifUQdcmJ6An,Full Moon,Brandy,2/25/02,album,0,NA,836,2
7Hn0L6jCld71g3ErQuYUBh,Human,Brandy,12/9/08,album,0,NA,837,2
4NzCF4UaqinJMApeMoVlTj,Long Distance,Brandy,2/24/09,album,0,NA,838,2
1Co6e9ag1gRKcWdG7xKcCi,Never Say Never,Brandy,5/29/98,album,0,NA,839,2
6wbJHvsesxwak3DTpu7nKN,Put It Down,Brandy,5/4/12,album,0,NA,840,2
334Nkxt2WVPAlRTLJdpjf2,Right Here (Departed),Brandy,1/27/09,album,0,NA,841,2
41PwFUEt9XE3Cz0H8RA7vU,Two Eleven (Deluxe Version),Brandy,10/12/12,album,0,NA,842,2
3eXN5pKSqq2vOmYiXLMI5m,Wildest Dreams,Brandy,8/28/12,album,0,NA,843,2
3Dk0fn9d2SJ6yjiSuRTTuT,Love Again,"Brandy, Daniel Caesar",7/5/19,album,0,NA,844,2
0gWyDOHIJ2VyI4oYFWC3uN,It All Belongs To Me,"Brandy, Monica",2/10/12,album,0,NA,845,2
6VXvWFVjiSzo5vEXRlmpx8,A Family Business,"Brandy, Ray J",7/26/11,album,0,NA,846,2
2pIpBDT8RtmJ5Vhb86BOcd,A.M. Paradox,Brent Faiyaz,9/20/16,album,0,NA,847,2
1L6wpaDDmtPJCB77vCPdxb,Allure - Single,Brent Faiyaz,1/21/15,album,0,NA,848,2
04gmLj1EmSpol0P1LqsZyK,DSN - Single,Brent Faiyaz,7/21/15,album,0,NA,849,2
3vi20DRHkqv4HyVg9Rt9wC,Fuck The World,Brent Faiyaz,2/7/20,album,0,NA,850,2
17OYyWDqnC0AhlzgfiUZpt,Invite Me,Brent Faiyaz,6/1/16,album,0,NA,851,2
03nFfkhtHqQZZqprep3G6r,Lost,Brent Faiyaz,10/19/18,album,0,NA,852,2
7dP0yA30zplkdIp258fbxP,Make Luv,Brent Faiyaz,2/9/18,album,0,NA,853,2
3l62guGugKGwcEIWOqaCIt,Natural Release,Brent Faiyaz,2/17/17,album,0,NA,854,2
17dsllSewkPuKbkGWU4chD,Poison,Brent Faiyaz,8/3/16,album,0,NA,855,2
5dElRu4hQiBPgV0cIZlLRD,Rehab (Winter In Paris),Brent Faiyaz,9/20/19,album,0,NA,856,2
5cNBCe0m1xr1f61NdthI6k,Running on E. - Single,Brent Faiyaz,11/20/15,album,0,NA,857,2
5Bp1EX2ypdFnJ5IUyiRl8w,Sonder Son,Brent Faiyaz,10/13/17,album,0,NA,858,2
2YltjwKulQeLRj4C4O7M1X,1997 DIANA,BROCKHAMPTON,7/27/18,album,0,NA,859,2
6tTJbJAS6kJpKRz0gZIWMU,1998 TRUMAN,BROCKHAMPTON,7/19/18,album,0,NA,860,2
279n8A7MneZ790ohTb6g6p,1999 WILDFIRE,BROCKHAMPTON,7/7/18,album,0,NA,861,2
48IFY1wERoy8Lac5FuXHpc,ALL-AMERICAN TRASH,BROCKHAMPTON,4/11/16,album,0,NA,862,2
4PQtODnHlq5ETTwv6J3NYq,BOOGIE,BROCKHAMPTON,12/12/17,album,0,NA,863,2
4lRiXGum7cZNDDFLebNjoj,BOY BYE,BROCKHAMPTON,8/15/19,album,0,NA,864,2
1jToVugwBEzcak8gJNZG2f,GINGER,BROCKHAMPTON,8/23/19,album,0,NA,865,2
1HP3EAW5SzraHJ49eENEYs,GOLD,BROCKHAMPTON,5/30/17,album,0,NA,866,2
5gXGNnrSkjB12HoAm1YoTz,GUMMY,BROCKHAMPTON,8/2/17,album,0,NA,867,2
5HqRWEyebynyWRmmoyotJU,I BEEN BORN AGAIN,BROCKHAMPTON,8/1/19,album,0,NA,868,2
4oIbhyy9UZlP4JgN0IFciv,IF YOU PRAY RIGHT,BROCKHAMPTON,8/8/19,album,0,NA,869,2
3Mj4A4nNJzIdxOyS4yzOhj,iridescence,BROCKHAMPTON,9/21/18,album,0,NA,870,2
5woweVGZbZJD2O793D51bD,JUNKY,BROCKHAMPTON,8/15/17,album,0,NA,871,2
1dDce0qvYA4ewr8pJMBmA5,NO HALO,BROCKHAMPTON,8/22/19,album,0,NA,872,2
67smHJOf5YlFwad6dAlppm,SATURATION,BROCKHAMPTON,6/9/17,album,0,NA,873,2
0XnqQzdSFAml08XZoRt1St,SATURATION II,BROCKHAMPTON,8/25/17,album,0,NA,874,2
5c2AzoNyr46fCQM5d8mxE0,SATURATION III,BROCKHAMPTON,12/15/17,album,0,NA,875,2
5YrdESjCLUXMKaz8gQR9Js,STAINS,BROCKHAMPTON,12/14/17,album,0,NA,876,2
7AOYu7UkUTbRAGj4fBcF5M,SWAMP,BROCKHAMPTON,8/8/17,album,0,NA,877,2
1HUGoLeGEmtg1Csw88DeTs,SWEET,BROCKHAMPTON,8/22/17,album,0,NA,878,2
4z5KaDJoNuRG3xPzBVgBNU,Blenders,Bronze Nazareth,10/1/13,album,0,NA,879,2
4tvMYLkAgMXDeh6TkKKQd4,Bronzestrumentals Vol. 1,Bronze Nazareth,8/4/09,album,0,NA,880,2
2GlrP2azCzDOqhScq23k68,Cold Summer,Bronze Nazareth,9/6/18,album,0,NA,881,2
1XaIfg82OdiDjc8iQ1ZIpX,Instrumental Mourning,Bronze Nazareth,7/20/16,album,0,NA,882,2
1sVfNcQRqOt9aZRZD0ZMuY,School for the Blindman,Bronze Nazareth,9/13/11,album,0,NA,883,2
1uCwFbbOt60FIkh9mhaD1K,The Great Migration,Bronze Nazareth,5/23/06,album,0,NA,884,2
3ewHNHbkaEyNwCHs5MZpKy,The Living Daylights Instrumentals,Bronze Nazareth,11/4/14,album,0,NA,885,2
10w6687oFF4qd3eV2PRqFP,The Unknown,Bronze Nazareth,6/5/07,album,0,NA,886,2
6IaGPBX41eWW3p4Xs6pAK7,Thought for Food Vols. 1 & 2,Bronze Nazareth,9/30/08,album,0,NA,887,2
4gadkSNZ73J4enHjihujTZ,Thought for Food Volume 3,Bronze Nazareth,11/19/14,album,0,NA,888,2
6LzQgxxb3jww8JeIiB48k9,The New Season (Collector's Edition),"Brotha Lynch Hung, MC Eiht, Brotha Lynch Hung, MC Eiht",11/23/10,album,0,NA,889,2
4PgleR09JVnm3zY1fW3XBA,24K Magic,Bruno Mars,11/17/16,album,0,NA,890,2
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,Bruno Mars,10/5/10,album,0,NA,891,2
3yt8Fkff5zoTNllx1J5ZKh,Gorilla (feat. R Kelly and Pharrell) [G-Mix],Bruno Mars,11/12/13,album,0,NA,892,2
7yBnuW3SpMKy3EB9iU0C7p,Treasure Remix EP,Bruno Mars,8/13/13,album,0,NA,893,2
7KBjLhk3IM27k3ry4vBk3i,Unorthodox Jukebox,Bruno Mars,12/10/12,album,0,NA,894,2
6LD3J50OxLEQbAB8ahoj1S,That's What I Like (Alan Walker Remix),"Bruno Mars, Alan Walker",4/20/17,album,0,NA,895,2
0219JhsyibMkftKsI94Mv1,That's What I Like (BLVK JVCK Remix),"Bruno Mars, BLVK JVCK",4/18/17,album,0,NA,896,2
5AVEtKtguEa8sqYhSj3zFW,Finesse (Remix) [feat. Cardi B],"Bruno Mars, Cardi B, James Hype",3/23/18,album,0,NA,897,2
1z4Zl2hcCiRyB4uIPeqEfr,That's What I Like (feat. Gucci Mane) [Remix],"Bruno Mars, Gucci Mane",4/21/17,album,0,NA,898,2
2xclonI4faQWl6lhqecGM5,That's What I Like (PARTYNEXTDOOR Remix),"Bruno Mars, PARTYNEXTDOOR",4/18/17,album,0,NA,899,2
1onK6XeDccA2NW6SlzQMNK,24K Magic (R3hab Remix),"Bruno Mars, R3HAB",5/26/17,album,0,NA,900,2
1QLTwHvh5XbVr0uVC2OVeE,Road,"Bruno Martini, Timbaland",10/6/17,album,0,NA,901,2
0AiPybqmqPPW61dDdA8B7m,Black,Buddy,3/8/18,album,0,NA,902,2
6QGIVizvdJVyCqatBhcgoA,Harlan & Alondra (Deluxe),Buddy,2/8/19,album,0,NA,903,2
6AV064N61TGxpR5aoVwzTH,Hey Up There (feat. Ty Dolla $ign),Buddy,6/20/18,album,0,NA,904,2
0A5b52A8phfjRQHEkmlAVo,Hollyhood (feat. Kent Jamz),Buddy,10/30/19,album,0,NA,905,2
2TTM5w4QzYDQ9oOCI6LFAC,Magnolia,Buddy,10/14/17,album,0,NA,906,2
1qUEyYFpJIZLAaQT8DQGuI,Trippin' (feat. Khalid),Buddy,7/9/18,album,0,NA,907,2
51ViHZUHA4hOLmLSKoNr7f,Trouble On Central,Buddy,5/10/18,album,0,NA,908,2
5N1WM3REGPGe9tbySmrPCg,Type Of Shit,Buddy,8/18/17,album,0,NA,909,2
7uGIGdQm1nnbE1JOql2tbl,Grumpy Ol Man,"Bumpy Knuckles, Nottz",4/11/18,album,0,NA,910,2
06Di5liZcczqaxrxo1uaxC,Is This Mic on?,"Bumpy Knuckles, Nottz",7/24/18,album,0,NA,911,2
726mitnLPJrg0pftxSne1O,II Trill,Bun B,2008,album,0,NA,912,2
2zJwPCX53y4xeWjvcKAO17,Return of the Trill,Bun B,8/31/18,album,0,NA,913,2
5wLh7wfNzSjV0hEtVTwNUw,Trill,Bun B,2005,album,0,NA,914,2
1ETTnwz5Euvq1mEv9WK8LI,Trill O.G.,Bun B,2010,album,0,NA,915,2
