album_uri,album_name,artist,release_date,album_type,index_to_split,groups_to_split
1ZBIVeUzQegMn37CdGDipQ,Bring out the Sound,The Herbaliser,2018-03-02,album,9144,8
2SYNDw6dWFBADgRU1W5y2H,There Were Seven (Remixes),The Herbaliser,2014-07-01,album,9145,8
1VPUmb6FSO98eKWK4XDK9E,The Herbaliser Band - Session 1 & 2,The Herbaliser,2009-07-27,album,9146,8
65z7QlJw7YxFogGCBk0AYM,The Herbaliser Band - Session 2,The Herbaliser,2009-07-27,album,9147,8
3BjTuepyDZMgadhq2181u5,Same As It Never Was,The Herbaliser,2008-05-26,album,9148,8
0wXijeSP90GcJ5NzNu6I9e,Take London,The Herbaliser,2005-05-31,album,9149,8
77DWwA78psmopLe0ZTy6qK,Something Wicked This Way Comes,The Herbaliser,2002-03-18,album,9150,8
1V3a7mBozraa6AXQmUNxFV,Very Mercenary,The Herbaliser,1999-04-01,album,9151,8
2iITDFv9VGAjLMsIQBzGlh,Blow Your Headphones,The Herbaliser,1997-03-01,album,9152,8
6pEiSu3D6LY8lrxSIFbdfu,Remedies,The Herbaliser,1995-10-01,album,9153,8
53lXljn0a4uR2cw2TSbpmf,Bring out the Sound Remixes,The Herbaliser,2018-10-12,album,9154,8
6sUTUsEAJAVKobO9T65Ffe,Seize The Day,The Herbaliser,2018-01-19,album,9155,8
7gGdrLRjo3ib92rM9Wg3vg,Can't Help This Feeling,The Herbaliser,2008-10-06,album,9156,8
3fSck4SqsAjdOKJlv80Yap,Clap Your Hands,The Herbaliser,2008-04-29,album,9157,8
6e78YvbN2p1jcbaVrBIXv5,Nah Mean Nah'm Saying / Gadget Funk,The Herbaliser,2005-11-21,album,9158,8
37x3NrO0TjedHOVJk0vtRJ,Time To Build / Distinguished Jamaican English,The Herbaliser,2002-10-21,album,9159,8
40kf6FD9DrWx3Rn8HKCQk3,Something Wicked,The Herbaliser,2002-05-20,album,9160,8
538kABJunbKdowGQrUBO94,Good Girl Gone Bad,The Herbaliser,2002-02-25,album,9161,8
6i5XAw8qOTr8OxnOHr1DCr,8 Point Agenda,The Herbaliser,1999-10-01,album,9162,8
0VwvkpkpEpUKlVcwjSA4aJ,The Missing Suitcase,The Herbaliser,1999-07-01,album,9163,8
1K9AzHiiydbY148Zu9DiQj,Ground & Water,"Blu, Damu The Fudgemunk",2019-08-16,album,9164,8
6EtHPbDPXSbKfMoa6QVGIx,"How It Should Sound, Vol. 5",Damu The Fudgemunk,2019-04-26,album,9165,8
3GdAREDv9ViMJJ1cgnIcXL,"How It Should Sound, Vol. 4",Damu The Fudgemunk,2019-04-19,album,9166,8
1bIZRFRSknLFzzlUp9Epad,"How It Should Sound, Vol. 3",Damu The Fudgemunk,2019-04-05,album,9167,8
2R71InyT0RQFA6uSsOMQ5i,Victorious Visions,Damu The Fudgemunk,2018-12-07,album,9168,8
3GTUn7ISiAGBgL4vxtgnE2,"Ears Hear Spears, The Instrumentals",Damu The Fudgemunk,2018-10-05,album,9169,8
1PGmuVGUYfBN68kNoCShJX,Travel Instrumentals (10 Year Anniversary Edition),Damu The Fudgemunk,2018-06-29,album,9170,8
0EeeEvPoZMLvvB6eo86iNv,"How It Should Sound, Foundations, Vol. 1 & 2 (Demos)",Damu The Fudgemunk,2018-05-25,album,9171,8
0PdnEprxdPrQMNeKbP9QWg,Dreams & Vibrations,"Flex Mathews, Damu The Fudgemunk",2018-05-11,album,9172,8
6PEF9esm3FZz8OY3KocUz3,Burners,"Damu The Fudgemunk, Flex Mathews",2018-02-09,album,9173,8
36KdnQjDLRYg8PZ4u4EuHX,The Reflecting Sea (Welcome to a New Philosophy),"Damu The Fudgemunk, Raw Poetic",2017-12-08,album,9174,8
6LW6PmvjuVp8eahf7YOtGW,Travel at Your Own Pace,"Insight The Truncator, Damu The Fudgemunk",2017-10-20,album,9175,8
20N3KA5Ats6bXWqZuLa5i4,Ears Hear Spears,"Insight The Truncator, Damu The Fudgemunk",2017-03-22,album,9176,8
5jG5Dbf7DqdfbMu23YHRIx,Vignettes,Damu The Fudgemunk,2017-01-18,album,9177,8
7zocfKW08PPeciicJggcQ9,The Essential Kilawatt Sessions (TEKS),Damu The Fudgemunk,2016-12-02,album,9178,8
0hcax14jzMplMOIduCWtXE,Untitled Vol 1 & 2,Damu The Fudgemunk,2016-07-08,album,9179,8
6uPfGHHlm360YNicpdF2BX,Full Time,Damu The Fudgemunk,2016-02-12,album,9180,8
1d6fdixq0vKQLNwMEUnpPQ,HISS ABYSS (More How It Should Sound),Damu The Fudgemunk,2015-11-13,album,9181,8
0YHhKsjVhJF0QHMzBRrdKo,"How It Should Sound - Volumes 3, 4 & 5",Damu The Fudgemunk,2015-10-02,album,9182,8
6ku8zFC5Kx4nglJrGnRRct,Public Assembly Volume 2,Damu The Fudgemunk,2015-05-12,album,9183,8
553J0VAVbH0i7AncbubB3L,The Heart Speaks In Whispers (Deluxe),Corinne Bailey Rae,2016-05-13,album,9184,8
6tqF3HboMtBMYZuqscvTrQ,The Sea,Corinne Bailey Rae,2010-01-01,album,9185,8
5sjOQf4RtVAXXDPLwimOJt,Live In New York,Corinne Bailey Rae,2007-01-01,album,9186,8
1ncxcmAsfX5mtqvD1geKHO,Corinne Bailey Rae,Corinne Bailey Rae,2006-01-01,album,9187,8
0hPt7nBU8Bzmd9S12xhrdH,Jersey Girl,Corinne Bailey Rae,2019-09-12,album,9188,8
4EeUxjtOwbspRduBfwJYHs,The Love E.P.,Corinne Bailey Rae,2011-01-01,album,9189,8
1KkBL5iw0PNvwE4x3sBRal,Take Your Time,"Al Green, Corinne Bailey Rae",2008-01-01,album,9190,8
71ouYxWA6godI7bxWQR7yd,I'd Like To,Corinne Bailey Rae,2007-01-01,album,9191,8
5BK1R9ckrNGGV6Rl2LQA02,Like A Star,Corinne Bailey Rae,2006-01-01,album,9192,8
1RGEVpo0bNwuzHnJEekRzr,Till It Happens To You,Corinne Bailey Rae,2006-01-01,album,9193,8
45y6s0xJtozSXVdV9LGT9X,Trouble Sleeping,Corinne Bailey Rae,2006-01-01,album,9194,8
4NJsg6nrGuRhVlnOer95wR,Venus EP,Corinne Bailey Rae,2006-01-01,album,9195,8
7jxrYnrAa06rekcs1cxp7i,Crush EP,Ravyn Lenae,2018-02-09,album,9196,8
3bbWimQMs8QB4634y9BRDd,Sticky,Ravyn Lenae,2017-12-08,album,9197,8
05fBbPWUOzj0oVEQbq2myd,Spice (feat. Palmistry) [Remix],"Ravyn Lenae, Palmistry",2017-10-13,album,9198,8
5NylLkiLTn2sF3U8mZ9bd7,Midnight Moonlight EP,Ravyn Lenae,2017-03-03,album,9199,8
6w9eT80tRfZqz9NrVjQ5OD,Free Room (feat. Appleby) [Remixes],Ravyn Lenae,2016-12-09,album,9200,8
2YXZGINrtA9jk26nERDKOt,Alive,Ravyn Lenae,2016-10-14,album,9201,8
57X0V74PxWKM2fuyf283tE,Moon Shoes EP,Ravyn Lenae,2016-07-29,album,9202,8
2m8sIT1YP8YBQm2MAliBAH,Moments Spent Loving You,"Xavier Omär, Sango",2019-10-25,album,9203,8
6AcXp7TeRyCNbyeNJSEMIL,The Everlasting Wave,Xavier Omär,2016-10-15,album,9204,8
5gBmvBzVGoP96jbF4OfnKh,Hours Spent Loving You,"Sango, Xavier Omär",2016-08-04,album,9205,8
16g9vRwdLxwJoOYUQ44WGP,What Do We Do? (feat. Parisalexa),"Xavier Omär, Sango",2019-10-11,album,9206,8
5mF1kGojDFH3K2LYG5IfF3,Thief,"Xavier Omär, Sango",2019-09-12,album,9207,8
5CN0cIlAqXEKvG46FEHp0X,Blind Man,Xavier Omär,2018-07-27,album,9208,8
5zZ7Bvs4aD5cSl1urhazu1,Stay There,"Brasstracks, Xavier Omär",2018-06-15,album,9209,8
2uqPEgJg5IY1hqcecv16fN,Sweet Holy Honey,"Sango, Xavier Omär",2018-01-25,album,9210,8
0p53qsCusEQhnGT7YpMf0n,Pink Lightning - EP,Xavier Omär,2017-11-17,album,9211,8
5C9cl1Q7sdYzUKadRCZTSa,Runnin' Round,Xavier Omär,2017-09-29,album,9212,8
04jlp3wzrhsB2zluMJgspx,Afraid,Xavier Omär,2017-04-05,album,9213,8
6N6i6STxE8KkiZ4oD2v128,Blind Man (Gionna Lee Remix),Xavier Omär,2016-12-12,album,9214,8
5VjgE3Mjh32oW42Y5ku6Ea,Honest,Xavier Omär,2016-06-11,album,9215,8
1vHimD6M4zOFwrV1mAHMiO,Bonyfied,Ebony,2017-12-26,album,9216,8
0KU6gr3Ka29gfzOjOH4CgL,Yon'bé,Ebony,2012-08-14,album,9217,8
341ru6RPR4oyrRoWtgosZ8,Ebony,Ebony,1974-01-01,album,9218,8
5zA6xuvR9hNQc7uOjCQsQj,Always Be Strong,"Ron Van Zelst, Ebony",2018-12-13,album,9219,8
3ntZPQCr65OEf4AhpKxRtv,Konkonsa Police,Ebony,2018-02-15,album,9220,8
5REJe5E5OsMcH7djXePGAf,Hustle (feat. Brella),Ebony,2017-11-13,album,9221,8
69CUZdnj0UynHA9NBMw7EM,Date Ur Fada,Ebony,2017-09-02,album,9222,8
181G2GLq0hi12DsNyLtCNV,Sponsor,Ebony,2017-06-07,album,9223,8
4zb8zD2gPymDaaSd7lDvc7,Dancefloor,Ebony,2017-02-02,album,9224,8
7hUUlp1qZanmfg0DpIhetg,Kupe,Ebony,2016-08-10,album,9225,8
7rxTFSqk7P8S7sv2IYrGoc,Real Truth,"Ebony, 'R'",2016-06-24,album,9226,8
2ViS5FpSbv7RV8GqfEiyhc,Diary of a Worshipper,Ebony,2015-07-22,album,9227,8
7bgENkQyYHsQWCJs6Wbtxb,Good Life (Everybody Wants It),"Ebony, Black Attack",2009-11-06,album,9228,8
7LdCNOK9ARQLdOMTSteyQH,In Permanence,Haleek Maul,2018-05-11,album,9229,8
2P9QAsjWNhGnEet77w9xEX,Prince Midas,Haleek Maul,2015-11-09,album,9230,8
2cOKsnWEv35bN83DBUYOkH,Lucid,Haleek Maul,2019-12-11,album,9231,8
6MuZV1KeQtdk4Tc3AiOogU,Abyss,"Haleek Maul, Ro Ransom",2019-11-27,album,9232,8
6dS8C4A9P4FUo3D1LAiNKM,Ceiling Fan,Haleek Maul,2019-10-16,album,9233,8
4Dfx7I4ORvDbEqCkDOhMzs,Oxyconteen,Haleek Maul,2012-06-17,album,9234,8
1PeFSil0yFd7Aywr4IRvkx,One Up,Da-P,2018-12-06,album,9235,8
3WlwUyICUf9UbOcxvAimUX,Ms. Communication,"Da-P, theMIND",2017-05-29,album,9236,8
1XENdaOfqVYD6OwEupadcq,Non-Stop,Da-P,2016-02-15,album,9237,8
1YmWyVAJ8lApGrJI1TJGf7,Soulection White Label - Da-P,Da-P,2015-08-14,album,9238,8
79R5AwISGTm2OMYbCAved4,Limit Break,Da-P,2015-06-16,album,9239,8
2G9ZT7vL0TslgL60NQFewL,Songs to Drown To,"Zac Flewids, Cherry Blu",2019-09-06,album,9240,8
0lLF1PzuU4O9Ns3F7JyczN,Here We Are,"Zac Flewids, Cherry Blu",2020-01-17,album,9241,8
4SJJJz70TmlI9eR6e35wdQ,Elephant Boy,"Zac Flewids, Snaer.",2019-12-20,album,9242,8
0rIWuFCxFE7BHgH40xPTD9,Bleach,Zac Flewids,2019-11-08,album,9243,8
2im4cgkbqpkbeyAQJwOSks,Road Head,"Zac Flewids, Ajani Jones",2019-10-25,album,9244,8
7lo9fU4UAjZr0r6RaLAhvr,Vise Grip,"Chuuwee, Zac Flewids",2019-09-13,album,9245,8
6YzFJNUQ6sav35DBlWuaPY,Eyelids,"Zac Flewids, Sylvan LaCue",2019-08-16,album,9246,8
06etD8yIH9S4lgLdxuG1cv,10 Gallons,"Zac Flewids, Mick Jenkins",2019-08-02,album,9247,8
5neljnNG1V681SwE6RvNWa,Eden,"Zac Flewids, TAOG",2019-06-28,album,9248,8
54OAq9IyhtR35v22IUUbTV,Hugs & Kisses,Zac Flewids,2019-06-07,album,9249,8
5zjSsmR0PrPwlAh4F35jws,Jupiter,Zac Flewids,2019-05-24,album,9250,8
1zJ6lXjHgCfgDMxEOEQwTp,"Hannah, I'm Numb",Zac Flewids,2019-04-12,album,9251,8
6fSjKII6YNGARTrhqG7lMT,Steps,"Zac Flewids, Mick Jenkins",2019-01-25,album,9252,8
5nxdO6bs28cAGJerbleylD,The Burgundy Cycle,"Zac Flewids, Kresnt",2019-01-04,album,9253,8
0d6twrAHeD2Pv9qrsi53sB,Brace Yourself,Zac Flewids,2018-11-23,album,9254,8
5mTdcbOnLJYfhuDnybPR70,Lambs & Uni,Zac Flewids,2017-10-18,album,9255,8
3XKYPIKMJfJLVUz68XIwSF,Sophie,Arlo Parks,2019-11-29,album,9256,8
0Ym8AaoLrK5HHQ0lCYgASd,Angel's Song,Arlo Parks,2019-11-20,album,9257,8
471tZhJ4qENGSLxm3QCO3G,Sangria,"Easy Life, Arlo Parks",2019-11-07,album,9258,8
70V6CskkJwrwwVVuFYnfok,Second Guessing,Arlo Parks,2019-09-24,album,9259,8
4mCbjj2IvjnMnk0wirwBs3,George,Arlo Parks,2019-06-13,album,9260,8
3rbmTsfJugRoFghKELgGUe,Super Sad Generation,Arlo Parks,2019-04-05,album,9261,8
13FKO0aPfUfgf9g0a4cDzT,Romantic Garbage,Arlo Parks,2019-03-20,album,9262,8
292dfJsxChA6s32kXGrrd4,Cola,Arlo Parks,2018-11-22,album,9263,8
0p1QXY0M8LRXybgy9TchHE,Days B4 III,LUCKI,2019-10-25,album,9264,8
4PKdUHGtcJtsjhIaR4fjMk,Freewave 3,LUCKI,2019-02-15,album,9265,8
45PaEwQodQtfw2nElzigDl,Watch My Back,LUCKI,2017-12-01,album,9266,8
0nQtPHNSiy2I151G4YmOwU,Freewave 2,"Luc, LUCKI",2016-08-15,album,9267,8
1v7HmG87k9F88N7CWIOlIW,Freewave,LUCKI,2015-10-19,album,9268,8
4MAHIIjN6oiNMIhqmujnwC,Body High,LUCKI,2014-08-07,album,9269,8
1hpn4Spfmw80nqRWAd8Zk1,Alternative Trap,LUCKI,2013-02-25,album,9270,8
4Df90nxdWPeg60LEDlC499,4 The Betta,LUCKI,2019-10-16,album,9271,8
6vrHjmCAEiYOBHnNraoZiF,Nascar Dashcar,LUCKI,2019-10-02,album,9272,8
4zzeYDPPvYKwpMrW380Zcn,Advil,"YOURCORE, LUCKI",2019-06-09,album,9273,8
53jscFYbbsfeGFG3Rt3CVC,Almost Back,LUCKI,2019-05-31,album,9274,8
3pccKRNRM98a7f5y1vUoTj,Stand Xlone,"SPEEDWAY FORGIATO, LUCKI",2019-04-12,album,9275,8
7duORIkAcloY7X2RlblnXE,Goku,LUCKI,2019-03-04,album,9276,8
78KEwnXRdFgLBmIWsW1XqY,Molly,LUCKI,2019-02-14,album,9277,8
18btSwUQ9yg2C3btncIJwi,Politics,LUCKI,2019-02-08,album,9278,8
04D2LTFDalDN0jUpoT6Py4,Peach Dream,LUCKI,2019-01-25,album,9279,8
7fN5k1nFNMO9gCJzL2EkMv,More Than Ever,"LUCKI, CHASETHEMONEY",2018-12-28,album,9280,8
4w9vl62zVJkZ5ADdAxP55c,Bruce Wayne,Fetty Wap,2018-06-07,album,9281,8
75ob5Ls4nwXDAdLudyPdZQ,For My Fans,Fetty Wap,2018-01-19,album,9282,8
2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,album,9283,8
5eXVEzsa8DbGl0KIukZrGB,Fresh N Clean,Fetty Wap,2019-12-06,album,9284,8
1S0aJy2i3ByQCniQEGSUhQ,Cologne,Fetty Wap,2019-11-13,album,9285,8
2cYhrR6670xQFyx1Lf474S,Watch Out (feat. Fetty Wap),"Shelow Shaq, Fetty Wap",2019-11-01,album,9286,8
0ZNDVHEPSJno1D7LnPSOar,Zoo (feat. Tee Grizzley),Fetty Wap,2019-08-09,album,9287,8
6udQgzYavJz1rg3fy7Od5O,Birthday (feat. Monty),Fetty Wap,2019-06-07,album,9288,8
4KXtIbLIzJ0x42t9TNsHlg,With U,"Meg Donnelly, Fetty Wap",2019-05-17,album,9289,8
2LVY1AxlcXNzAcBVHi5ENv,History,Fetty Wap,2019-02-18,album,9290,8
55Tj3KAoZHbFYeQ0soUxpq,CAN'T GET ENOUGH,"Just Chase, Fetty Wap",2019-01-17,album,9291,8
5M1z3wVRrUt7nHlQdUtWBn,100k,"Just Chase, Fetty Wap",2019-01-11,album,9292,8
6BH64F7JPMcspYfknnrkp7,Trippin Baby,Fetty Wap,2019-01-07,album,9293,8
22uCkAmewPKLBjDsOh4OJo,Stoop Kids (feat. Fetty Wap),"Mir Fontane, Fetty Wap",2018-09-28,album,9294,8
5pEXuPZfDItGkyOPZ29htT,Bodega Remix (feat. Fetty Wap),"Mir Fontane, Fetty Wap",2018-08-24,album,9295,8
7ABvavaHEQ2TxDoIl6EmmU,Coma,Rich Homie Quan,2019-12-13,album,9296,8
5QbtlIlz6HaYnm0hUq6ijw,The Gif,Rich Homie Quan,2019-06-27,album,9297,8
5vW8xhq1cIBvC8IXOfPss7,Rich As In Spirit,Rich Homie Quan,2018-03-16,album,9298,8
22YDVJAkRkcybxuyRkNSyV,Back To The Basics,Rich Homie Quan,2017-04-14,album,9299,8
3pwlC4orDoqHDiDImGAqcj,No Label Vol. 2,Rich Homie Quan,2015-08-11,album,9300,8
0p86ujvMqEYbxAYhCBH496,We Are the South,Rich Homie Quan,2015-08-11,album,9301,8
2lGyLeSvCxfdKR4ObFO6Mn,Fillmoelanta da Trap,"Rich Homie Quan, Gucci Mane",2015-07-21,album,9302,8
1xSgfQYFJPjuP1fCLXRzoP,No Pen No Pad,Rich Homie Quan,2015-02-17,album,9303,8
28yvRWZYLkIT0XLjh2Ze7Y,On the Come up 4,Rich Homie Quan,2015-02-17,album,9304,8
4DMvibhBM1ZZiPILILGCuz,Atlanta Streets Made Me,Rich Homie Quan,2015-02-17,album,9305,8
4azf7uoa94ORArrPTluuUx,Rich Homie Cartel 2,Rich Homie Quan,2015-02-04,album,9306,8
6KwDI7kGlidFv2zs2B3ywt,Rich Homie Cartel Vol 1,Rich Homie Quan,2014-12-09,album,9307,8
2WLvAk7i7v5QbcP6dNgo44,Deluxe Edition (Rich Homies Ent Presents Rich Homie Quan & Gucci Mane),Rich Homie Quan,2014-11-17,album,9308,8
5GovVhvdcDoH6uQwgV2NoM,I Promise I Will Never Stop Going In (Deluxe Edition),Rich Homie Quan,2014-03-24,album,9309,8
2HEWqUZGw7Su1O5ndrObru,I Go In on Every Song,Rich Homie Quan,2013-07-09,album,9310,8
5FqqZ9nyXkYCWejeMTRa6O,I Go In On Every Song,Rich Homie Quan,2013-07-09,album,9311,8
7mB1FJisgiW5hIn2rBVdT2,Dead Melody,"Scooby, Brulux",2019-12-04,album,9312,8
1VXwg8JLgciquktaPgY8mC,Azrael,"Scooby, Trap City",2019-06-21,album,9313,8
5MQLPYcuvToqYXtrfHBBx2,Black 2,"Scooby, Shindy",2019-03-22,album,9314,8
4qXfbjxUdGs8VVWLx3I4AC,Anti Herói Volume 2,Scooby,2019-03-22,album,9315,8
647GUcY4M9EyISbaivpRk2,Blue,Scooby,2019-03-22,album,9316,8
7qJYq4ORZJEMIxkqOekpSM,Green,Scooby,2019-03-22,album,9317,8
7FhFBElVLUFHjpIUXbtAFr,Anti Herói Volume 1,Scooby,2018-05-07,album,9318,8
1NYwV9YxwvmYhGo001tUGM,Chuva,"Scooby, Rodríguez",2020-01-08,album,9319,8
6omrcDlzK8Xl5TpmR4RMoK,Wah Gwaan?!,Shaggy,2019-05-10,album,9320,8
1CoVw7saic0ozYSDTeQ26l,44/876 (Deluxe),"Sting, Shaggy",2018-04-20,album,9321,8
34rS1fWMfangEAYs3GdfPt,"Out of Many, One Music (XL Edition)",Shaggy,2014-12-16,album,9322,8
5PCD3EyX9Zps1Ve4g0Ok6r,"Out Of Many, One Music",Shaggy,2013-09-24,album,9323,8
147BLgVL4uDhZRLs5jO0NL,Essential,Shaggy,2012-01-01,album,9324,8
7l8mmwJiGmke1ojsDdOt4t,Intoxication,Shaggy,2007,album,9325,8
6ZOx5pbPLg0QwcQTbm2CZS,Clothes Drop,Shaggy,2005-01-01,album,9326,8
2TxUVK615IwysunPGED5PB,Boombastic Hits,Shaggy,2003-01-01,album,9327,8
4JYMeEAVnEVnJhXe1VZS2b,Lucky Day,Shaggy,2002-10-29,album,9328,8
1nut6zMke6tPAvMmv8Vt7e,Hotshot Ultramix,Shaggy,2002-01-01,album,9329,8
3MT88SSyxQGbqYXj4LVk3b,Hot Shot,Shaggy,2000-08-08,album,9330,8
3J0AyCEpBuvWGC0DIyqqIZ,Midnite Lover,Shaggy,1997-01-01,album,9331,8
40rtksAqnwebfPKWzSL6Iv,Boombastic,Shaggy,1995-07-11,album,9332,8
5GXDpeTJpUdaZJtl9Xzr5r,Original Doberman,Shaggy,1994,album,9333,8
4tOYuq5DyDsY1rOSluTUcg,Pure Pleasure,Shaggy,1993-01-01,album,9334,8
6FEIPkk4kEbT2aIHe54v9n,Belly Ring,"Mika Singh, Shaggy",2019-12-11,album,9335,8
5jDlhHkWGOPRo9y5cL6d9Y,Silent Night (Christmas Is Coming) (with Shaggy),"Sting, Shaggy",2019-11-22,album,9336,8
2sfb8wv1o9xGjYhDrjjSar,Christmas With Friends (feat. Gene Noble),Shaggy,2019-11-20,album,9337,8
6ew2rLY09166MNgOwnsjkE,Fly High,Shaggy,2019-10-18,album,9338,8
5MMjdZ5iQ2uLnf3EZvO4bG,Stuckie Teacher,"Shaggy, QQ",2019-09-30,album,9339,8
27YzHBsMfq6RvPQxWiK9sC,Role Model,Young Dolph,2018-09-21,album,9340,8
3jNB3NFlcze1sc2BuK4Rlj,Thinking Out Loud,Young Dolph,2017-10-20,album,9341,8
0PIe3RuCIe6MKqQMhi7L7R,Tracking Numbers,"Berner, Young Dolph",2017-08-24,album,9342,8
55GbaLX8yU1Agf7wjhez7W,Bulletproof,Young Dolph,2017-04-01,album,9343,8
2NUmCjuDYaOMEL1euSl5uH,Gelato,Young Dolph,2017-02-03,album,9344,8
0c5QIo4MTyneCPZtXjr7BX,Rich Crack Baby,Young Dolph,2016-08-26,album,9345,8
7G8l52g4vbZPJ1FkKQQAZq,Bosses & Shooters,Young Dolph,2016-05-27,album,9346,8
3HnNyOdm1T23RfhXl78CLt,King of Memphis,Young Dolph,2016-02-19,album,9347,8
7FFVe9Xh9xj7uMv4RYt0HQ,East Atlanta Memphis,"Gucci Mane, Young Dolph",2015-12-11,album,9348,8
6QYvbaAilWyGD0slryOlwk,Shittin On The Industry,Young Dolph,2015-10-08,album,9349,8
6YfO3wxiNeVywHYxSNmeO8,16 Zips,Young Dolph,2015-07-28,album,9350,8
5qVALnGZ7zymK7qgqcGvuh,BagMen,"Peewee Longway, Young Dolph",2015-07-15,album,9351,8
7Ho8gAx4haSxv1eFLQwvTj,LM5 (Deluxe),Little Mix,2018-11-16,album,9352,8
5DL2Z5x7UJsWH1HhE9j8nd,Glory Days: The Platinum Edition,Little Mix,2017-11-24,album,9353,8
4bzVI1FElc13HQagFR7S1W,Get Weird (Deluxe),Little Mix,2015-11-06,album,9354,8
06haetPrpbIFCY1FUWzVel,Salute (The Deluxe Edition),Little Mix,2013-11-08,album,9355,8
2WRIExN0uRt1buVuJj7iUD,DNA (Deluxe),Little Mix,2013-05-28,album,9356,8
4TcZSPlo9fSM5eg2xbKHie,One I've Been Missing (Acoustic),Little Mix,2019-12-13,album,9357,8
