album_uri,album_name,artist,release_date,album_type,remove,notes,index_to_split,groups_to_split
5kXmI1B0BLb2joTTAckz9n,GOOD MAN (Deluxe),Ne-Yo,6/8/18,album,0,NA,4063,7
6Wx0G7tEhgAsUwpeNa1GER,In My Own Words,Ne-Yo,1/1/06,album,0,NA,4064,7
2qqB7RaEdn2Lkte4St3Ban,Libra Scale,Ne-Yo,1/1/10,album,0,NA,4065,7
6MGvEl6OdTKKAbmBFjxOKQ,Non-Fiction (Deluxe),Ne-Yo,1/20/15,album,0,NA,4066,7
1e5Uy0zFKpSCtuak8LQb8p,R.E.D. (Deluxe Edition),Ne-Yo,1/1/12,album,0,NA,4067,7
6dTn9vJSxVTIGm4Cu5dH4x,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,1/1/08,album,0,NA,4068,7
04fJPhZwJpdMf2rcdSJ3o4,Once Upon a Crime,"Necro, Kool G Rap, The Godfathers",11/19/13,album,0,NA,4069,7
6UdMwhqzPyfzCNeKX9BNT4,The Pre-Kill Vol. 2,"Necro, Kool G Rap, The Godfathers",7/3/12,album,0,NA,4070,7
4bTQnVadOLOMUSW8TCjrOe,86 (feat. Cuban Doll & ALLBLACK),Nef The Pharaoh,8/3/18,album,0,NA,4071,7
5JctcAQkZ7OiITEggOjgyq,Beat That Vest Up (feat. Shootergang Kony),Nef The Pharaoh,8/9/19,album,0,NA,4072,7
5EOCxN9zRdY2QB1PZosNVI,Cloth Talk,Nef The Pharaoh,11/22/19,album,0,NA,4073,7
0pNQH6PXRRLcQJk9zQ7vvG,Fresh Outta Space 3,Nef The Pharaoh,9/2/16,album,0,NA,4074,7
6V0GY3cuKMn7DAjwkr2hnO,Mushrooms & Coloring Books,Nef The Pharaoh,8/14/19,album,0,NA,4075,7
3FEJAO9mOXTbUkfpp7uX9V,Nef The Pharaoh,Nef The Pharaoh,11/6/15,album,0,NA,4076,7
6nNTQPW3Az87Yvbo6FM6sD,Neffy Got Wings,Nef The Pharaoh,1/22/16,album,0,NA,4077,7
7xqvydBcJrWO5gUkwJVRkW,South Vallejo,Nef The Pharaoh,6/20/19,album,0,NA,4078,7
7He1FaJrg8t4yMnYuhxajB,Tap Yo Pussy,Nef The Pharaoh,7/19/19,album,0,NA,4079,7
57YgSQLbpaPaDhIoTY1z5r,The Big Chang Theory,Nef The Pharaoh,8/10/18,album,0,NA,4080,7
3gaW7FtWQIij3YwBneUaoi,The Chang Project,Nef The Pharaoh,4/28/17,album,0,NA,4081,7
110NNV8nUvzIInQM0rDt8e,Ball Out (feat. ALLBLACK),"Nef The Pharaoh, 03 Greedo",6/15/18,album,0,NA,4082,7
5CeYkuYfkyzwKobQXuKLjM,Porter 2 Grape,"Nef The Pharaoh, 03 Greedo",7/13/18,album,0,NA,4083,7
068eyIJFfuNTfhLdKVmPC6,Ludacris,"Nef The Pharaoh, ShooterGang Kony",10/19/18,album,0,NA,4084,7
2xhkHzWuugtewb9AktJUmG,Vice Versa - EP,"Nef The Pharaoh, ShooterGang Kony",11/9/18,album,0,NA,4085,7
5wb5FLNtyNYNIcWjjRSeYu,High Voltage (feat. Tyga),"Nef The Pharaoh, Tyga",7/12/19,album,0,NA,4086,7
3mz9p3cA0Cl5oDUlpTxB0c,5,Nelly,11/12/10,album,0,NA,4087,7
1Fr9ycPr14cVysm1ObbQlx,5.0 Deluxe,Nelly,11/12/10,album,0,NA,4088,7
6tH2KbxjKSHD5q7kqMsE8C,Brass Knuckles,Nelly,9/16/08,album,0,NA,4089,7
6WJsuS9yAcz1Mlorxxw6wJ,Da Derrty Versions: The Re-invention,Nelly,11/25/03,album,0,NA,4090,7
1iWrGevwird094O7eDEYBw,M.O.,Nelly,9/30/13,album,0,NA,4091,7
2HOe7ExqoZcdXPWfMlODR3,Sweatsuit,Nelly,11/22/05,album,0,NA,4092,7
20icUbtHABt017AxccqdWl,Freezing Cold,"Nessly, Yung Bans, KILLY",3/15/19,album,0,NA,4093,7
1jd4dq1xm8me7AvD2EHWPH,CASH COW,"NGHTMRE, Gunna",11/15/19,album,0,NA,4094,7
4zqJkjapazatkZRvwiG37H,BANG,"NGHTMRE, Shaquille O'Neal, Lil Jon",2/21/19,album,0,NA,4095,7
2D2rriWruRrRFq2AAholPp,Pink Friday ... Roman Reloaded (Deluxe Edition),Nicki Minaj,4/3/12,album,0,NA,4096,7
6zA5X3CQ5rgLKhTobyV5Id,Queen (Deluxe),Nicki Minaj,11/29/18,album,0,NA,4097,7
5qs8T6ZHSrnllnOuUk6muC,The Pinkprint (Deluxe Edition),Nicki Minaj,12/15/14,album,0,NA,4098,7
0bfNmMmjV6nvDwwhUvL7e8,Black Barbies,"Nicki Minaj, Mike WiLL Made-It",11/30/16,album,0,NA,4099,7
7IR8zXaCKvv01oZL8mB1su,Boss Chick,Nicole Wray,6/15/10,album,0,NA,4100,7
78ixp5lcsq6kmCtVhZuMZi,Electric Blue Effect,Nicole Wray,1/3/20,album,0,NA,4101,7
3AMsTVpanVODolhY9YkuwB,I Found You,Nicole Wray,5/31/11,album,0,NA,4102,7
3TGO2MdHnUjDAz3pUlNQJY,I Like It - Single,Nicole Wray,6/16/09,album,0,NA,4103,7
5P37khYPntJzxRxGt58G4g,If I Was Your Girlfriend,Nicole Wray,1/1/04,album,0,NA,4104,7
